"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"5020","BOCK","b","7","2","was",7,74,1016,100,"mismatch"
"5021","BOCK","b","7","2","a",8,74,277,100,"mismatch"
"5022","BOCK","b","7","2","reflection",9,74,290,100,"mismatch"
"5023","BOCK","b","7","2","of",10,74,441,100,"mismatch"
"5024","BOCK","b","7","2","the",11,74,272,100,"mismatch"
"5025","BOCK","b","7","2","violence",12,74,311,100,"mismatch"
"5026","BOCK","b","7","2","in",13,74,357,100,"mismatch"
"5027","BOCK","b","7","2","today's",14,74,371,100,"mismatch"
"5028","BOCK","b","7","2","society.",15,74,1129,100,"mismatch"
"5206","BOCK","b","15","2","The",1,85,204,0,"mismatch"
"5207","BOCK","b","15","2","check",2,85,193,0,"mismatch"
"5208","BOCK","b","15","2","from",3,85,190,0,"mismatch"
"5209","BOCK","b","15","2","the",4,85,199,0,"mismatch"
"5210","BOCK","b","15","2","stockbrokers",5,85,193,0,"mismatch"
"5211","BOCK","b","15","2","happily",6,85,222,0,"mismatch"
"5212","BOCK","b","15","2","was",7,85,197,0,"mismatch"
"5213","BOCK","b","15","2","a",8,85,198,0,"mismatch"
"5214","BOCK","b","15","2","dividend",9,85,234,0,"mismatch"
"5215","BOCK","b","15","2","on",10,85,185,0,"mismatch"
"5216","BOCK","b","15","2","a",11,85,253,0,"mismatch"
"5217","BOCK","b","15","2","long-term",12,85,193,0,"mismatch"
"5218","BOCK","b","15","2","bond.",13,85,438,0,"mismatch"
"5420","BOCK","a","16","2","The",1,97,188,100,"match"
"5421","BOCK","a","16","2","key",2,97,212,100,"match"
"5422","BOCK","a","16","2","to",3,97,174,100,"match"
"5423","BOCK","a","16","2","the",4,97,209,100,"match"
"5424","BOCK","a","16","2","cell",5,97,179,100,"match"
"5425","BOCK","a","16","2","unsurprisingly",6,97,200,100,"match"
"5426","BOCK","a","16","2","was",7,97,203,100,"match"
"5427","BOCK","a","16","2","rusty",8,97,503,100,"match"
"5428","BOCK","a","16","2","from",9,97,646,100,"match"
"5429","BOCK","a","16","2","many",10,97,292,100,"match"
"5430","BOCK","a","16","2","years",11,97,222,100,"match"
"5431","BOCK","a","16","2","of",12,97,214,100,"match"
"5432","BOCK","a","16","2","disuse.",13,97,274,100,"match"
"5560","BOCK","b","17","2","The",1,106,197,100,"mismatch"
"5561","BOCK","b","17","2","letter",2,106,247,100,"mismatch"
"5562","BOCK","b","17","2","from",3,106,179,100,"mismatch"
"5563","BOCK","b","17","2","the",4,106,239,100,"mismatch"
"5564","BOCK","b","17","2","investigators",5,106,184,100,"mismatch"
"5565","BOCK","b","17","2","allegedly",6,106,220,100,"mismatch"
"5566","BOCK","b","17","2","was",7,106,231,100,"mismatch"
"5567","BOCK","b","17","2","received",8,106,296,100,"mismatch"
"5568","BOCK","b","17","2","in",9,106,222,100,"mismatch"
"5569","BOCK","b","17","2","San",10,106,204,100,"mismatch"
"5570","BOCK","b","17","2","Francisco",11,106,195,100,"mismatch"
"5571","BOCK","b","17","2","in",12,106,201,100,"mismatch"
"5572","BOCK","b","17","2","late",13,106,293,100,"mismatch"
"5573","BOCK","b","17","2","March.",14,106,352,100,"mismatch"
"5677","BOCK","a","12","2","The",1,113,188,100,"match"
"5678","BOCK","a","12","2","flaw",2,113,201,100,"match"
"5679","BOCK","a","12","2","in",3,113,179,100,"match"
"5680","BOCK","a","12","2","the",4,113,187,100,"match"
"5681","BOCK","a","12","2","argument",5,113,187,100,"match"
"5682","BOCK","a","12","2","usually",6,113,425,100,"match"
"5683","BOCK","a","12","2","was",7,113,201,100,"match"
"5684","BOCK","a","12","2","clear",8,113,193,100,"match"
"5685","BOCK","a","12","2","to",9,113,212,100,"match"
"5686","BOCK","a","12","2","everyone",10,113,473,100,"match"
"5687","BOCK","a","12","2","in",11,113,255,100,"match"
"5688","BOCK","a","12","2","the",12,113,225,100,"match"
"5689","BOCK","a","12","2","lecture",13,113,209,100,"match"
"5690","BOCK","a","12","2","hall",14,113,187,100,"match"
"5691","BOCK","a","12","2","after",15,113,214,100,"match"
"5692","BOCK","a","12","2","just",16,113,195,100,"match"
"5693","BOCK","a","12","2","five",17,113,179,100,"match"
"5694","BOCK","a","12","2","minutes.",18,113,190,100,"match"
"5953","BOCK","a","14","2","The",1,130,262,100,"match"
"5954","BOCK","a","14","2","memo",2,130,220,100,"match"
"5955","BOCK","a","14","2","from",3,130,209,100,"match"
"5956","BOCK","a","14","2","the",4,130,228,100,"match"
"5957","BOCK","a","14","2","supervisor",5,130,203,100,"match"
"5958","BOCK","a","14","2","unfortunately",6,130,225,100,"match"
"5959","BOCK","a","14","2","was",7,130,203,100,"match"
"5960","BOCK","a","14","2","about",8,130,228,100,"match"
"5961","BOCK","a","14","2","the",9,130,209,100,"match"
"5962","BOCK","a","14","2","delinquent",10,130,214,100,"match"
"5963","BOCK","a","14","2","tax",11,130,236,100,"match"
"5964","BOCK","a","14","2","return.",12,130,317,100,"match"
"6066","BOCK","a","10","2","The",1,137,153,100,"match"
"6067","BOCK","a","10","2","advertisement",2,137,269,100,"match"
"6068","BOCK","a","10","2","on",3,137,220,100,"match"
"6069","BOCK","a","10","2","the",4,137,179,100,"match"
"6070","BOCK","a","10","2","skyscraper",5,137,203,100,"match"
"6071","BOCK","a","10","2","typically",6,137,203,100,"match"
"6072","BOCK","a","10","2","was",7,137,214,100,"match"
"6073","BOCK","a","10","2","hard",8,137,195,100,"match"
"6074","BOCK","a","10","2","to",9,137,187,100,"match"
"6075","BOCK","a","10","2","read",10,137,206,100,"match"
"6076","BOCK","a","10","2","except",11,137,201,100,"match"
"6077","BOCK","a","10","2","from",12,137,196,100,"match"
"6078","BOCK","a","10","2","a",13,137,245,100,"match"
"6079","BOCK","a","10","2","long",14,137,234,100,"match"
"6080","BOCK","a","10","2","distance",15,137,187,100,"match"
"6081","BOCK","a","10","2","away.",16,137,258,100,"match"
"6178","BOCK","b","5","2","The",1,144,221,100,"mismatch"
"6179","BOCK","b","5","2","problem",2,144,179,100,"mismatch"
"6180","BOCK","b","5","2","in",3,144,214,100,"mismatch"
"6181","BOCK","b","5","2","the",4,144,177,100,"mismatch"
"6182","BOCK","b","5","2","stores",5,144,220,100,"mismatch"
"6183","BOCK","b","5","2","ultimately",6,144,206,100,"mismatch"
"6184","BOCK","b","5","2","was",7,144,211,100,"mismatch"
"6185","BOCK","b","5","2","solved",8,144,206,100,"mismatch"
"6186","BOCK","b","5","2","by",9,144,212,100,"mismatch"
"6187","BOCK","b","5","2","firing",10,144,209,100,"mismatch"
"6188","BOCK","b","5","2","the",11,144,206,100,"mismatch"
"6189","BOCK","b","5","2","custodian.",12,144,173,100,"mismatch"
"6487","BOCK","a","2","2","The",1,162,210,0,"match"
"6488","BOCK","a","2","2","picture",2,162,209,0,"match"
"6489","BOCK","a","2","2","on",3,162,198,0,"match"
"6490","BOCK","a","2","2","the",4,162,209,0,"match"
"6491","BOCK","a","2","2","flier",5,162,212,0,"match"
"6492","BOCK","a","2","2","definitely",6,162,212,0,"match"
"6493","BOCK","a","2","2","was",7,162,203,0,"match"
"6494","BOCK","a","2","2","of",8,162,214,0,"match"
"6495","BOCK","a","2","2","a",9,162,217,0,"match"
"6496","BOCK","a","2","2","village",10,162,220,0,"match"
"6497","BOCK","a","2","2","church",11,162,187,0,"match"
"6498","BOCK","a","2","2","in",12,162,207,0,"match"
"6499","BOCK","a","2","2","the",13,162,228,0,"match"
"6500","BOCK","a","2","2","south",14,162,225,0,"match"
"6501","BOCK","a","2","2","of",15,162,187,0,"match"
"6502","BOCK","a","2","2","France.",16,162,482,0,"match"
"6912","BOCK","b","9","2","The",1,187,390,100,"mismatch"
"6913","BOCK","b","9","2","citation",2,187,220,100,"mismatch"
"6914","BOCK","b","9","2","on",3,187,220,100,"mismatch"
"6915","BOCK","b","9","2","the",4,187,239,100,"mismatch"
"6916","BOCK","b","9","2","notecards",5,187,219,100,"mismatch"
"6917","BOCK","b","9","2","unfortunately",6,187,205,100,"mismatch"
"6918","BOCK","b","9","2","was",7,187,217,100,"mismatch"
"6919","BOCK","b","9","2","quite",8,187,233,100,"mismatch"
"6920","BOCK","b","9","2","difficult",9,187,222,100,"mismatch"
"6921","BOCK","b","9","2","to",10,187,238,100,"mismatch"
"6922","BOCK","b","9","2","track",11,187,255,100,"mismatch"
"6923","BOCK","b","9","2","down",12,187,217,100,"mismatch"
"6924","BOCK","b","9","2","using",13,187,231,100,"mismatch"
"6925","BOCK","b","9","2","the",14,187,261,100,"mismatch"
"6926","BOCK","b","9","2","library's",15,187,239,100,"mismatch"
"6927","BOCK","b","9","2","limited",16,187,784,100,"mismatch"
"6928","BOCK","b","9","2","resources.",17,187,322,100,"mismatch"
"6945","BOCK","b","23","2","The",1,189,416,0,"mismatch"
"6946","BOCK","b","23","2","message",2,189,203,0,"mismatch"
"6947","BOCK","b","23","2","from",3,189,190,0,"mismatch"
"6948","BOCK","b","23","2","the",4,189,201,0,"mismatch"
"6949","BOCK","b","23","2","engineers",5,189,198,0,"mismatch"
"6950","BOCK","b","23","2","regrettably",6,189,208,0,"mismatch"
"6951","BOCK","b","23","2","was",7,189,203,0,"mismatch"
"6952","BOCK","b","23","2","about",8,189,225,0,"mismatch"
"6953","BOCK","b","23","2","the",9,189,233,0,"mismatch"
"6954","BOCK","b","23","2","recent",10,189,200,0,"mismatch"
"6955","BOCK","b","23","2","weakening",11,189,214,0,"mismatch"
"6956","BOCK","b","23","2","to",12,189,214,0,"mismatch"
"6957","BOCK","b","23","2","the",13,189,217,0,"mismatch"
"6958","BOCK","b","23","2","building's",14,189,206,0,"mismatch"
"6959","BOCK","b","23","2","structural",15,189,243,0,"mismatch"
"6960","BOCK","b","23","2","supports.",16,189,403,0,"mismatch"
"7071","BOCK","b","21","2","The",1,197,628,100,"mismatch"
"7072","BOCK","b","21","2","gift",2,197,228,100,"mismatch"
"7073","BOCK","b","21","2","from",3,197,190,100,"mismatch"
"7074","BOCK","b","21","2","the",4,197,209,100,"mismatch"
"7075","BOCK","b","21","2","visitors",5,197,212,100,"mismatch"
"7076","BOCK","b","21","2","apparently",6,197,187,100,"mismatch"
"7077","BOCK","b","21","2","was",7,197,187,100,"mismatch"
"7078","BOCK","b","21","2","a",8,197,209,100,"mismatch"
"7079","BOCK","b","21","2","beautiful",9,197,198,100,"mismatch"
"7080","BOCK","b","21","2","clock",10,197,211,100,"mismatch"
"7081","BOCK","b","21","2","from",11,197,185,100,"mismatch"
"7082","BOCK","b","21","2","Germany.",12,197,196,100,"mismatch"
"7126","BOCK","a","8","2","The",1,200,209,100,"match"
"7127","BOCK","a","8","2","defect",2,200,187,100,"match"
"7128","BOCK","a","8","2","in",3,200,179,100,"match"
"7129","BOCK","a","8","2","the",4,200,244,100,"match"
"7130","BOCK","a","8","2","appliance",5,200,417,100,"match"
"7131","BOCK","a","8","2","likely",6,200,198,100,"match"
"7132","BOCK","a","8","2","was",7,200,215,100,"match"
"7133","BOCK","a","8","2","unknown",8,200,217,100,"match"
"7134","BOCK","a","8","2","to",9,200,220,100,"match"
"7135","BOCK","a","8","2","consumers",10,200,200,100,"match"
"7136","BOCK","a","8","2","and",11,200,209,100,"match"
"7137","BOCK","a","8","2","government",12,200,176,100,"match"
"7138","BOCK","a","8","2","regulators.",13,200,219,100,"match"
"7188","BOCK","a","24","2","The",1,204,234,100,"match"
"7189","BOCK","a","24","2","gate",2,204,193,100,"match"
"7190","BOCK","a","24","2","to",3,204,201,100,"match"
"7191","BOCK","a","24","2","the",4,204,226,100,"match"
"7192","BOCK","a","24","2","pasture",5,204,228,100,"match"
"7193","BOCK","a","24","2","evidently",6,204,208,100,"match"
"7194","BOCK","a","24","2","was",7,204,883,100,"match"
"7195","BOCK","a","24","2","falling",8,204,203,100,"match"
"7196","BOCK","a","24","2","down",9,204,214,100,"match"
"7197","BOCK","a","24","2","due",10,204,201,100,"match"
"7198","BOCK","a","24","2","to",11,204,234,100,"match"
"7199","BOCK","a","24","2","disrepair.",12,204,206,100,"match"
"7235","BOCK","a","20","2","The",1,207,396,100,"match"
"7236","BOCK","a","20","2","bridge",2,207,161,100,"match"
"7237","BOCK","a","20","2","to",3,207,251,100,"match"
"7238","BOCK","a","20","2","the",4,207,245,100,"match"
"7239","BOCK","a","20","2","island",5,207,245,100,"match"
"7240","BOCK","a","20","2","apparently",6,207,233,100,"match"
"7241","BOCK","a","20","2","was",7,207,239,100,"match"
"7242","BOCK","a","20","2","about",8,207,463,100,"match"
"7243","BOCK","a","20","2","ten",9,207,228,100,"match"
"7244","BOCK","a","20","2","miles",10,207,233,100,"match"
"7245","BOCK","a","20","2","off",11,207,206,100,"match"
"7246","BOCK","a","20","2","the",12,207,228,100,"match"
"7247","BOCK","a","20","2","main",13,207,247,100,"match"
"7248","BOCK","a","20","2","highway.",14,207,203,100,"match"
"7299","BOCK","a","18","2","The",1,211,220,100,"match"
"7300","BOCK","a","18","2","entrance",2,211,179,100,"match"
"7301","BOCK","a","18","2","to",3,211,214,100,"match"
"7302","BOCK","a","18","2","the",4,211,204,100,"match"
"7303","BOCK","a","18","2","exhibit",5,211,195,100,"match"
"7304","BOCK","a","18","2","evidently",6,211,236,100,"match"
"7305","BOCK","a","18","2","was",7,211,206,100,"match"
"7306","BOCK","a","18","2","hard",8,211,344,100,"match"
"7307","BOCK","a","18","2","to",9,211,233,100,"match"
"7308","BOCK","a","18","2","locate",10,211,353,100,"match"
"7309","BOCK","a","18","2","on",11,211,236,100,"match"
"7310","BOCK","a","18","2","the",12,211,242,100,"match"
"7311","BOCK","a","18","2","diagram.",13,211,660,100,"match"
"7765","BOCK","b","22","3","The",1,16,415,100,"mismatch"
"7766","BOCK","b","22","3","path",2,16,382,100,"mismatch"
"7767","BOCK","b","22","3","to",3,16,388,100,"mismatch"
"7768","BOCK","b","22","3","the",4,16,410,100,"mismatch"
"7769","BOCK","b","22","3","monuments",5,16,1805,100,"mismatch"
"7770","BOCK","b","22","3","happily",6,16,1802,100,"mismatch"
"7771","BOCK","b","22","3","was",7,16,1265,100,"mismatch"
"7772","BOCK","b","22","3","lined",8,16,474,100,"mismatch"
"7773","BOCK","b","22","3","with",9,16,379,100,"mismatch"
"7774","BOCK","b","22","3","lovely",10,16,398,100,"mismatch"
"7775","BOCK","b","22","3","trees",11,16,412,100,"mismatch"
"7776","BOCK","b","22","3","and",12,16,356,100,"mismatch"
"7777","BOCK","b","22","3","flowers.",13,16,485,100,"mismatch"
"7838","BOCK","a","19","3","The",1,21,421,100,"match"
"7839","BOCK","a","19","3","warning",2,21,595,100,"match"
"7840","BOCK","a","19","3","from",3,21,564,100,"match"
"7841","BOCK","a","19","3","the",4,21,374,100,"match"
"7842","BOCK","a","19","3","expert",5,21,379,100,"match"
"7843","BOCK","a","19","3","unsurprisingly",6,21,975,100,"match"
"7844","BOCK","a","19","3","was",7,21,460,100,"match"
"7845","BOCK","a","19","3","a",8,21,456,100,"match"
"7846","BOCK","a","19","3","shock",9,21,715,100,"match"
"7847","BOCK","a","19","3","to",10,21,434,100,"match"
"7848","BOCK","a","19","3","the",11,21,374,100,"match"
"7849","BOCK","a","19","3","residents",12,21,415,100,"match"
"7850","BOCK","a","19","3","of",13,21,434,100,"match"
"7851","BOCK","a","19","3","the",14,21,383,100,"match"
"7852","BOCK","a","19","3","city.",15,21,364,100,"match"
"7903","BOCK","b","20","3","The",1,25,426,100,"mismatch"
"7904","BOCK","b","20","3","bridge",2,25,387,100,"mismatch"
"7905","BOCK","b","20","3","to",3,25,371,100,"mismatch"
"7906","BOCK","b","20","3","the",4,25,339,100,"mismatch"
"7907","BOCK","b","20","3","islands",5,25,2757,100,"mismatch"
"7908","BOCK","b","20","3","apparently",6,25,559,100,"mismatch"
"7909","BOCK","b","20","3","was",7,25,432,100,"mismatch"
"7910","BOCK","b","20","3","about",8,25,409,100,"mismatch"
"7911","BOCK","b","20","3","ten",9,25,323,100,"mismatch"
"7912","BOCK","b","20","3","miles",10,25,725,100,"mismatch"
"7913","BOCK","b","20","3","off",11,25,447,100,"mismatch"
"7914","BOCK","b","20","3","the",12,25,409,100,"mismatch"
"7915","BOCK","b","20","3","main",13,25,420,100,"mismatch"
"7916","BOCK","b","20","3","highway.",14,25,596,100,"mismatch"
"8041","BOCK","a","11","3","The",1,33,388,100,"match"
"8042","BOCK","a","11","3","traitor",2,33,1031,100,"match"
"8043","BOCK","a","11","3","in",3,33,380,100,"match"
"8044","BOCK","a","11","3","the",4,33,413,100,"match"
"8045","BOCK","a","11","3","camp",5,33,742,100,"match"
"8046","BOCK","a","11","3","regrettably",6,33,1106,100,"match"
"8047","BOCK","a","11","3","was",7,33,423,100,"match"
"8048","BOCK","a","11","3","passing",8,33,431,100,"match"
"8049","BOCK","a","11","3","information",9,33,495,100,"match"
"8050","BOCK","a","11","3","to",10,33,401,100,"match"
"8051","BOCK","a","11","3","the",11,33,350,100,"match"
"8052","BOCK","a","11","3","enemy",12,33,596,100,"match"
"8053","BOCK","a","11","3","through",13,33,922,100,"match"
"8054","BOCK","a","11","3","various",14,33,450,100,"match"
"8055","BOCK","a","11","3","secret",15,33,418,100,"match"
"8056","BOCK","a","11","3","methods.",16,33,472,100,"match"
"8153","BOCK","a","13","3","The",1,39,294,100,"match"
"8154","BOCK","a","13","3","door",2,39,356,100,"match"
"8155","BOCK","a","13","3","to",3,39,321,100,"match"
"8156","BOCK","a","13","3","the",4,39,285,100,"match"
"8157","BOCK","a","13","3","laboratory",5,39,315,100,"match"
"8158","BOCK","a","13","3","accidentally",6,39,944,100,"match"
"8159","BOCK","a","13","3","was",7,39,402,100,"match"
"8160","BOCK","a","13","3","left",8,39,424,100,"match"
"8161","BOCK","a","13","3","unlocked",9,39,445,100,"match"
"8162","BOCK","a","13","3","by",10,39,388,100,"match"
"8163","BOCK","a","13","3","the",11,39,361,100,"match"
"8164","BOCK","a","13","3","cleaning",12,39,369,100,"match"
"8165","BOCK","a","13","3","service.",13,39,425,100,"match"
"8207","BOCK","b","16","3","The",1,42,302,100,"mismatch"
"8208","BOCK","b","16","3","key",2,42,256,100,"mismatch"
"8209","BOCK","b","16","3","to",3,42,344,100,"mismatch"
"8210","BOCK","b","16","3","the",4,42,302,100,"mismatch"
"8211","BOCK","b","16","3","cells",5,42,277,100,"mismatch"
"8212","BOCK","b","16","3","unsurprisingly",6,42,911,100,"mismatch"
"8213","BOCK","b","16","3","was",7,42,1268,100,"mismatch"
"8214","BOCK","b","16","3","rusty",8,42,359,100,"mismatch"
"8215","BOCK","b","16","3","from",9,42,1852,100,"mismatch"
"8216","BOCK","b","16","3","many",10,42,583,100,"mismatch"
"8217","BOCK","b","16","3","years",11,42,391,100,"mismatch"
"8218","BOCK","b","16","3","of",12,42,410,100,"mismatch"
"8219","BOCK","b","16","3","disuse.",13,42,591,100,"mismatch"
"8261","BOCK","a","5","3","The",1,45,327,100,"match"
"8262","BOCK","a","5","3","problem",2,45,334,100,"match"
"8263","BOCK","a","5","3","in",3,45,301,100,"match"
"8264","BOCK","a","5","3","the",4,45,313,100,"match"
"8265","BOCK","a","5","3","store",5,45,315,100,"match"
"8266","BOCK","a","5","3","ultimately",6,45,1114,100,"match"
"8267","BOCK","a","5","3","was",7,45,704,100,"match"
"8268","BOCK","a","5","3","solved",8,45,852,100,"match"
"8269","BOCK","a","5","3","by",9,45,334,100,"match"
"8270","BOCK","a","5","3","firing",10,45,556,100,"match"
"8271","BOCK","a","5","3","the",11,45,492,100,"match"
"8272","BOCK","a","5","3","custodian.",12,45,713,100,"match"
"8377","BOCK","b","4","3","The",1,51,327,100,"mismatch"
"8378","BOCK","b","4","3","label",2,51,329,100,"mismatch"
"8379","BOCK","b","4","3","on",3,51,315,100,"mismatch"
"8380","BOCK","b","4","3","the",4,51,302,100,"mismatch"
"8381","BOCK","b","4","3","containers",5,51,293,100,"mismatch"
"8382","BOCK","b","4","3","probably",6,51,695,100,"mismatch"
"8383","BOCK","b","4","3","was",7,51,385,100,"mismatch"
"8384","BOCK","b","4","3","a",8,51,298,100,"mismatch"
"8385","BOCK","b","4","3","warning",9,51,310,100,"mismatch"
"8386","BOCK","b","4","3","about",10,51,339,100,"mismatch"
"8387","BOCK","b","4","3","the",11,51,304,100,"mismatch"
"8388","BOCK","b","4","3","hazardous",12,51,363,100,"mismatch"
"8389","BOCK","b","4","3","chemicals",13,51,417,100,"mismatch"
"8390","BOCK","b","4","3","inside.",14,51,598,100,"mismatch"
"8529","BOCK","b","14","3","The",1,60,373,100,"mismatch"
"8530","BOCK","b","14","3","memo",2,60,1160,100,"mismatch"
