"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","rchead","rcsubj","List"
"261164","BAKER","f","41","214","who",3,248,780,100,"ungram","pl","sg","6"
"261165","BAKER","f","41","214","the",4,248,536,100,"ungram","pl","sg","6"
"261166","BAKER","f","41","214","voter",5,248,427,100,"ungram","pl","sg","6"
"261167","BAKER","f","41","214","listen",6,248,315,100,"ungram","pl","sg","6"
"261168","BAKER","f","41","214","to",7,248,278,100,"ungram","pl","sg","6"
"261169","BAKER","f","41","214","patiently",8,248,323,100,"ungram","pl","sg","6"
"261170","BAKER","f","41","214","at",9,248,618,100,"ungram","pl","sg","6"
"261171","BAKER","f","41","214","all",10,248,794,100,"ungram","pl","sg","6"
"261172","BAKER","f","41","214","the",11,248,313,100,"ungram","pl","sg","6"
"261173","BAKER","f","41","214","local",12,248,229,100,"ungram","pl","sg","6"
"261174","BAKER","f","41","214","political",13,248,315,100,"ungram","pl","sg","6"
"261175","BAKER","f","41","214","events",14,248,277,100,"ungram","pl","sg","6"
"261176","BAKER","f","41","214","just",15,248,428,100,"ungram","pl","sg","6"
"261177","BAKER","f","41","214","never",16,248,280,100,"ungram","pl","sg","6"
"261178","BAKER","f","41","214","seem",17,248,555,100,"ungram","pl","sg","6"
"261179","BAKER","f","41","214","trustworthy.",18,248,1059,100,"ungram","pl","sg","6"
"261262","BAKER","g","10","214","The",1,254,255,100,"ungram","pl","pl","6"
"261263","BAKER","g","10","214","customers",2,254,315,100,"ungram","pl","pl","6"
"261264","BAKER","g","10","214","who",3,254,261,100,"ungram","pl","pl","6"
"261265","BAKER","g","10","214","the",4,254,247,100,"ungram","pl","pl","6"
"261266","BAKER","g","10","214","waitresses",5,254,288,100,"ungram","pl","pl","6"
"261267","BAKER","g","10","214","hates",6,254,449,100,"ungram","pl","pl","6"
"261268","BAKER","g","10","214","the",7,254,370,100,"ungram","pl","pl","6"
"261269","BAKER","g","10","214","most",8,254,311,100,"ungram","pl","pl","6"
"261270","BAKER","g","10","214","are",9,254,434,100,"ungram","pl","pl","6"
"261271","BAKER","g","10","214","the",10,254,891,100,"ungram","pl","pl","6"
"261272","BAKER","g","10","214","ones",11,254,364,100,"ungram","pl","pl","6"
"261273","BAKER","g","10","214","who",12,254,417,100,"ungram","pl","pl","6"
"261274","BAKER","g","10","214","complain",13,254,304,100,"ungram","pl","pl","6"
"261275","BAKER","g","10","214","about",14,254,539,100,"ungram","pl","pl","6"
"261276","BAKER","g","10","214","everything",15,254,526,100,"ungram","pl","pl","6"
"261277","BAKER","g","10","214","and",16,254,241,100,"ungram","pl","pl","6"
"261278","BAKER","g","10","214","leave",17,254,542,100,"ungram","pl","pl","6"
"261279","BAKER","g","10","214","a",18,254,386,100,"ungram","pl","pl","6"
"261280","BAKER","g","10","214","lousy",19,254,333,100,"ungram","pl","pl","6"
"261281","BAKER","g","10","214","tip.",20,254,245,100,"ungram","pl","pl","6"
"261296","BAKER","e","32","214","The",1,256,250,100,"gram","pl","sg","6"
"261297","BAKER","e","32","214","receptionists",2,256,303,100,"gram","pl","sg","6"
"261298","BAKER","e","32","214","who",3,256,825,100,"gram","pl","sg","6"
"261299","BAKER","e","32","214","the",4,256,537,100,"gram","pl","sg","6"
"261300","BAKER","e","32","214","boss",5,256,587,100,"gram","pl","sg","6"
"261301","BAKER","e","32","214","gives",6,256,655,100,"gram","pl","sg","6"
"261302","BAKER","e","32","214","the",7,256,254,100,"gram","pl","sg","6"
"261303","BAKER","e","32","214","biggest",8,256,607,100,"gram","pl","sg","6"
"261304","BAKER","e","32","214","projects",9,256,234,100,"gram","pl","sg","6"
"261305","BAKER","e","32","214","never",10,256,553,100,"gram","pl","sg","6"
"261306","BAKER","e","32","214","fail",11,256,560,100,"gram","pl","sg","6"
"261307","BAKER","e","32","214","to",12,256,238,100,"gram","pl","sg","6"
"261308","BAKER","e","32","214","do",13,256,233,100,"gram","pl","sg","6"
"261309","BAKER","e","32","214","a",14,256,274,100,"gram","pl","sg","6"
"261310","BAKER","e","32","214","stellar",15,256,306,100,"gram","pl","sg","6"
"261311","BAKER","e","32","214","job.",16,256,779,100,"gram","pl","sg","6"
"261357","BAKER","b","21","214","The",1,260,301,100,"ungram","sg","sg","6"
"261358","BAKER","b","21","214","orphan",2,260,259,100,"ungram","sg","sg","6"
"261359","BAKER","b","21","214","who",3,260,255,100,"ungram","sg","sg","6"
"261360","BAKER","b","21","214","the",4,260,239,100,"ungram","sg","sg","6"
"261361","BAKER","b","21","214","nun",5,260,231,100,"ungram","sg","sg","6"
"261362","BAKER","b","21","214","tutor",6,260,218,100,"ungram","sg","sg","6"
"261363","BAKER","b","21","214","in",7,260,267,100,"ungram","sg","sg","6"
"261364","BAKER","b","21","214","algebra",8,260,262,100,"ungram","sg","sg","6"
"261365","BAKER","b","21","214","lost",9,260,254,100,"ungram","sg","sg","6"
"261366","BAKER","b","21","214","his",10,260,254,100,"ungram","sg","sg","6"
"261367","BAKER","b","21","214","parents",11,260,234,100,"ungram","sg","sg","6"
"261368","BAKER","b","21","214","in",12,260,571,100,"ungram","sg","sg","6"
"261369","BAKER","b","21","214","the",13,260,218,100,"ungram","sg","sg","6"
"261370","BAKER","b","21","214","ongoing",14,260,206,100,"ungram","sg","sg","6"
"261371","BAKER","b","21","214","civil",15,260,368,100,"ungram","sg","sg","6"
"261372","BAKER","b","21","214","war.",16,260,510,100,"ungram","sg","sg","6"
"261533","BAKER","d","23","214","The",1,270,292,100,"gram","sg","pl","6"
"261534","BAKER","d","23","214","cheerleader",2,270,608,100,"gram","sg","pl","6"
"261535","BAKER","d","23","214","who",3,270,324,100,"gram","sg","pl","6"
"261536","BAKER","d","23","214","the",4,270,321,100,"gram","sg","pl","6"
"261537","BAKER","d","23","214","choreographers",5,270,288,100,"gram","sg","pl","6"
"261538","BAKER","d","23","214","work",6,270,1168,100,"gram","sg","pl","6"
"261539","BAKER","d","23","214","with",7,270,335,100,"gram","sg","pl","6"
"261540","BAKER","d","23","214","usually",8,270,324,100,"gram","sg","pl","6"
"261541","BAKER","d","23","214","spends",9,270,522,100,"gram","sg","pl","6"
"261542","BAKER","d","23","214","all",10,270,673,100,"gram","sg","pl","6"
"261543","BAKER","d","23","214","year",11,270,340,100,"gram","sg","pl","6"
"261544","BAKER","d","23","214","training",12,270,419,100,"gram","sg","pl","6"
"261545","BAKER","d","23","214","for",13,270,244,100,"gram","sg","pl","6"
"261546","BAKER","d","23","214","the",14,270,277,100,"gram","sg","pl","6"
"261547","BAKER","d","23","214","national",15,270,404,100,"gram","sg","pl","6"
"261548","BAKER","d","23","214","competition.",16,270,346,100,"gram","sg","pl","6"
"261569","BAKER","g","34","214","The",1,272,256,100,"ungram","pl","pl","6"
"261570","BAKER","g","34","214","quarterbacks",2,272,226,100,"ungram","pl","pl","6"
"261571","BAKER","g","34","214","who",3,272,283,100,"ungram","pl","pl","6"
"261572","BAKER","g","34","214","the",4,272,309,100,"ungram","pl","pl","6"
"261573","BAKER","g","34","214","recruiters",5,272,275,100,"ungram","pl","pl","6"
"261574","BAKER","g","34","214","watches",6,272,313,100,"ungram","pl","pl","6"
"261575","BAKER","g","34","214","from",7,272,708,100,"ungram","pl","pl","6"
"261576","BAKER","g","34","214","the",8,272,690,100,"ungram","pl","pl","6"
"261577","BAKER","g","34","214","bleachers",9,272,506,100,"ungram","pl","pl","6"
"261578","BAKER","g","34","214","every",10,272,381,100,"ungram","pl","pl","6"
"261579","BAKER","g","34","214","weekend",11,272,654,100,"ungram","pl","pl","6"
"261580","BAKER","g","34","214","might",12,272,390,100,"ungram","pl","pl","6"
"261581","BAKER","g","34","214","win",13,272,431,100,"ungram","pl","pl","6"
"261582","BAKER","g","34","214","lucrative",14,272,521,100,"ungram","pl","pl","6"
"261583","BAKER","g","34","214","contracts.",15,272,1190,100,"ungram","pl","pl","6"
"261685","BAKER","e","40","214","The",1,279,324,100,"gram","pl","sg","6"
"261686","BAKER","e","40","214","translators",2,279,497,100,"gram","pl","sg","6"
"261687","BAKER","e","40","214","who",3,279,321,100,"gram","pl","sg","6"
"261688","BAKER","e","40","214","the",4,279,239,100,"gram","pl","sg","6"
"261689","BAKER","e","40","214","diplomat",5,279,202,100,"gram","pl","sg","6"
"261690","BAKER","e","40","214","needs",6,279,210,100,"gram","pl","sg","6"
"261691","BAKER","e","40","214","for",7,279,212,100,"gram","pl","sg","6"
"261692","BAKER","e","40","214","communication",8,279,191,100,"gram","pl","sg","6"
"261693","BAKER","e","40","214","were",9,279,407,100,"gram","pl","sg","6"
"261694","BAKER","e","40","214","working",10,279,192,100,"gram","pl","sg","6"
"261695","BAKER","e","40","214","furiously",11,279,171,100,"gram","pl","sg","6"
"261696","BAKER","e","40","214","to",12,279,482,100,"gram","pl","sg","6"
"261697","BAKER","e","40","214","facilitate",13,279,285,100,"gram","pl","sg","6"
"261698","BAKER","e","40","214","peace",14,279,485,100,"gram","pl","sg","6"
"261699","BAKER","e","40","214","talks.",15,279,457,100,"gram","pl","sg","6"
"261764","BAKER","h","43","214","The",1,283,251,100,"gram","pl","pl","6"
"261765","BAKER","h","43","214","bartenders",2,283,308,100,"gram","pl","pl","6"
"261766","BAKER","h","43","214","who",3,283,265,100,"gram","pl","pl","6"
"261767","BAKER","h","43","214","the",4,283,229,100,"gram","pl","pl","6"
"261768","BAKER","h","43","214","patrons",5,283,232,100,"gram","pl","pl","6"
"261769","BAKER","h","43","214","gossip",6,283,289,100,"gram","pl","pl","6"
"261770","BAKER","h","43","214","with",7,283,305,100,"gram","pl","pl","6"
"261771","BAKER","h","43","214","after",8,283,243,100,"gram","pl","pl","6"
"261772","BAKER","h","43","214","work",9,283,221,100,"gram","pl","pl","6"
"261773","BAKER","h","43","214","always",10,283,254,100,"gram","pl","pl","6"
"261774","BAKER","h","43","214","have",11,283,225,100,"gram","pl","pl","6"
"261775","BAKER","h","43","214","new",12,283,212,100,"gram","pl","pl","6"
"261776","BAKER","h","43","214","stories",13,283,193,100,"gram","pl","pl","6"
"261777","BAKER","h","43","214","to",14,283,285,100,"gram","pl","pl","6"
"261778","BAKER","h","43","214","tell.",15,283,237,100,"gram","pl","pl","6"
"261820","BAKER","a","4","214","The",1,287,189,100,"gram","sg","sg","6"
"261821","BAKER","a","4","214","player",2,287,184,100,"gram","sg","sg","6"
"261822","BAKER","a","4","214","who",3,287,220,100,"gram","sg","sg","6"
"261823","BAKER","a","4","214","the",4,287,217,100,"gram","sg","sg","6"
"261824","BAKER","a","4","214","coach",5,287,184,100,"gram","sg","sg","6"
"261825","BAKER","a","4","214","likes",6,287,172,100,"gram","sg","sg","6"
"261826","BAKER","a","4","214","the",7,287,180,100,"gram","sg","sg","6"
"261827","BAKER","a","4","214","best",8,287,175,100,"gram","sg","sg","6"
"261828","BAKER","a","4","214","is",9,287,183,100,"gram","sg","sg","6"
"261829","BAKER","a","4","214","the",10,287,353,100,"gram","sg","sg","6"
"261830","BAKER","a","4","214","one",11,287,191,100,"gram","sg","sg","6"
"261831","BAKER","a","4","214","who",12,287,144,100,"gram","sg","sg","6"
"261832","BAKER","a","4","214","always",13,287,289,100,"gram","sg","sg","6"
"261833","BAKER","a","4","214","gets",14,287,249,100,"gram","sg","sg","6"
"261834","BAKER","a","4","214","to",15,287,236,100,"gram","sg","sg","6"
"261835","BAKER","a","4","214","practice",16,287,281,100,"gram","sg","sg","6"
"261836","BAKER","a","4","214","on",17,287,393,100,"gram","sg","sg","6"
"261837","BAKER","a","4","214","time.",18,287,364,100,"gram","sg","sg","6"
"261854","BAKER","d","7","214","The",1,289,295,100,"gram","sg","pl","6"
"261855","BAKER","d","7","214","accountant",2,289,278,100,"gram","sg","pl","6"
"261856","BAKER","d","7","214","who",3,289,308,100,"gram","sg","pl","6"
"261857","BAKER","d","7","214","the",4,289,262,100,"gram","sg","pl","6"
"261858","BAKER","d","7","214","administrators",5,289,224,100,"gram","sg","pl","6"
"261859","BAKER","d","7","214","depend",6,289,989,100,"gram","sg","pl","6"
"261860","BAKER","d","7","214","on",7,289,313,100,"gram","sg","pl","6"
"261861","BAKER","d","7","214","to",8,289,252,100,"gram","sg","pl","6"
"261862","BAKER","d","7","214","balance",9,289,756,100,"gram","sg","pl","6"
"261863","BAKER","d","7","214","the",10,289,383,100,"gram","sg","pl","6"
"261864","BAKER","d","7","214","books",11,289,455,100,"gram","sg","pl","6"
"261865","BAKER","d","7","214","is",12,289,818,100,"gram","sg","pl","6"
"261866","BAKER","d","7","214","very",13,289,233,100,"gram","sg","pl","6"
"261867","BAKER","d","7","214","well",14,289,279,100,"gram","sg","pl","6"
"261868","BAKER","d","7","214","paid.",15,289,378,100,"gram","sg","pl","6"
"262154","BAKER","b","4","215","The",1,12,294,100,"ungram","sg","sg","7"
"262155","BAKER","b","4","215","player",2,12,284,100,"ungram","sg","sg","7"
"262156","BAKER","b","4","215","who",3,12,368,100,"ungram","sg","sg","7"
"262157","BAKER","b","4","215","the",4,12,313,100,"ungram","sg","sg","7"
"262158","BAKER","b","4","215","coach",5,12,371,100,"ungram","sg","sg","7"
"262159","BAKER","b","4","215","like",6,12,406,100,"ungram","sg","sg","7"
"262160","BAKER","b","4","215","the",7,12,1001,100,"ungram","sg","sg","7"
"262161","BAKER","b","4","215","best",8,12,578,100,"ungram","sg","sg","7"
"262162","BAKER","b","4","215","is",9,12,553,100,"ungram","sg","sg","7"
"262163","BAKER","b","4","215","the",10,12,405,100,"ungram","sg","sg","7"
"262164","BAKER","b","4","215","one",11,12,347,100,"ungram","sg","sg","7"
"262165","BAKER","b","4","215","who",12,12,476,100,"ungram","sg","sg","7"
"262166","BAKER","b","4","215","always",13,12,365,100,"ungram","sg","sg","7"
"262167","BAKER","b","4","215","gets",14,12,358,100,"ungram","sg","sg","7"
"262168","BAKER","b","4","215","to",15,12,378,100,"ungram","sg","sg","7"
"262169","BAKER","b","4","215","practice",216,12,420,100,"ungram","sg","sg","7"
"262170","BAKER","b","4","215","on",17,12,345,100,"ungram","sg","sg","7"
"262171","BAKER","b","4","215","time.",18,12,491,100,"ungram","sg","sg","7"
"262280","BAKER","d","38","215","The",1,20,267,100,"gram","sg","pl","7"
"262281","BAKER","d","38","215","student",2,20,268,100,"gram","sg","pl","7"
"262282","BAKER","d","38","215","who",3,20,286,100,"gram","sg","pl","7"
"262283","BAKER","d","38","215","the",4,20,330,100,"gram","sg","pl","7"
"262284","BAKER","d","38","215","bullies",5,20,314,100,"gram","sg","pl","7"
"262285","BAKER","d","38","215","tease",6,20,357,100,"gram","sg","pl","7"
"262286","BAKER","d","38","215","during",7,20,338,100,"gram","sg","pl","7"
"262287","BAKER","d","38","215","lunch",8,20,355,100,"gram","sg","pl","7"
"262288","BAKER","d","38","215","is",9,20,351,100,"gram","sg","pl","7"
"262289","BAKER","d","38","215","too",10,20,347,100,"gram","sg","pl","7"
"262290","BAKER","d","38","215","afraid",11,20,383,100,"gram","sg","pl","7"
"262291","BAKER","d","38","215","to",12,20,378,100,"gram","sg","pl","7"
"262292","BAKER","d","38","215","tell",13,20,402,100,"gram","sg","pl","7"
"262293","BAKER","d","38","215","the",14,20,360,100,"gram","sg","pl","7"
"262294","BAKER","d","38","215","teachers.",15,20,1294,100,"gram","sg","pl","7"
"262443","BAKER","h","18","215","The",1,30,261,100,"gram","pl","pl","7"
"262444","BAKER","h","18","215","tenants",2,30,279,100,"gram","pl","pl","7"
"262445","BAKER","h","18","215","who",3,30,257,100,"gram","pl","pl","7"
"262446","BAKER","h","18","215","the",4,30,273,100,"gram","pl","pl","7"
"262447","BAKER","h","18","215","landlords",5,30,322,100,"gram","pl","pl","7"
"262448","BAKER","h","18","215","strongly",6,30,305,100,"gram","pl","pl","7"
"262449","BAKER","h","18","215","disapprove",7,30,347,100,"gram","pl","pl","7"
"262450","BAKER","h","18","215","of",8,30,387,100,"gram","pl","pl","7"
"262451","BAKER","h","18","215","stay",9,30,326,100,"gram","pl","pl","7"
"262452","BAKER","h","18","215","out",10,30,343,100,"gram","pl","pl","7"
"262453","BAKER","h","18","215","late",11,30,255,100,"gram","pl","pl","7"
"262454","BAKER","h","18","215","on",12,30,283,100,"gram","pl","pl","7"
"262455","BAKER","h","18","215","weekends",13,30,303,100,"gram","pl","pl","7"
"262456","BAKER","h","18","215","and",14,30,307,100,"gram","pl","pl","7"
"262457","BAKER","h","18","215","never",15,30,301,100,"gram","pl","pl","7"
"262458","BAKER","h","18","215","mow",16,30,289,100,"gram","pl","pl","7"
"262459","BAKER","h","18","215","their",17,30,324,100,"gram","pl","pl","7"
"262460","BAKER","h","18","215","lawn.",18,30,404,100,"gram","pl","pl","7"
"262544","BAKER","d","6","215","The",1,36,344,100,"gram","sg","pl","7"
"262545","BAKER","d","6","215","teenager",2,36,377,100,"gram","sg","pl","7"
"262546","BAKER","d","6","215","who",3,36,361,100,"gram","sg","pl","7"
"262547","BAKER","d","6","215","the",4,36,313,100,"gram","sg","pl","7"
"262548","BAKER","d","6","215","farmers",5,36,342,100,"gram","sg","pl","7"
"262549","BAKER","d","6","215","hire",6,36,530,100,"gram","sg","pl","7"
"262550","BAKER","d","6","215","to",7,36,327,100,"gram","sg","pl","7"
"262551","BAKER","d","6","215","pick",8,36,360,100,"gram","sg","pl","7"
"262552","BAKER","d","6","215","fruit",9,36,347,100,"gram","sg","pl","7"
"262553","BAKER","d","6","215","every",10,36,356,100,"gram","sg","pl","7"
"262554","BAKER","d","6","215","summer",11,36,379,100,"gram","sg","pl","7"
"262555","BAKER","d","6","215","usually",12,36,462,100,"gram","sg","pl","7"
"262556","BAKER","d","6","215","works",13,36,448,100,"gram","sg","pl","7"
"262557","BAKER","d","6","215","pretty",14,36,445,100,"gram","sg","pl","7"
"262558","BAKER","d","6","215","hard.",15,36,1200,100,"gram","sg","pl","7"
"262798","BAKER","b","36","215","The",1,52,261,100,"ungram","sg","sg","7"
"262799","BAKER","b","36","215","bricklayer",2,52,332,100,"ungram","sg","sg","7"
"262800","BAKER","b","36","215","who",3,52,364,100,"ungram","sg","sg","7"
"262801","BAKER","b","36","215","the",4,52,370,100,"ungram","sg","sg","7"
"262802","BAKER","b","36","215","contractor",5,52,425,100,"ungram","sg","sg","7"
"262803","BAKER","b","36","215","assign",6,52,402,100,"ungram","sg","sg","7"
"262804","BAKER","b","36","215","to",7,52,890,100,"ungram","sg","sg","7"
"262805","BAKER","b","36","215","important",8,52,475,100,"ungram","sg","sg","7"
"262806","BAKER","b","36","215","projects",9,52,374,100,"ungram","sg","sg","7"
"262807","BAKER","b","36","215","often",10,52,393,100,"ungram","sg","sg","7"
"262808","BAKER","b","36","215","doesn't",11,52,425,100,"ungram","sg","sg","7"
"262809","BAKER","b","36","215","show",12,52,504,100,"ungram","sg","sg","7"
"262810","BAKER","b","36","215","up",13,52,553,100,"ungram","sg","sg","7"
"262811","BAKER","b","36","215","on",14,52,318,100,"ungram","sg","sg","7"
"262812","BAKER","b","36","215","time.",15,52,742,100,"ungram","sg","sg","7"
"262910","BAKER","f","40","215","The",1,58,315,100,"ungram","pl","sg","7"
"262911","BAKER","f","40","215","translators",2,58,321,100,"ungram","pl","sg","7"
"262912","BAKER","f","40","215","who",3,58,345,100,"ungram","pl","sg","7"
"262913","BAKER","f","40","215","the",4,58,323,100,"ungram","pl","sg","7"
"262914","BAKER","f","40","215","diplomat",5,58,352,100,"ungram","pl","sg","7"
"262915","BAKER","f","40","215","need",6,58,602,100,"ungram","pl","sg","7"
"262916","BAKER","f","40","215","for",7,58,437,100,"ungram","pl","sg","7"
"262917","BAKER","f","40","215","communication",8,58,499,100,"ungram","pl","sg","7"
"262918","BAKER","f","40","215","were",9,58,449,100,"ungram","pl","sg","7"
"262919","BAKER","f","40","215","working",10,58,313,100,"ungram","pl","sg","7"
"262920","BAKER","f","40","215","furiously",11,58,268,100,"ungram","pl","sg","7"
"262921","BAKER","f","40","215","to",12,58,333,100,"ungram","pl","sg","7"
"262922","BAKER","f","40","215","facilitate",13,58,247,100,"ungram","pl","sg","7"
"262923","BAKER","f","40","215","peace",14,58,369,100,"ungram","pl","sg","7"
"262924","BAKER","f","40","215","talks.",15,58,314,100,"ungram","pl","sg","7"
"262982","BAKER","a","3","215","The",1,62,325,100,"gram","sg","sg","7"
"262983","BAKER","a","3","215","volunteer",2,62,326,100,"gram","sg","sg","7"
"262984","BAKER","a","3","215","who",3,62,330,100,"gram","sg","sg","7"
"262985","BAKER","a","3","215","the",4,62,870,100,"gram","sg","sg","7"
"262986","BAKER","a","3","215","director",5,62,622,100,"gram","sg","sg","7"
"262987","BAKER","a","3","215","relies",6,62,1365,100,"gram","sg","sg","7"
"262988","BAKER","a","3","215","on",7,62,385,100,"gram","sg","sg","7"
"262989","BAKER","a","3","215","completely",8,62,375,100,"gram","sg","sg","7"
"262990","BAKER","a","3","215","is",9,62,398,100,"gram","sg","sg","7"
"262991","BAKER","a","3","215","dedicated",10,62,295,100,"gram","sg","sg","7"
"262992","BAKER","a","3","215","to",11,62,495,100,"gram","sg","sg","7"
"262993","BAKER","a","3","215","her",12,62,322,100,"gram","sg","sg","7"
"262994","BAKER","a","3","215","work.",13,62,350,100,"gram","sg","sg","7"
"263091","BAKER","f","8","215","The",1,68,248,100,"ungram","pl","sg","7"
"263092","BAKER","f","8","215","colleagues",2,68,307,100,"ungram","pl","sg","7"
"263093","BAKER","f","8","215","who",3,68,256,100,"ungram","pl","sg","7"
"263094","BAKER","f","8","215","the",4,68,310,100,"ungram","pl","sg","7"
"263095","BAKER","f","8","215","researcher",5,68,244,100,"ungram","pl","sg","7"
"263096","BAKER","f","8","215","spend",6,68,265,100,"ungram","pl","sg","7"
"263097","BAKER","f","8","215","the",7,68,310,100,"ungram","pl","sg","7"
"263098","BAKER","f","8","215","most",8,68,282,100,"ungram","pl","sg","7"
"263099","BAKER","f","8","215","time",9,68,373,100,"ungram","pl","sg","7"
"263100","BAKER","f","8","215","with",10,68,300,100,"ungram","pl","sg","7"
"263101","BAKER","f","8","215","come",11,68,301,100,"ungram","pl","sg","7"
"263102","BAKER","f","8","215","up",12,68,267,100,"ungram","pl","sg","7"
"263103","BAKER","f","8","215","with",13,68,307,100,"ungram","pl","sg","7"
"263104","BAKER","f","8","215","crazy",14,68,545,100,"ungram","pl","sg","7"
"263105","BAKER","f","8","215","but",15,68,267,100,"ungram","pl","sg","7"
"263106","BAKER","f","8","215","inventive",16,68,324,100,"ungram","pl","sg","7"
"263107","BAKER","f","8","215","ideas.",17,68,304,100,"ungram","pl","sg","7"
"263130","BAKER","e","31","215","The",1,70,236,100,"gram","pl","sg","7"
"263131","BAKER","e","31","215","cowboys",2,70,317,100,"gram","pl","sg","7"
"263132","BAKER","e","31","215","who",3,70,252,100,"gram","pl","sg","7"
"263133","BAKER","e","31","215","the",4,70,306,100,"gram","pl","sg","7"
"263134","BAKER","e","31","215","rancher",5,70,322,100,"gram","pl","sg","7"
"263135","BAKER","e","31","215","likes",6,70,314,100,"gram","pl","sg","7"
"263136","BAKER","e","31","215","the",7,70,330,100,"gram","pl","sg","7"
"263137","BAKER","e","31","215","most",8,70,310,100,"gram","pl","sg","7"
"263138","BAKER","e","31","215","have",9,70,326,100,"gram","pl","sg","7"
"263139","BAKER","e","31","215","thirty",10,70,347,100,"gram","pl","sg","7"
"263140","BAKER","e","31","215","years",11,70,305,100,"gram","pl","sg","7"
"263141","BAKER","e","31","215","of",12,70,323,100,"gram","pl","sg","7"
"263142","BAKER","e","31","215","experience",13,70,337,100,"gram","pl","sg","7"
"263143","BAKER","e","31","215","on",14,70,313,100,"gram","pl","sg","7"
"263144","BAKER","e","31","215","the",15,70,323,100,"gram","pl","sg","7"
"263145","BAKER","e","31","215","range.",16,70,326,100,"gram","pl","sg","7"
"263206","BAKER","c","5","215","The",1,74,328,100,"ungram","sg","pl","7"
"263207","BAKER","c","5","215","runner",2,74,248,100,"ungram","sg","pl","7"
"263208","BAKER","c","5","215","who",3,74,281,100,"ungram","sg","pl","7"
"263209","BAKER","c","5","215","the",4,74,301,100,"ungram","sg","pl","7"
"263210","BAKER","c","5","215","drivers",5,74,293,100,"ungram","sg","pl","7"
"263211","BAKER","c","5","215","sees",6,74,322,100,"ungram","sg","pl","7"
"263212","BAKER","c","5","215","during",7,74,300,100,"ungram","sg","pl","7"
"263213","BAKER","c","5","215","the",8,74,330,100,"ungram","sg","pl","7"
"263214","BAKER","c","5","215","commute",9,74,341,100,"ungram","sg","pl","7"
"263215","BAKER","c","5","215","every",10,74,325,100,"ungram","sg","pl","7"
"263216","BAKER","c","5","215","morning",11,74,341,100,"ungram","sg","pl","7"
"263217","BAKER","c","5","215","always",12,74,322,100,"ungram","sg","pl","7"
"263218","BAKER","c","5","215","waves",13,74,281,100,"ungram","sg","pl","7"
"263219","BAKER","c","5","215","to",14,74,368,100,"ungram","sg","pl","7"
"263220","BAKER","c","5","215","say",15,74,244,100,"ungram","sg","pl","7"
"263221","BAKER","c","5","215","hi.",16,74,371,100,"ungram","sg","pl","7"
"263264","BAKER","b","28","215","The",1,78,263,100,"ungram","sg","sg","7"
"263265","BAKER","b","28","215","news",2,78,285,100,"ungram","sg","sg","7"
"263266","BAKER","b","28","215","anchor",3,78,261,100,"ungram","sg","sg","7"
"263267","BAKER","b","28","215","who",4,78,303,100,"ungram","sg","sg","7"
"263268","BAKER","b","28","215","the",5,78,282,100,"ungram","sg","sg","7"
"263269","BAKER","b","28","215","viewer",6,78,275,100,"ungram","sg","sg","7"
"263270","BAKER","b","28","215","trust",7,78,294,100,"ungram","sg","sg","7"
"263271","BAKER","b","28","215","the",8,78,298,100,"ungram","sg","sg","7"
"263272","BAKER","b","28","215","most",9,78,338,100,"ungram","sg","sg","7"
"263273","BAKER","b","28","215","has",10,78,290,100,"ungram","sg","sg","7"
"263274","BAKER","b","28","215","a",11,78,286,100,"ungram","sg","sg","7"
"263275","BAKER","b","28","215","slick",12,78,294,100,"ungram","sg","sg","7"
"263276","BAKER","b","28","215","hairstyle.",13,78,371,100,"ungram","sg","sg","7"
"263425","BAKER","a","19","215","The",1,88,298,100,"gram","sg","sg","7"
"263426","BAKER","a","19","215","comedian",2,88,314,100,"gram","sg","sg","7"
"263427","BAKER","a","19","215","who",3,88,313,100,"gram","sg","sg","7"
"263428","BAKER","a","19","215","the",4,88,338,100,"gram","sg","sg","7"
"263429","BAKER","a","19","215","prisoner",5,88,292,100,"gram","sg","sg","7"
"263430","BAKER","a","19","215","finds",6,88,369,100,"gram","sg","sg","7"
"263431","BAKER","a","19","215","so",7,88,316,100,"gram","sg","sg","7"
"263432","BAKER","a","19","215","entertaining",8,88,309,100,"gram","sg","sg","7"
"263433","BAKER","a","19","215","can",9,88,380,100,"gram","sg","sg","7"
"263434","BAKER","a","19","215","find",10,88,489,100,"gram","sg","sg","7"
"263435","BAKER","a","19","215","humor",11,88,854,100,"gram","sg","sg","7"
"263436","BAKER","a","19","215","in",12,88,287,100,"gram","sg","sg","7"
"263437","BAKER","a","19","215","the",13,88,266,100,"gram","sg","sg","7"
"263438","BAKER","a","19","215","worst",14,88,241,100,"gram","sg","sg","7"
"263439","BAKER","a","19","215","situations.",15,88,333,100,"gram","sg","sg","7"
"263522","BAKER","d","46","215","The",1,94,294,100,"gram","sg","pl","7"
"263523","BAKER","d","46","215","heiress",2,94,496,100,"gram","sg","pl","7"
"263524","BAKER","d","46","215","who",3,94,347,100,"gram","sg","pl","7"
"263525","BAKER","d","46","215","the",4,94,315,100,"gram","sg","pl","7"
"263526","BAKER","d","46","215","bachelors",5,94,334,100,"gram","sg","pl","7"
"263527","BAKER","d","46","215","pursue",6,94,335,100,"gram","sg","pl","7"
"263528","BAKER","d","46","215","so",7,94,395,100,"gram","sg","pl","7"
