"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","rchead","rcsubj","List"
"222","BAKER","h","48","1","The",1,12,247,100,"gram","pl","pl","1"
"223","BAKER","h","48","1","actresses",2,12,279,100,"gram","pl","pl","1"
"224","BAKER","h","48","1","who",3,12,291,100,"gram","pl","pl","1"
"225","BAKER","h","48","1","the",4,12,286,100,"gram","pl","pl","1"
"226","BAKER","h","48","1","designers",5,12,347,100,"gram","pl","pl","1"
"227","BAKER","h","48","1","create",6,12,293,100,"gram","pl","pl","1"
"228","BAKER","h","48","1","award",7,12,323,100,"gram","pl","pl","1"
"229","BAKER","h","48","1","show",8,12,338,100,"gram","pl","pl","1"
"230","BAKER","h","48","1","dresses",9,12,339,100,"gram","pl","pl","1"
"231","BAKER","h","48","1","for",10,12,320,100,"gram","pl","pl","1"
"232","BAKER","h","48","1","are",11,12,275,100,"gram","pl","pl","1"
"233","BAKER","h","48","1","extremely",12,12,255,100,"gram","pl","pl","1"
"234","BAKER","h","48","1","fickle",13,12,239,100,"gram","pl","pl","1"
"235","BAKER","h","48","1","and",14,12,391,100,"gram","pl","pl","1"
"236","BAKER","h","48","1","demanding.",15,12,340,100,"gram","pl","pl","1"
"358","BAKER","b","34","1","The",1,20,251,100,"ungram","sg","sg","1"
"359","BAKER","b","34","1","quarterback",2,20,221,100,"ungram","sg","sg","1"
"360","BAKER","b","34","1","who",3,20,278,100,"ungram","sg","sg","1"
"361","BAKER","b","34","1","the",4,20,246,100,"ungram","sg","sg","1"
"362","BAKER","b","34","1","recruiter",5,20,250,100,"ungram","sg","sg","1"
"363","BAKER","b","34","1","watch",6,20,267,100,"ungram","sg","sg","1"
"364","BAKER","b","34","1","from",7,20,393,100,"ungram","sg","sg","1"
"365","BAKER","b","34","1","the",8,20,245,100,"ungram","sg","sg","1"
"366","BAKER","b","34","1","bleachers",9,20,243,100,"ungram","sg","sg","1"
"367","BAKER","b","34","1","every",10,20,305,100,"ungram","sg","sg","1"
"368","BAKER","b","34","1","weekend",11,20,249,100,"ungram","sg","sg","1"
"369","BAKER","b","34","1","might",12,20,262,100,"ungram","sg","sg","1"
"370","BAKER","b","34","1","win",13,20,265,100,"ungram","sg","sg","1"
"371","BAKER","b","34","1","a",14,20,302,100,"ungram","sg","sg","1"
"372","BAKER","b","34","1","lucrative",15,20,336,100,"ungram","sg","sg","1"
"373","BAKER","b","34","1","contract.",16,20,503,100,"ungram","sg","sg","1"
"428","BAKER","c","35","1","The",1,24,265,100,"ungram","sg","pl","1"
"429","BAKER","c","35","1","caterer",2,24,246,100,"ungram","sg","pl","1"
"430","BAKER","c","35","1","who",3,24,299,100,"ungram","sg","pl","1"
"431","BAKER","c","35","1","the",4,24,275,100,"ungram","sg","pl","1"
"432","BAKER","c","35","1","hostesses",5,24,264,100,"ungram","sg","pl","1"
"433","BAKER","c","35","1","recommends",6,24,254,100,"ungram","sg","pl","1"
"434","BAKER","c","35","1","to",7,24,446,100,"ungram","sg","pl","1"
"435","BAKER","c","35","1","her",8,24,271,100,"ungram","sg","pl","1"
"436","BAKER","c","35","1","friends",9,24,255,100,"ungram","sg","pl","1"
"437","BAKER","c","35","1","is",10,24,275,100,"ungram","sg","pl","1"
"438","BAKER","c","35","1","excellent",11,24,230,100,"ungram","sg","pl","1"
"439","BAKER","c","35","1","but",12,24,234,100,"ungram","sg","pl","1"
"440","BAKER","c","35","1","outrageously",13,24,221,100,"ungram","sg","pl","1"
"441","BAKER","c","35","1","expensive.",14,24,333,100,"ungram","sg","pl","1"
"500","BAKER","d","28","1","The",1,29,263,100,"gram","sg","pl","1"
"501","BAKER","d","28","1","news",2,29,247,100,"gram","sg","pl","1"
"502","BAKER","d","28","1","anchor",3,29,279,100,"gram","sg","pl","1"
"503","BAKER","d","28","1","who",4,29,274,100,"gram","sg","pl","1"
"504","BAKER","d","28","1","the",5,29,226,100,"gram","sg","pl","1"
"505","BAKER","d","28","1","loyal_viewers",6,29,242,100,"gram","sg","pl","1"
"506","BAKER","d","28","1","trust",7,29,262,100,"gram","sg","pl","1"
"507","BAKER","d","28","1","the",8,29,326,100,"gram","sg","pl","1"
"508","BAKER","d","28","1","most",9,29,292,100,"gram","sg","pl","1"
"509","BAKER","d","28","1","has",10,29,263,100,"gram","sg","pl","1"
"510","BAKER","d","28","1","a",11,29,263,100,"gram","sg","pl","1"
"511","BAKER","d","28","1","slick",12,29,262,100,"gram","sg","pl","1"
"512","BAKER","d","28","1","hairstyle.",13,29,288,100,"gram","sg","pl","1"
"594","BAKER","b","10","1","The",1,35,255,100,"ungram","sg","sg","1"
"595","BAKER","b","10","1","customer",2,35,266,100,"ungram","sg","sg","1"
"596","BAKER","b","10","1","who",3,35,246,100,"ungram","sg","sg","1"
"597","BAKER","b","10","1","the",4,35,276,100,"ungram","sg","sg","1"
"598","BAKER","b","10","1","waitress",5,35,245,100,"ungram","sg","sg","1"
"599","BAKER","b","10","1","hate",6,35,257,100,"ungram","sg","sg","1"
"600","BAKER","b","10","1","the",7,35,237,100,"ungram","sg","sg","1"
"601","BAKER","b","10","1","most",8,35,277,100,"ungram","sg","sg","1"
"602","BAKER","b","10","1","is",9,35,283,100,"ungram","sg","sg","1"
"603","BAKER","b","10","1","the",10,35,244,100,"ungram","sg","sg","1"
"604","BAKER","b","10","1","one",11,35,245,100,"ungram","sg","sg","1"
"605","BAKER","b","10","1","who",12,35,252,100,"ungram","sg","sg","1"
"606","BAKER","b","10","1","complains",13,35,249,100,"ungram","sg","sg","1"
"607","BAKER","b","10","1","about",14,35,265,100,"ungram","sg","sg","1"
"608","BAKER","b","10","1","everything",15,35,232,100,"ungram","sg","sg","1"
"609","BAKER","b","10","1","and",16,35,256,100,"ungram","sg","sg","1"
"610","BAKER","b","10","1","leaves",17,35,262,100,"ungram","sg","sg","1"
"611","BAKER","b","10","1","a",18,35,265,100,"ungram","sg","sg","1"
"612","BAKER","b","10","1","lousy",19,35,251,100,"ungram","sg","sg","1"
"613","BAKER","b","10","1","tip.",20,35,209,100,"ungram","sg","sg","1"
"683","BAKER","g","31","1","The",1,40,289,100,"ungram","pl","pl","1"
"684","BAKER","g","31","1","cowboys",2,40,254,100,"ungram","pl","pl","1"
"685","BAKER","g","31","1","who",3,40,259,100,"ungram","pl","pl","1"
"686","BAKER","g","31","1","the",4,40,261,100,"ungram","pl","pl","1"
"687","BAKER","g","31","1","ranchers",5,40,229,100,"ungram","pl","pl","1"
"688","BAKER","g","31","1","likes",6,40,221,100,"ungram","pl","pl","1"
"689","BAKER","g","31","1","the",7,40,234,100,"ungram","pl","pl","1"
"690","BAKER","g","31","1","most",8,40,245,100,"ungram","pl","pl","1"
"691","BAKER","g","31","1","have",9,40,258,100,"ungram","pl","pl","1"
"692","BAKER","g","31","1","thirty",10,40,213,100,"ungram","pl","pl","1"
"693","BAKER","g","31","1","years",11,40,271,100,"ungram","pl","pl","1"
"694","BAKER","g","31","1","of",12,40,242,100,"ungram","pl","pl","1"
"695","BAKER","g","31","1","experience",13,40,246,100,"ungram","pl","pl","1"
"696","BAKER","g","31","1","on",14,40,242,100,"ungram","pl","pl","1"
"697","BAKER","g","31","1","the",15,40,239,100,"ungram","pl","pl","1"
"698","BAKER","g","31","1","range.",16,40,398,100,"ungram","pl","pl","1"
"789","BAKER","e","37","1","The",1,46,234,100,"gram","pl","sg","1"
"790","BAKER","e","37","1","surgeons",2,46,286,100,"gram","pl","sg","1"
"791","BAKER","e","37","1","who",3,46,217,100,"gram","pl","sg","1"
"792","BAKER","e","37","1","the",4,46,243,100,"gram","pl","sg","1"
"793","BAKER","e","37","1","nurse",5,46,242,100,"gram","pl","sg","1"
"794","BAKER","e","37","1","prefers",6,46,242,100,"gram","pl","sg","1"
"795","BAKER","e","37","1","to",7,46,287,100,"gram","pl","sg","1"
"796","BAKER","e","37","1","work",8,46,233,100,"gram","pl","sg","1"
"797","BAKER","e","37","1","with",9,46,226,100,"gram","pl","sg","1"
"798","BAKER","e","37","1","have",10,46,262,100,"gram","pl","sg","1"
"799","BAKER","e","37","1","impeccable",11,46,393,100,"gram","pl","sg","1"
"800","BAKER","e","37","1","records",12,46,248,100,"gram","pl","sg","1"
"801","BAKER","e","37","1","in",13,46,295,100,"gram","pl","sg","1"
"802","BAKER","e","37","1","the",14,46,237,100,"gram","pl","sg","1"
"803","BAKER","e","37","1","operating",15,46,234,100,"gram","pl","sg","1"
"804","BAKER","e","37","1","room.",16,46,259,100,"gram","pl","sg","1"
"859","BAKER","e","29","1","The",1,50,252,100,"gram","pl","sg","1"
"860","BAKER","e","29","1","journalists",2,50,247,100,"gram","pl","sg","1"
"861","BAKER","e","29","1","who",3,50,238,100,"gram","pl","sg","1"
"862","BAKER","e","29","1","the",4,50,268,100,"gram","pl","sg","1"
"863","BAKER","e","29","1","editor",5,50,267,100,"gram","pl","sg","1"
"864","BAKER","e","29","1","appreciates",6,50,223,100,"gram","pl","sg","1"
"865","BAKER","e","29","1","the",7,50,242,100,"gram","pl","sg","1"
"866","BAKER","e","29","1","most",8,50,289,100,"gram","pl","sg","1"
"867","BAKER","e","29","1","always",9,50,239,100,"gram","pl","sg","1"
"868","BAKER","e","29","1","turn",10,50,238,100,"gram","pl","sg","1"
"869","BAKER","e","29","1","their",11,50,224,100,"gram","pl","sg","1"
"870","BAKER","e","29","1","stories",12,50,223,100,"gram","pl","sg","1"
"871","BAKER","e","29","1","in",13,50,228,100,"gram","pl","sg","1"
"872","BAKER","e","29","1","promptly.",14,50,318,100,"gram","pl","sg","1"
"1027","BAKER","e","13","1","The",1,60,240,100,"gram","pl","sg","1"
"1028","BAKER","e","13","1","publicists",2,60,221,100,"gram","pl","sg","1"
"1029","BAKER","e","13","1","who",3,60,221,100,"gram","pl","sg","1"
"1030","BAKER","e","13","1","the",4,60,222,100,"gram","pl","sg","1"
"1031","BAKER","e","13","1","politician",5,60,205,100,"gram","pl","sg","1"
"1032","BAKER","e","13","1","hires",6,60,233,100,"gram","pl","sg","1"
"1033","BAKER","e","13","1","during",7,60,221,100,"gram","pl","sg","1"
"1034","BAKER","e","13","1","a",8,60,229,100,"gram","pl","sg","1"
"1035","BAKER","e","13","1","crisis",9,60,230,100,"gram","pl","sg","1"
"1036","BAKER","e","13","1","are",10,60,296,100,"gram","pl","sg","1"
"1037","BAKER","e","13","1","expected",11,60,247,100,"gram","pl","sg","1"
"1038","BAKER","e","13","1","to",12,60,225,100,"gram","pl","sg","1"
"1039","BAKER","e","13","1","do",13,60,205,100,"gram","pl","sg","1"
"1040","BAKER","e","13","1","damage",14,60,262,100,"gram","pl","sg","1"
"1041","BAKER","e","13","1","control.",15,60,258,100,"gram","pl","sg","1"
"1128","BAKER","f","30","1","The",1,66,270,100,"ungram","pl","sg","1"
"1129","BAKER","f","30","1","skateboarders",2,66,222,100,"ungram","pl","sg","1"
"1130","BAKER","f","30","1","who",3,66,209,100,"ungram","pl","sg","1"
"1131","BAKER","f","30","1","the",4,66,209,100,"ungram","pl","sg","1"
"1132","BAKER","f","30","1","kid",5,66,201,100,"ungram","pl","sg","1"
"1133","BAKER","f","30","1","admire",6,66,224,100,"ungram","pl","sg","1"
"1134","BAKER","f","30","1","passionately",7,66,178,100,"ungram","pl","sg","1"
"1135","BAKER","f","30","1","always",8,66,220,100,"ungram","pl","sg","1"
"1136","BAKER","f","30","1","sign",9,66,239,100,"ungram","pl","sg","1"
"1137","BAKER","f","30","1","autographs",10,66,243,100,"ungram","pl","sg","1"
"1138","BAKER","f","30","1","for",11,66,267,100,"ungram","pl","sg","1"
"1139","BAKER","f","30","1","fans.",12,66,205,100,"ungram","pl","sg","1"
"1194","BAKER","e","5","1","The",1,70,278,0,"gram","pl","sg","1"
"1195","BAKER","e","5","1","runners",2,70,238,0,"gram","pl","sg","1"
"1196","BAKER","e","5","1","who",3,70,254,0,"gram","pl","sg","1"
"1197","BAKER","e","5","1","the",4,70,230,0,"gram","pl","sg","1"
"1198","BAKER","e","5","1","driver",5,70,222,0,"gram","pl","sg","1"
"1199","BAKER","e","5","1","sees",6,70,213,0,"gram","pl","sg","1"
"1200","BAKER","e","5","1","during",7,70,192,0,"gram","pl","sg","1"
"1201","BAKER","e","5","1","the",8,70,222,0,"gram","pl","sg","1"
"1202","BAKER","e","5","1","commute",9,70,217,0,"gram","pl","sg","1"
"1203","BAKER","e","5","1","every",10,70,413,0,"gram","pl","sg","1"
"1204","BAKER","e","5","1","morning",11,70,220,0,"gram","pl","sg","1"
"1205","BAKER","e","5","1","always",12,70,213,0,"gram","pl","sg","1"
"1206","BAKER","e","5","1","wave",13,70,204,0,"gram","pl","sg","1"
"1207","BAKER","e","5","1","to",14,70,213,0,"gram","pl","sg","1"
"1208","BAKER","e","5","1","say",15,70,205,0,"gram","pl","sg","1"
"1209","BAKER","e","5","1","hi.",16,70,408,0,"gram","pl","sg","1"
"1259","BAKER","e","45","1","The",1,74,255,100,"gram","pl","sg","1"
"1260","BAKER","e","45","1","anthropologists",2,74,232,100,"gram","pl","sg","1"
"1261","BAKER","e","45","1","who",3,74,236,100,"gram","pl","sg","1"
"1262","BAKER","e","45","1","the",4,74,217,100,"gram","pl","sg","1"
"1263","BAKER","e","45","1","villager",5,74,195,100,"gram","pl","sg","1"
"1264","BAKER","e","45","1","respects",6,74,423,100,"gram","pl","sg","1"
"1265","BAKER","e","45","1","the",7,74,265,100,"gram","pl","sg","1"
"1266","BAKER","e","45","1","most",8,74,245,100,"gram","pl","sg","1"
"1267","BAKER","e","45","1","have",9,74,221,100,"gram","pl","sg","1"
"1268","BAKER","e","45","1","taken",10,74,217,100,"gram","pl","sg","1"
"1269","BAKER","e","45","1","great",11,74,213,100,"gram","pl","sg","1"
"1270","BAKER","e","45","1","pains",12,74,237,100,"gram","pl","sg","1"
"1271","BAKER","e","45","1","to",13,74,208,100,"gram","pl","sg","1"
"1272","BAKER","e","45","1","learn",14,74,231,100,"gram","pl","sg","1"
"1273","BAKER","e","45","1","the",15,74,230,100,"gram","pl","sg","1"
"1274","BAKER","e","45","1","local",16,74,217,100,"gram","pl","sg","1"
"1275","BAKER","e","45","1","customs.",17,74,212,100,"gram","pl","sg","1"
"1326","BAKER","d","44","1","The",1,78,247,100,"gram","sg","pl","1"
"1327","BAKER","d","44","1","goalie",2,78,230,100,"gram","sg","pl","1"
"1328","BAKER","d","44","1","who",3,78,221,100,"gram","sg","pl","1"
"1329","BAKER","d","44","1","the",4,78,217,100,"gram","sg","pl","1"
"1330","BAKER","d","44","1","fans",5,78,196,100,"gram","sg","pl","1"
"1331","BAKER","d","44","1","hold",6,78,193,100,"gram","sg","pl","1"
"1332","BAKER","d","44","1","the",7,78,222,100,"gram","sg","pl","1"
"1333","BAKER","d","44","1","greatest",8,78,225,100,"gram","sg","pl","1"
"1334","BAKER","d","44","1","confidence",9,78,216,100,"gram","sg","pl","1"
"1335","BAKER","d","44","1","in",10,78,216,100,"gram","sg","pl","1"
"1336","BAKER","d","44","1","is",11,78,212,100,"gram","sg","pl","1"
"1337","BAKER","d","44","1","reliably",12,78,192,100,"gram","sg","pl","1"
"1338","BAKER","d","44","1","calm",13,78,229,100,"gram","sg","pl","1"
"1339","BAKER","d","44","1","under",14,78,212,100,"gram","sg","pl","1"
"1340","BAKER","d","44","1","pressure.",15,78,220,100,"gram","sg","pl","1"
"1415","BAKER","a","33","1","The",1,84,242,100,"gram","sg","sg","1"
"1416","BAKER","a","33","1","chef",2,84,226,100,"gram","sg","sg","1"
"1417","BAKER","a","33","1","who",3,84,248,100,"gram","sg","sg","1"
"1418","BAKER","a","33","1","the",4,84,232,100,"gram","sg","sg","1"
"1419","BAKER","a","33","1","gourmet",5,84,204,100,"gram","sg","sg","1"
"1420","BAKER","a","33","1","visits",6,84,205,100,"gram","sg","sg","1"
"1421","BAKER","a","33","1","regularly",7,84,262,100,"gram","sg","sg","1"
"1422","BAKER","a","33","1","always",8,84,246,100,"gram","sg","sg","1"
"1423","BAKER","a","33","1","comes",9,84,234,100,"gram","sg","sg","1"
"1424","BAKER","a","33","1","up",10,84,254,100,"gram","sg","sg","1"
"1425","BAKER","a","33","1","with",11,84,218,100,"gram","sg","sg","1"
"1426","BAKER","a","33","1","daring",12,84,249,100,"gram","sg","sg","1"
"1427","BAKER","a","33","1","new",13,84,207,100,"gram","sg","sg","1"
"1428","BAKER","a","33","1","recipes.",14,84,212,100,"gram","sg","sg","1"
"1478","BAKER","g","23","1","The",1,88,261,100,"ungram","pl","pl","1"
"1479","BAKER","g","23","1","cheerleaders",2,88,265,100,"ungram","pl","pl","1"
"1480","BAKER","g","23","1","who",3,88,245,100,"ungram","pl","pl","1"
"1481","BAKER","g","23","1","the",4,88,243,100,"ungram","pl","pl","1"
"1482","BAKER","g","23","1","choreographers",5,88,237,100,"ungram","pl","pl","1"
"1483","BAKER","g","23","1","works",6,88,237,100,"ungram","pl","pl","1"
"1484","BAKER","g","23","1","with",7,88,234,100,"ungram","pl","pl","1"
"1485","BAKER","g","23","1","usually",8,88,262,100,"ungram","pl","pl","1"
"1486","BAKER","g","23","1","spend",9,88,250,100,"ungram","pl","pl","1"
"1487","BAKER","g","23","1","all",10,88,257,100,"ungram","pl","pl","1"
"1488","BAKER","g","23","1","year",11,88,237,100,"ungram","pl","pl","1"
"1489","BAKER","g","23","1","training",12,88,257,100,"ungram","pl","pl","1"
"1490","BAKER","g","23","1","for",13,88,259,100,"ungram","pl","pl","1"
"1491","BAKER","g","23","1","the",14,88,206,100,"ungram","pl","pl","1"
"1492","BAKER","g","23","1","national",15,88,245,100,"ungram","pl","pl","1"
"1493","BAKER","g","23","1","competition.",16,88,215,100,"ungram","pl","pl","1"
"1515","BAKER","b","42","1","The",1,90,253,100,"ungram","sg","sg","1"
"1516","BAKER","b","42","1","judge",2,90,238,100,"ungram","sg","sg","1"
"1517","BAKER","b","42","1","who",3,90,225,100,"ungram","sg","sg","1"
"1518","BAKER","b","42","1","the",4,90,201,100,"ungram","sg","sg","1"
"1519","BAKER","b","42","1","criminal",5,90,196,100,"ungram","sg","sg","1"
"1520","BAKER","b","42","1","fear",6,90,205,100,"ungram","sg","sg","1"
"1521","BAKER","b","42","1","the",7,90,221,100,"ungram","sg","sg","1"
"1522","BAKER","b","42","1","most",8,90,209,100,"ungram","sg","sg","1"
"1523","BAKER","b","42","1","hands",9,90,213,100,"ungram","sg","sg","1"
"1524","BAKER","b","42","1","down",10,90,217,100,"ungram","sg","sg","1"
"1525","BAKER","b","42","1","tough",11,90,218,100,"ungram","sg","sg","1"
"1526","BAKER","b","42","1","sentences",12,90,242,100,"ungram","sg","sg","1"
"1527","BAKER","b","42","1","for",13,90,241,100,"ungram","sg","sg","1"
"1528","BAKER","b","42","1","minor",14,90,208,100,"ungram","sg","sg","1"
"1529","BAKER","b","42","1","offenses.",15,90,212,100,"ungram","sg","sg","1"
"1582","BAKER","g","39","1","The",1,94,256,100,"ungram","pl","pl","1"
"1583","BAKER","g","39","1","philosophers",2,94,245,100,"ungram","pl","pl","1"
"1584","BAKER","g","39","1","who",3,94,293,100,"ungram","pl","pl","1"
"1585","BAKER","g","39","1","the",4,94,245,100,"ungram","pl","pl","1"
"1586","BAKER","g","39","1","scientists",5,94,253,100,"ungram","pl","pl","1"
"1587","BAKER","g","39","1","discusses",6,94,251,100,"ungram","pl","pl","1"
"1588","BAKER","g","39","1","during",7,94,284,100,"ungram","pl","pl","1"
"1589","BAKER","g","39","1","the",8,94,260,100,"ungram","pl","pl","1"
"1590","BAKER","g","39","1","radio",9,94,270,100,"ungram","pl","pl","1"
"1591","BAKER","g","39","1","program",10,94,204,100,"ungram","pl","pl","1"
"1592","BAKER","g","39","1","rarely",11,94,247,100,"ungram","pl","pl","1"
"1593","BAKER","g","39","1","express",12,94,217,100,"ungram","pl","pl","1"
"1594","BAKER","g","39","1","their",13,94,246,100,"ungram","pl","pl","1"
"1595","BAKER","g","39","1","ideas",14,94,226,100,"ungram","pl","pl","1"
"1596","BAKER","g","39","1","in",15,94,229,100,"ungram","pl","pl","1"
"1597","BAKER","g","39","1","plain",16,94,220,100,"ungram","pl","pl","1"
"1598","BAKER","g","39","1","language.",17,94,254,100,"ungram","pl","pl","1"
"1615","BAKER","g","7","1","The",1,96,193,100,"ungram","pl","pl","1"
"1616","BAKER","g","7","1","accountants",2,96,200,100,"ungram","pl","pl","1"
"1617","BAKER","g","7","1","who",3,96,240,100,"ungram","pl","pl","1"
"1618","BAKER","g","7","1","the",4,96,254,100,"ungram","pl","pl","1"
"1619","BAKER","g","7","1","administrators",5,96,206,100,"ungram","pl","pl","1"
"1620","BAKER","g","7","1","depends",6,96,275,100,"ungram","pl","pl","1"
"1621","BAKER","g","7","1","on",7,96,209,100,"ungram","pl","pl","1"
"1622","BAKER","g","7","1","to",8,96,266,100,"ungram","pl","pl","1"
"1623","BAKER","g","7","1","balance",9,96,217,100,"ungram","pl","pl","1"
"1624","BAKER","g","7","1","the",10,96,282,100,"ungram","pl","pl","1"
"1625","BAKER","g","7","1","books",11,96,220,100,"ungram","pl","pl","1"
"1626","BAKER","g","7","1","are",12,96,217,100,"ungram","pl","pl","1"
"1627","BAKER","g","7","1","very",13,96,242,100,"ungram","pl","pl","1"
"1628","BAKER","g","7","1","well",14,96,217,100,"ungram","pl","pl","1"
"1629","BAKER","g","7","1","paid.",15,96,221,100,"ungram","pl","pl","1"
"1652","BAKER","a","25","1","The",1,98,251,100,"gram","sg","sg","1"
"1653","BAKER","a","25","1","sculptor",2,98,254,100,"gram","sg","sg","1"
"1654","BAKER","a","25","1","who",3,98,240,100,"gram","sg","sg","1"
"1655","BAKER","a","25","1","the",4,98,208,100,"gram","sg","sg","1"
"1656","BAKER","a","25","1","donor",5,98,245,100,"gram","sg","sg","1"
"1657","BAKER","a","25","1","supports",6,98,212,100,"gram","sg","sg","1"
"1658","BAKER","a","25","1","so",7,98,254,100,"gram","sg","sg","1"
"1659","BAKER","a","25","1","generously",8,98,228,100,"gram","sg","sg","1"
"1660","BAKER","a","25","1","has",9,98,220,100,"gram","sg","sg","1"
"1661","BAKER","a","25","1","held",10,98,238,100,"gram","sg","sg","1"
"1662","BAKER","a","25","1","several",11,98,270,100,"gram","sg","sg","1"
"1663","BAKER","a","25","1","acclaimed",12,98,472,100,"gram","sg","sg","1"
"1664","BAKER","a","25","1","exhibitions.",13,98,269,100,"gram","sg","sg","1"
"1802","BAKER","h","16","1","The",1,107,234,100,"gram","pl","pl","1"
"1803","BAKER","h","16","1","overseers",2,107,250,100,"gram","pl","pl","1"
"1804","BAKER","h","16","1","who",3,107,216,100,"gram","pl","pl","1"
"1805","BAKER","h","16","1","the",4,107,188,100,"gram","pl","pl","1"
"1806","BAKER","h","16","1","factory_workers",5,107,217,100,"gram","pl","pl","1"
"1807","BAKER","h","16","1","distrust",6,107,232,100,"gram","pl","pl","1"
"1808","BAKER","h","16","1","the",7,107,211,100,"gram","pl","pl","1"
"1809","BAKER","h","16","1","most",8,107,221,100,"gram","pl","pl","1"
"1810","BAKER","h","16","1","have",9,107,218,100,"gram","pl","pl","1"
"1811","BAKER","h","16","1","been",10,107,246,100,"gram","pl","pl","1"
"1812","BAKER","h","16","1","firing",11,107,205,100,"gram","pl","pl","1"
"1813","BAKER","h","16","1","anyone",12,107,218,100,"gram","pl","pl","1"
"1814","BAKER","h","16","1","who",13,107,245,100,"gram","pl","pl","1"
"1815","BAKER","h","16","1","mentions",14,107,255,100,"gram","pl","pl","1"
"1816","BAKER","h","16","1","unions.",15,107,188,100,"gram","pl","pl","1"
"1896","BAKER","f","14","1","The",1,113,299,100,"ungram","pl","sg","1"
"1897","BAKER","f","14","1","actors",2,113,191,100,"ungram","pl","sg","1"
"1898","BAKER","f","14","1","who",3,113,266,100,"ungram","pl","sg","1"
"1899","BAKER","f","14","1","the",4,113,200,100,"ungram","pl","sg","1"
"1900","BAKER","f","14","1","producer",5,113,225,100,"ungram","pl","sg","1"
"1901","BAKER","f","14","1","consider",6,113,217,100,"ungram","pl","sg","1"
"1902","BAKER","f","14","1","the",7,113,210,100,"ungram","pl","sg","1"
"1903","BAKER","f","14","1","safest",8,113,244,100,"ungram","pl","sg","1"
"1904","BAKER","f","14","1","bet",9,113,246,100,"ungram","pl","sg","1"
"1905","BAKER","f","14","1","are",10,113,234,100,"ungram","pl","sg","1"
"1906","BAKER","f","14","1","the",11,113,238,100,"ungram","pl","sg","1"
"1907","BAKER","f","14","1","ones",12,113,218,100,"ungram","pl","sg","1"
"1908","BAKER","f","14","1","who",13,113,238,100,"ungram","pl","sg","1"
"1909","BAKER","f","14","1","have",14,113,209,100,"ungram","pl","sg","1"
"1910","BAKER","f","14","1","been",15,113,209,100,"ungram","pl","sg","1"
"1911","BAKER","f","14","1","around",16,113,217,100,"ungram","pl","sg","1"
"1912","BAKER","f","14","1","for",17,113,213,100,"ungram","pl","sg","1"
"1913","BAKER","f","14","1","a",18,113,193,100,"ungram","pl","sg","1"
"1914","BAKER","f","14","1","while.",19,113,202,100,"ungram","pl","sg","1"
"2010","BAKER","c","43","1","The",1,119,220,100,"ungram","sg","pl","1"
"2011","BAKER","c","43","1","bartender",2,119,247,100,"ungram","sg","pl","1"
"2012","BAKER","c","43","1","who",3,119,225,100,"ungram","sg","pl","1"
"2013","BAKER","c","43","1","the",4,119,206,100,"ungram","sg","pl","1"
"2014","BAKER","c","43","1","patrons",5,119,205,100,"ungram","sg","pl","1"
"2015","BAKER","c","43","1","gossips",6,119,209,100,"ungram","sg","pl","1"
"2016","BAKER","c","43","1","with",7,119,217,100,"ungram","sg","pl","1"
"2017","BAKER","c","43","1","after",8,119,214,100,"ungram","sg","pl","1"
"2018","BAKER","c","43","1","work",9,119,279,100,"ungram","sg","pl","1"
"2019","BAKER","c","43","1","always",10,119,249,100,"ungram","sg","pl","1"
"2020","BAKER","c","43","1","has",11,119,433,100,"ungram","sg","pl","1"
"2021","BAKER","c","43","1","new",12,119,243,100,"ungram","sg","pl","1"
"2022","BAKER","c","43","1","stories",13,119,229,100,"ungram","sg","pl","1"
"2023","BAKER","c","43","1","to",14,119,212,100,"ungram","sg","pl","1"
"2024","BAKER","c","43","1","tell.",15,119,217,100,"ungram","sg","pl","1"
"2135","BAKER","h","8","1","The",1,127,236,100,"gram","pl","pl","1"
"2136","BAKER","h","8","1","colleagues",2,127,205,100,"gram","pl","pl","1"
"2137","BAKER","h","8","1","who",3,127,217,100,"gram","pl","pl","1"
"2138","BAKER","h","8","1","the",4,127,213,100,"gram","pl","pl","1"
"2139","BAKER","h","8","1","researchers",5,127,188,100,"gram","pl","pl","1"
"2140","BAKER","h","8","1","spend",6,127,221,100,"gram","pl","pl","1"
"2141","BAKER","h","8","1","the",7,127,205,100,"gram","pl","pl","1"
"2142","BAKER","h","8","1","most",8,127,238,100,"gram","pl","pl","1"
"2143","BAKER","h","8","1","time",9,127,204,100,"gram","pl","pl","1"
"2144","BAKER","h","8","1","with",10,127,197,100,"gram","pl","pl","1"
"2145","BAKER","h","8","1","come",11,127,238,100,"gram","pl","pl","1"
"2146","BAKER","h","8","1","up",12,127,213,100,"gram","pl","pl","1"
"2147","BAKER","h","8","1","with",13,127,218,100,"gram","pl","pl","1"
"2148","BAKER","h","8","1","crazy",14,127,230,100,"gram","pl","pl","1"
"2149","BAKER","h","8","1","but",15,127,201,100,"gram","pl","pl","1"
"2150","BAKER","h","8","1","inventive",16,127,189,100,"gram","pl","pl","1"
"2151","BAKER","h","8","1","ideas.",17,127,209,100,"gram","pl","pl","1"
"2348","BAKER","h","40","1","The",1,141,207,100,"gram","pl","pl","1"
"2349","BAKER","h","40","1","translators",2,141,205,100,"gram","pl","pl","1"
"2350","BAKER","h","40","1","who",3,141,212,100,"gram","pl","pl","1"
