"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","number"
"26611","KERNELS","d","21","12","illegal",16,94,247,100,"gram","pl"
"26612","KERNELS","d","21","12","drugs",17,94,684,100,"gram","pl"
"26613","KERNELS","d","21","12","were",18,94,290,100,"gram","pl"
"26614","KERNELS","d","21","12","hidden",19,94,271,100,"gram","pl"
"26615","KERNELS","d","21","12","inside.",20,94,696,100,"gram","pl"
"26658","KERNELS","a","10","12","The",1,97,328,100,"gram","sg"
"26659","KERNELS","a","10","12","enormous",2,97,296,100,"gram","sg"
"26660","KERNELS","a","10","12","advertisement",3,97,638,100,"gram","sg"
"26661","KERNELS","a","10","12","typically",4,97,339,100,"gram","sg"
"26662","KERNELS","a","10","12","was",5,97,444,100,"gram","sg"
"26663","KERNELS","a","10","12","visible",6,97,382,100,"gram","sg"
"26664","KERNELS","a","10","12","from",7,97,320,100,"gram","sg"
"26665","KERNELS","a","10","12","almost",8,97,307,100,"gram","sg"
"26666","KERNELS","a","10","12","a",9,97,228,100,"gram","sg"
"26667","KERNELS","a","10","12","mile",10,97,287,100,"gram","sg"
"26668","KERNELS","a","10","12","away,",11,97,373,100,"gram","sg"
"26669","KERNELS","a","10","12","but",12,97,282,100,"gram","sg"
"26670","KERNELS","a","10","12","when",13,97,323,100,"gram","sg"
"26671","KERNELS","a","10","12","it",14,97,257,100,"gram","sg"
"26672","KERNELS","a","10","12","was",15,97,258,100,"gram","sg"
"26673","KERNELS","a","10","12","raining",16,97,269,100,"gram","sg"
"26674","KERNELS","a","10","12","it",17,97,269,100,"gram","sg"
"26675","KERNELS","a","10","12","was",18,97,372,100,"gram","sg"
"26676","KERNELS","a","10","12","harder",19,97,1552,100,"gram","sg"
"26677","KERNELS","a","10","12","to",20,97,433,100,"gram","sg"
"26678","KERNELS","a","10","12","see.",21,97,706,100,"gram","sg"
"26702","KERNELS","c","8","12","The",1,99,334,100,"ungram","pl"
"26703","KERNELS","c","8","12","major",2,99,364,100,"ungram","pl"
"26704","KERNELS","c","8","12","defects",3,99,396,100,"ungram","pl"
"26705","KERNELS","c","8","12","likely",4,99,312,100,"ungram","pl"
"26706","KERNELS","c","8","12","was",5,99,342,100,"ungram","pl"
"26707","KERNELS","c","8","12","unknown",6,99,337,100,"ungram","pl"
"26708","KERNELS","c","8","12","to",7,99,391,100,"ungram","pl"
"26709","KERNELS","c","8","12","consumers",8,99,742,100,"ungram","pl"
"26710","KERNELS","c","8","12","and",9,99,404,100,"ungram","pl"
"26711","KERNELS","c","8","12","government",10,99,366,100,"ungram","pl"
"26712","KERNELS","c","8","12","regulators,",11,99,396,100,"ungram","pl"
"26713","KERNELS","c","8","12","although",12,99,411,100,"ungram","pl"
"26714","KERNELS","c","8","12","the",13,99,329,100,"ungram","pl"
"26715","KERNELS","c","8","12","company",14,99,342,100,"ungram","pl"
"26716","KERNELS","c","8","12","executives",15,99,312,100,"ungram","pl"
"26717","KERNELS","c","8","12","had",16,99,331,100,"ungram","pl"
"26718","KERNELS","c","8","12","been",17,99,337,100,"ungram","pl"
"26719","KERNELS","c","8","12","aware",18,99,391,100,"ungram","pl"
"26720","KERNELS","c","8","12","for",19,99,390,100,"ungram","pl"
"26721","KERNELS","c","8","12","years.",20,99,479,100,"ungram","pl"
"26745","KERNELS","a","18","12","The",1,101,480,100,"gram","sg"
"26746","KERNELS","a","18","12","beautiful",2,101,444,100,"gram","sg"
"26747","KERNELS","a","18","12","entrance",3,101,465,100,"gram","sg"
"26748","KERNELS","a","18","12","evidently",4,101,1299,100,"gram","sg"
"26749","KERNELS","a","18","12","was",5,101,527,100,"gram","sg"
"26750","KERNELS","a","18","12","hard",6,101,617,100,"gram","sg"
"26751","KERNELS","a","18","12","to",7,101,377,100,"gram","sg"
"26752","KERNELS","a","18","12","clean",8,101,479,100,"gram","sg"
"26753","KERNELS","a","18","12","because",9,101,425,100,"gram","sg"
"26754","KERNELS","a","18","12","of",10,101,372,100,"gram","sg"
"26755","KERNELS","a","18","12","all",11,101,312,100,"gram","sg"
"26756","KERNELS","a","18","12","of",12,101,301,100,"gram","sg"
"26757","KERNELS","a","18","12","the",13,101,347,100,"gram","sg"
"26758","KERNELS","a","18","12","delicate",14,101,306,100,"gram","sg"
"26759","KERNELS","a","18","12","carvings",15,101,322,100,"gram","sg"
"26760","KERNELS","a","18","12","and",16,101,427,100,"gram","sg"
"26761","KERNELS","a","18","12","intricate",17,101,322,100,"gram","sg"
"26762","KERNELS","a","18","12","lettering.",18,101,416,100,"gram","sg"
"26849","KERNELS","d","13","12","The",1,106,558,100,"gram","pl"
"26850","KERNELS","d","13","12","back",2,106,458,100,"gram","pl"
"26851","KERNELS","d","13","12","doors",3,106,384,100,"gram","pl"
"26852","KERNELS","d","13","12","accidentally",4,106,317,100,"gram","pl"
"26853","KERNELS","d","13","12","were",5,106,317,100,"gram","pl"
"26854","KERNELS","d","13","12","left",6,106,350,100,"gram","pl"
"26855","KERNELS","d","13","12","unlocked",7,106,358,100,"gram","pl"
"26856","KERNELS","d","13","12","by",8,106,341,100,"gram","pl"
"26857","KERNELS","d","13","12","the",9,106,293,100,"gram","pl"
"26858","KERNELS","d","13","12","cleaning",10,106,298,100,"gram","pl"
"26859","KERNELS","d","13","12","service,",11,106,493,100,"gram","pl"
"26860","KERNELS","d","13","12","and",12,106,379,100,"gram","pl"
"26861","KERNELS","d","13","12","all",13,106,380,100,"gram","pl"
"26862","KERNELS","d","13","12","of",14,106,857,100,"gram","pl"
"26863","KERNELS","d","13","12","the",15,106,530,100,"gram","pl"
"26864","KERNELS","d","13","12","expensive",16,106,524,100,"gram","pl"
"26865","KERNELS","d","13","12","equipment",17,106,376,100,"gram","pl"
"26866","KERNELS","d","13","12","went",18,106,485,100,"gram","pl"
"26867","KERNELS","d","13","12","missing.",19,106,589,100,"gram","pl"
"26909","KERNELS","a","6","12","The",1,109,504,100,"gram","sg"
"26910","KERNELS","a","6","12","product",2,109,484,100,"gram","sg"
"26911","KERNELS","a","6","12","name",3,109,503,100,"gram","sg"
"26912","KERNELS","a","6","12","probably",4,109,444,100,"gram","sg"
"26913","KERNELS","a","6","12","was",5,109,495,100,"gram","sg"
"26914","KERNELS","a","6","12","tested",6,109,423,100,"gram","sg"
"26915","KERNELS","a","6","12","on",7,109,430,100,"gram","sg"
"26916","KERNELS","a","6","12","a",8,109,331,100,"gram","sg"
"26917","KERNELS","a","6","12","number",9,109,337,100,"gram","sg"
"26918","KERNELS","a","6","12","of",10,109,320,100,"gram","sg"
"26919","KERNELS","a","6","12","focus",11,109,365,100,"gram","sg"
"26920","KERNELS","a","6","12","groups",12,109,339,100,"gram","sg"
"26921","KERNELS","a","6","12","before",13,109,337,100,"gram","sg"
"26922","KERNELS","a","6","12","being",14,109,345,100,"gram","sg"
"26923","KERNELS","a","6","12","selected",15,109,331,100,"gram","sg"
"26924","KERNELS","a","6","12","by",16,109,380,100,"gram","sg"
"26925","KERNELS","a","6","12","the",17,109,339,100,"gram","sg"
"26926","KERNELS","a","6","12","prominent",18,109,405,100,"gram","sg"
"26927","KERNELS","a","6","12","advertising",19,109,351,100,"gram","sg"
"26928","KERNELS","a","6","12","firm.",20,109,468,100,"gram","sg"
"27136","KERNELS","c","15","13","The",1,7,559,100,"ungram","pl"
"27137","KERNELS","c","15","13","bad",2,7,503,100,"ungram","pl"
"27138","KERNELS","c","15","13","checks",3,7,750,100,"ungram","pl"
"27139","KERNELS","c","15","13","apparently",4,7,622,100,"ungram","pl"
"27140","KERNELS","c","15","13","was",5,7,615,100,"ungram","pl"
"27141","KERNELS","c","15","13","signed",6,7,927,100,"ungram","pl"
"27142","KERNELS","c","15","13","by",7,7,463,100,"ungram","pl"
"27143","KERNELS","c","15","13","a",8,7,439,100,"ungram","pl"
"27144","KERNELS","c","15","13","well-known",9,7,702,100,"ungram","pl"
"27145","KERNELS","c","15","13","con",10,7,486,100,"ungram","pl"
"27146","KERNELS","c","15","13","artist",11,7,639,100,"ungram","pl"
"27147","KERNELS","c","15","13","who",12,7,471,100,"ungram","pl"
"27148","KERNELS","c","15","13","convinced",13,7,526,100,"ungram","pl"
"27149","KERNELS","c","15","13","old",14,7,518,100,"ungram","pl"
"27150","KERNELS","c","15","13","ladies",15,7,463,100,"ungram","pl"
"27151","KERNELS","c","15","13","to",16,7,391,100,"ungram","pl"
"27152","KERNELS","c","15","13","invest",17,7,398,100,"ungram","pl"
"27153","KERNELS","c","15","13","in",18,7,391,100,"ungram","pl"
"27154","KERNELS","c","15","13","his",19,7,439,100,"ungram","pl"
"27155","KERNELS","c","15","13","business",20,7,423,100,"ungram","pl"
"27156","KERNELS","c","15","13","enterprises.",21,7,494,100,"ungram","pl"
"27216","KERNELS","c","23","13","The",1,11,559,100,"ungram","pl"
"27217","KERNELS","c","23","13","recent",2,11,526,100,"ungram","pl"
"27218","KERNELS","c","23","13","messages",3,11,686,100,"ungram","pl"
"27219","KERNELS","c","23","13","unfortunately",4,11,422,100,"ungram","pl"
"27220","KERNELS","c","23","13","was",5,11,806,100,"ungram","pl"
"27221","KERNELS","c","23","13","about",6,11,703,100,"ungram","pl"
"27222","KERNELS","c","23","13","several",7,11,718,100,"ungram","pl"
"27223","KERNELS","c","23","13","serious",8,11,494,100,"ungram","pl"
"27224","KERNELS","c","23","13","crimes",9,11,374,100,"ungram","pl"
"27225","KERNELS","c","23","13","whose",10,11,343,100,"ungram","pl"
"27226","KERNELS","c","23","13","perpetrators",11,11,446,100,"ungram","pl"
"27227","KERNELS","c","23","13","had",12,11,470,100,"ungram","pl"
"27228","KERNELS","c","23","13","not",13,11,375,100,"ungram","pl"
"27229","KERNELS","c","23","13","been",14,11,351,100,"ungram","pl"
"27230","KERNELS","c","23","13","apprehended.",15,11,486,100,"ungram","pl"
"27272","KERNELS","c","11","13","The",1,14,391,100,"ungram","pl"
"27273","KERNELS","c","11","13","young",2,14,438,100,"ungram","pl"
"27274","KERNELS","c","11","13","traitors",3,14,782,100,"ungram","pl"
"27275","KERNELS","c","11","13","regrettably",4,14,614,100,"ungram","pl"
"27276","KERNELS","c","11","13","was",5,14,734,100,"ungram","pl"
"27277","KERNELS","c","11","13","passing",6,14,630,100,"ungram","pl"
"27278","KERNELS","c","11","13","information",7,14,574,100,"ungram","pl"
"27279","KERNELS","c","11","13","to",8,14,446,100,"ungram","pl"
"27280","KERNELS","c","11","13","the",9,14,623,100,"ungram","pl"
"27281","KERNELS","c","11","13","enemy",10,14,422,100,"ungram","pl"
"27282","KERNELS","c","11","13","through",11,14,566,100,"ungram","pl"
"27283","KERNELS","c","11","13","various",12,14,454,100,"ungram","pl"
"27284","KERNELS","c","11","13","secret",13,14,438,100,"ungram","pl"
"27285","KERNELS","c","11","13","methods,",14,14,526,100,"ungram","pl"
"27286","KERNELS","c","11","13","like",15,14,462,100,"ungram","pl"
"27287","KERNELS","c","11","13","hiding",16,14,495,100,"ungram","pl"
"27288","KERNELS","c","11","13","notes",17,14,495,100,"ungram","pl"
"27289","KERNELS","c","11","13","in",18,14,487,100,"ungram","pl"
"27290","KERNELS","c","11","13","the",19,14,303,100,"ungram","pl"
"27291","KERNELS","c","11","13","dirty",20,14,279,100,"ungram","pl"
"27292","KERNELS","c","11","13","laundry.",21,14,446,100,"ungram","pl"
"27310","KERNELS","d","24","13","The",1,16,703,100,"gram","pl"
"27311","KERNELS","d","24","13","massive",2,16,758,100,"gram","pl"
"27312","KERNELS","d","24","13","gates",3,16,654,100,"gram","pl"
"27313","KERNELS","d","24","13","evidently",4,16,582,100,"gram","pl"
"27314","KERNELS","d","24","13","were",5,16,607,100,"gram","pl"
"27315","KERNELS","d","24","13","falling",6,16,542,100,"gram","pl"
"27316","KERNELS","d","24","13","down",7,16,398,100,"gram","pl"
"27317","KERNELS","d","24","13","due",8,16,599,100,"gram","pl"
"27318","KERNELS","d","24","13","to",9,16,359,100,"gram","pl"
"27319","KERNELS","d","24","13","disrepair,",10,16,662,100,"gram","pl"
"27320","KERNELS","d","24","13","and",11,16,566,100,"gram","pl"
"27321","KERNELS","d","24","13","the",12,16,431,100,"gram","pl"
"27322","KERNELS","d","24","13","historical",13,16,527,100,"gram","pl"
"27323","KERNELS","d","24","13","society",14,16,614,100,"gram","pl"
"27324","KERNELS","d","24","13","didn't",15,16,582,100,"gram","pl"
"27325","KERNELS","d","24","13","think",16,16,470,100,"gram","pl"
"27326","KERNELS","d","24","13","that",17,16,415,100,"gram","pl"
"27327","KERNELS","d","24","13","they",18,16,431,100,"gram","pl"
"27328","KERNELS","d","24","13","could",19,16,551,100,"gram","pl"
"27329","KERNELS","d","24","13","be",20,16,503,100,"gram","pl"
"27330","KERNELS","d","24","13","saved.",21,16,415,100,"gram","pl"
"27349","KERNELS","b","2","13","The",1,18,671,100,"ungram","sg"
"27350","KERNELS","b","2","13","wedding",2,18,703,100,"ungram","sg"
"27351","KERNELS","b","2","13","picture",3,18,422,100,"ungram","sg"
"27352","KERNELS","b","2","13","definitely",4,18,574,100,"ungram","sg"
"27353","KERNELS","b","2","13","were",5,18,726,100,"ungram","sg"
"27354","KERNELS","b","2","13","taken",6,18,679,100,"ungram","sg"
"27355","KERNELS","b","2","13","at",7,18,495,100,"ungram","sg"
"27356","KERNELS","b","2","13","a",8,18,351,100,"ungram","sg"
"27357","KERNELS","b","2","13","village",9,18,447,100,"ungram","sg"
"27358","KERNELS","b","2","13","church",10,18,487,100,"ungram","sg"
"27359","KERNELS","b","2","13","in",11,18,614,100,"ungram","sg"
"27360","KERNELS","b","2","13","the",12,18,383,100,"ungram","sg"
"27361","KERNELS","b","2","13","south",13,18,407,100,"ungram","sg"
"27362","KERNELS","b","2","13","of",14,18,487,100,"ungram","sg"
"27363","KERNELS","b","2","13","France,",15,18,494,100,"ungram","sg"
"27364","KERNELS","b","2","13","and",16,18,686,100,"ungram","sg"
"27365","KERNELS","b","2","13","there",17,18,422,100,"ungram","sg"
"27366","KERNELS","b","2","13","seemed",18,18,687,100,"ungram","sg"
"27367","KERNELS","b","2","13","to",19,18,614,100,"ungram","sg"
"27368","KERNELS","b","2","13","be",20,18,391,100,"ungram","sg"
"27369","KERNELS","b","2","13","herds",21,18,751,100,"ungram","sg"
"27370","KERNELS","b","2","13","of",22,18,446,100,"ungram","sg"
"27371","KERNELS","b","2","13","sheep",23,18,407,100,"ungram","sg"
"27372","KERNELS","b","2","13","in",24,18,463,100,"ungram","sg"
"27373","KERNELS","b","2","13","the",25,18,367,100,"ungram","sg"
"27374","KERNELS","b","2","13","background.",26,18,426,100,"ungram","sg"
"27396","KERNELS","b","14","13","The",1,20,391,100,"ungram","sg"
"27397","KERNELS","b","14","13","urgent",2,20,502,100,"ungram","sg"
"27398","KERNELS","b","14","13","memo",3,20,622,100,"ungram","sg"
"27399","KERNELS","b","14","13","unfortunately",4,20,742,100,"ungram","sg"
"27400","KERNELS","b","14","13","were",5,20,654,100,"ungram","sg"
"27401","KERNELS","b","14","13","about",6,20,646,100,"ungram","sg"
"27402","KERNELS","b","14","13","the",7,20,439,100,"ungram","sg"
"27403","KERNELS","b","14","13","delinquent",8,20,495,100,"ungram","sg"
"27404","KERNELS","b","14","13","tax",9,20,566,100,"ungram","sg"
"27405","KERNELS","b","14","13","return,",10,20,734,100,"ungram","sg"
"27406","KERNELS","b","14","13","which",11,20,534,100,"ungram","sg"
"27407","KERNELS","b","14","13","would",12,20,399,100,"ungram","sg"
"27408","KERNELS","b","14","13","soon",13,20,495,100,"ungram","sg"
"27409","KERNELS","b","14","13","be",14,20,551,100,"ungram","sg"
"27410","KERNELS","b","14","13","investigated",15,20,646,100,"ungram","sg"
"27411","KERNELS","b","14","13","by",16,20,326,100,"ungram","sg"
"27412","KERNELS","b","14","13","the",17,20,319,100,"ungram","sg"
"27413","KERNELS","b","14","13","IRS.",18,20,487,100,"ungram","sg"
"27529","KERNELS","b","6","13","The",1,27,567,100,"ungram","sg"
"27530","KERNELS","b","6","13","product",2,27,671,100,"ungram","sg"
"27531","KERNELS","b","6","13","name",3,27,446,100,"ungram","sg"
"27532","KERNELS","b","6","13","probably",4,27,510,100,"ungram","sg"
"27533","KERNELS","b","6","13","were",5,27,526,100,"ungram","sg"
"27534","KERNELS","b","6","13","tested",6,27,542,100,"ungram","sg"
"27535","KERNELS","b","6","13","on",7,27,542,100,"ungram","sg"
"27536","KERNELS","b","6","13","a",8,27,447,100,"ungram","sg"
"27537","KERNELS","b","6","13","number",9,27,647,100,"ungram","sg"
"27538","KERNELS","b","6","13","of",10,27,502,100,"ungram","sg"
"27539","KERNELS","b","6","13","focus",11,27,679,100,"ungram","sg"
"27540","KERNELS","b","6","13","groups",12,27,470,100,"ungram","sg"
"27541","KERNELS","b","6","13","before",13,27,375,100,"ungram","sg"
"27542","KERNELS","b","6","13","being",14,27,470,100,"ungram","sg"
"27543","KERNELS","b","6","13","selected",15,27,622,100,"ungram","sg"
"27544","KERNELS","b","6","13","by",16,27,598,100,"ungram","sg"
"27545","KERNELS","b","6","13","the",17,27,447,100,"ungram","sg"
"27546","KERNELS","b","6","13","prominent",18,27,510,100,"ungram","sg"
"27547","KERNELS","b","6","13","advertising",19,27,582,100,"ungram","sg"
"27548","KERNELS","b","6","13","firm.",20,27,526,100,"ungram","sg"
"27589","KERNELS","c","3","13","The",1,30,511,100,"ungram","pl"
"27590","KERNELS","c","3","13","programming",2,30,630,100,"ungram","pl"
"27591","KERNELS","c","3","13","mistakes",3,30,606,100,"ungram","pl"
"27592","KERNELS","c","3","13","certainly",4,30,646,100,"ungram","pl"
"27593","KERNELS","c","3","13","was",5,30,654,100,"ungram","pl"
"27594","KERNELS","c","3","13","disastrous",6,30,590,100,"ungram","pl"
"27595","KERNELS","c","3","13","for",7,30,438,100,"ungram","pl"
"27596","KERNELS","c","3","13","the",8,30,415,100,"ungram","pl"
"27597","KERNELS","c","3","13","small",9,30,511,100,"ungram","pl"
"27598","KERNELS","c","3","13","software",10,30,519,100,"ungram","pl"
"27599","KERNELS","c","3","13","company,",11,30,598,100,"ungram","pl"
"27600","KERNELS","c","3","13","although",12,30,486,100,"ungram","pl"
"27601","KERNELS","c","3","13","their",13,30,670,100,"ungram","pl"
"27602","KERNELS","c","3","13","competitors",14,30,598,100,"ungram","pl"
"27603","KERNELS","c","3","13","couldn't",15,30,430,100,"ungram","pl"
"27604","KERNELS","c","3","13","have",16,30,447,100,"ungram","pl"
"27605","KERNELS","c","3","13","been",17,30,423,100,"ungram","pl"
"27606","KERNELS","c","3","13","happier.",18,30,431,100,"ungram","pl"
"27671","KERNELS","a","13","13","The",1,34,615,100,"gram","sg"
"27672","KERNELS","a","13","13","back",2,34,567,100,"gram","sg"
"27673","KERNELS","a","13","13","door",3,34,590,100,"gram","sg"
"27674","KERNELS","a","13","13","accidentally",4,34,582,100,"gram","sg"
"27675","KERNELS","a","13","13","was",5,34,462,100,"gram","sg"
"27676","KERNELS","a","13","13","left",6,34,551,100,"gram","sg"
"27677","KERNELS","a","13","13","unlocked",7,34,550,100,"gram","sg"
"27678","KERNELS","a","13","13","by",8,34,591,100,"gram","sg"
"27679","KERNELS","a","13","13","the",9,34,591,100,"gram","sg"
"27680","KERNELS","a","13","13","cleaning",10,34,510,100,"gram","sg"
"27681","KERNELS","a","13","13","service,",11,34,518,100,"gram","sg"
"27682","KERNELS","a","13","13","and",12,34,534,100,"gram","sg"
"27683","KERNELS","a","13","13","all",13,34,471,100,"gram","sg"
"27684","KERNELS","a","13","13","of",14,34,479,100,"gram","sg"
"27685","KERNELS","a","13","13","the",15,34,447,100,"gram","sg"
"27686","KERNELS","a","13","13","expensive",16,34,470,100,"gram","sg"
"27687","KERNELS","a","13","13","equipment",17,34,526,100,"gram","sg"
"27688","KERNELS","a","13","13","went",18,34,494,100,"gram","sg"
"27689","KERNELS","a","13","13","missing.",19,34,463,100,"gram","sg"
"27753","KERNELS","a","17","13","The",1,38,447,100,"gram","sg"
"27754","KERNELS","a","17","13","important",2,38,574,100,"gram","sg"
"27755","KERNELS","a","17","13","letter",3,38,518,100,"gram","sg"
"27756","KERNELS","a","17","13","allegedly",4,38,662,100,"gram","sg"
"27757","KERNELS","a","17","13","was",5,38,542,100,"gram","sg"
"27758","KERNELS","a","17","13","received",6,38,542,100,"gram","sg"
"27759","KERNELS","a","17","13","in",7,38,511,100,"gram","sg"
"27760","KERNELS","a","17","13","San",8,38,479,100,"gram","sg"
"27761","KERNELS","a","17","13","Francisco",9,38,535,100,"gram","sg"
"27762","KERNELS","a","17","13","in",10,38,575,100,"gram","sg"
"27763","KERNELS","a","17","13","late",11,38,455,100,"gram","sg"
"27764","KERNELS","a","17","13","March,",12,38,583,100,"gram","sg"
"27765","KERNELS","a","17","13","but",13,38,446,100,"gram","sg"
"27766","KERNELS","a","17","13","the",14,38,487,100,"gram","sg"
"27767","KERNELS","a","17","13","prosecutor",15,38,574,100,"gram","sg"
"27768","KERNELS","a","17","13","argued",16,38,662,100,"gram","sg"
"27769","KERNELS","a","17","13","that",17,38,502,100,"gram","sg"
"27770","KERNELS","a","17","13","it",18,38,455,100,"gram","sg"
"27771","KERNELS","a","17","13","arrived",19,38,566,100,"gram","sg"
"27772","KERNELS","a","17","13","three",20,38,535,100,"gram","sg"
"27773","KERNELS","a","17","13","weeks",21,38,503,100,"gram","sg"
"27774","KERNELS","a","17","13","earlier.",22,38,551,100,"gram","sg"
"27838","KERNELS","a","5","13","The",1,42,407,100,"gram","sg"
"27839","KERNELS","a","5","13","morale",2,42,655,100,"gram","sg"
"27840","KERNELS","a","5","13","problem",3,42,702,100,"gram","sg"
"27841","KERNELS","a","5","13","ultimately",4,42,694,100,"gram","sg"
"27842","KERNELS","a","5","13","was",5,42,655,100,"gram","sg"
"27843","KERNELS","a","5","13","solved",6,42,590,100,"gram","sg"
"27844","KERNELS","a","5","13","by",7,42,599,100,"gram","sg"
"27845","KERNELS","a","5","13","firing",8,42,511,100,"gram","sg"
"27846","KERNELS","a","5","13","the",9,42,559,100,"gram","sg"
"27847","KERNELS","a","5","13","custodian,",10,42,590,100,"gram","sg"
"27848","KERNELS","a","5","13","who",11,42,702,100,"gram","sg"
"27849","KERNELS","a","5","13","never",12,42,487,100,"gram","sg"
"27850","KERNELS","a","5","13","came",13,42,558,100,"gram","sg"
"27851","KERNELS","a","5","13","in",14,42,543,100,"gram","sg"
"27852","KERNELS","a","5","13","on",15,42,527,100,"gram","sg"
"27853","KERNELS","a","5","13","time",16,42,487,100,"gram","sg"
"27854","KERNELS","a","5","13","and",17,42,535,100,"gram","sg"
"27855","KERNELS","a","5","13","was",18,42,503,100,"gram","sg"
"27856","KERNELS","a","5","13","always",19,42,503,100,"gram","sg"
"27857","KERNELS","a","5","13","complaining",20,42,502,100,"gram","sg"
"27858","KERNELS","a","5","13","about",21,42,446,100,"gram","sg"
"27859","KERNELS","a","5","13","the",22,42,447,100,"gram","sg"
"27860","KERNELS","a","5","13","workload.",23,42,502,100,"gram","sg"
"27901","KERNELS","a","9","13","The",1,45,551,100,"gram","sg"
"27902","KERNELS","a","9","13","erroneous",2,45,670,100,"gram","sg"
"27903","KERNELS","a","9","13","citation",3,45,726,100,"gram","sg"
"27904","KERNELS","a","9","13","unfortunately",4,45,590,100,"gram","sg"
"27905","KERNELS","a","9","13","was",5,45,606,100,"gram","sg"
"27906","KERNELS","a","9","13","responsible",6,45,502,100,"gram","sg"
"27907","KERNELS","a","9","13","for",7,45,790,100,"gram","sg"
"27908","KERNELS","a","9","13","many",8,45,567,100,"gram","sg"
"27909","KERNELS","a","9","13","wasted",9,45,542,100,"gram","sg"
"27910","KERNELS","a","9","13","hours",10,45,527,100,"gram","sg"
"27911","KERNELS","a","9","13","in",11,45,486,100,"gram","sg"
"27912","KERNELS","a","9","13","the",12,45,543,100,"gram","sg"
"27913","KERNELS","a","9","13","library,",13,45,774,100,"gram","sg"
"27914","KERNELS","a","9","13","but",14,45,582,100,"gram","sg"
"27915","KERNELS","a","9","13","the",15,45,431,100,"gram","sg"
"27916","KERNELS","a","9","13","research",16,45,470,100,"gram","sg"
"27917","KERNELS","a","9","13","assistant",17,45,526,100,"gram","sg"
"27918","KERNELS","a","9","13","eventually",18,45,486,100,"gram","sg"
"27919","KERNELS","a","9","13","realized",19,45,454,100,"gram","sg"
"27920","KERNELS","a","9","13","the",20,45,442,100,"gram","sg"
"27921","KERNELS","a","9","13","error.",21,45,431,100,"gram","sg"
"27941","KERNELS","d","16","13","The",1,47,479,100,"gram","pl"
"27942","KERNELS","d","16","13","old",2,47,487,100,"gram","pl"
"27943","KERNELS","d","16","13","keys",3,47,503,100,"gram","pl"
"27944","KERNELS","d","16","13","unsurprisingly",4,47,878,100,"gram","pl"
"27945","KERNELS","d","16","13","were",5,47,422,100,"gram","pl"
"27946","KERNELS","d","16","13","rusty",6,47,447,100,"gram","pl"
"27947","KERNELS","d","16","13","from",7,47,566,100,"gram","pl"
"27948","KERNELS","d","16","13","many",8,47,391,100,"gram","pl"
"27949","KERNELS","d","16","13","years",9,47,550,100,"gram","pl"
"27950","KERNELS","d","16","13","of",10,47,359,100,"gram","pl"
"27951","KERNELS","d","16","13","disuse,",11,47,430,100,"gram","pl"
"27952","KERNELS","d","16","13","but",12,47,526,100,"gram","pl"
"27953","KERNELS","d","16","13","they",13,47,375,100,"gram","pl"
"27954","KERNELS","d","16","13","would",14,47,431,100,"gram","pl"
"27955","KERNELS","d","16","13","still",15,47,439,100,"gram","pl"
"27956","KERNELS","d","16","13","open",16,47,406,100,"gram","pl"
"27957","KERNELS","d","16","13","the",17,47,423,100,"gram","pl"
"27958","KERNELS","d","16","13","door",18,47,359,100,"gram","pl"
"27959","KERNELS","d","16","13","to",19,47,383,100,"gram","pl"
"27960","KERNELS","d","16","13","the",20,47,327,100,"gram","pl"
"27961","KERNELS","d","16","13","attic.",21,47,406,100,"gram","pl"
"28059","KERNELS","a","1","13","The",1,53,423,100,"gram","sg"
"28060","KERNELS","a","1","13","new",2,53,583,100,"gram","sg"
"28061","KERNELS","a","1","13","slogan",3,53,639,100,"gram","sg"
"28062","KERNELS","a","1","13","unsurprisingly",4,53,590,100,"gram","sg"
"28063","KERNELS","a","1","13","was",5,53,662,100,"gram","sg"
"28064","KERNELS","a","1","13","designed",6,53,638,100,"gram","sg"
"28065","KERNELS","a","1","13","to",7,53,711,100,"gram","sg"
"28066","KERNELS","a","1","13","get",8,53,463,100,"gram","sg"
"28067","KERNELS","a","1","13","attention",9,53,462,100,"gram","sg"
"28068","KERNELS","a","1","13","for",10,53,479,100,"gram","sg"
"28069","KERNELS","a","1","13","the",11,53,446,100,"gram","sg"
"28070","KERNELS","a","1","13","company's",12,53,575,100,"gram","sg"
"28071","KERNELS","a","1","13","signature",13,53,654,100,"gram","sg"
"28072","KERNELS","a","1","13","designer",14,53,574,100,"gram","sg"
"28073","KERNELS","a","1","13","bath",15,53,574,100,"gram","sg"
"28074","KERNELS","a","1","13","products.",16,53,678,100,"gram","sg"
"28147","KERNELS","d","4","13","The",1,58,391,100,"gram","pl"
"28148","KERNELS","d","4","13","red",2,58,583,100,"gram","pl"
"28149","KERNELS","d","4","13","labels",3,58,551,100,"gram","pl"
"28150","KERNELS","d","4","13","probably",4,58,734,100,"gram","pl"
"28151","KERNELS","d","4","13","were",5,58,503,100,"gram","pl"
"28152","KERNELS","d","4","13","meant",6,58,606,100,"gram","pl"
"28153","KERNELS","d","4","13","to",7,58,535,100,"gram","pl"
"28154","KERNELS","d","4","13","serve",8,58,535,100,"gram","pl"
"28155","KERNELS","d","4","13","as",9,58,407,100,"gram","pl"
"28156","KERNELS","d","4","13","a",10,58,455,100,"gram","pl"
"28157","KERNELS","d","4","13","warning",11,58,479,100,"gram","pl"
