"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","number"
"112","KERNELS","d","16","1","The",1,7,373,100,"gram","pl"
"113","KERNELS","d","16","1","old",2,7,408,100,"gram","pl"
"114","KERNELS","d","16","1","keys",3,7,423,100,"gram","pl"
"115","KERNELS","d","16","1","unsurprisingly",4,7,724,100,"gram","pl"
"116","KERNELS","d","16","1","were",5,7,1543,100,"gram","pl"
"117","KERNELS","d","16","1","rusty",6,7,508,100,"gram","pl"
"118","KERNELS","d","16","1","from",7,7,459,100,"gram","pl"
"119","KERNELS","d","16","1","many",8,7,446,100,"gram","pl"
"120","KERNELS","d","16","1","years",9,7,483,100,"gram","pl"
"121","KERNELS","d","16","1","of",10,7,423,100,"gram","pl"
"122","KERNELS","d","16","1","disuse,",11,7,930,100,"gram","pl"
"123","KERNELS","d","16","1","but",12,7,491,100,"gram","pl"
"124","KERNELS","d","16","1","they",13,7,435,100,"gram","pl"
"125","KERNELS","d","16","1","would",14,7,519,100,"gram","pl"
"126","KERNELS","d","16","1","still",15,7,2004,100,"gram","pl"
"127","KERNELS","d","16","1","open",16,7,485,100,"gram","pl"
"128","KERNELS","d","16","1","the",17,7,415,100,"gram","pl"
"129","KERNELS","d","16","1","door",18,7,584,100,"gram","pl"
"130","KERNELS","d","16","1","to",19,7,585,100,"gram","pl"
"131","KERNELS","d","16","1","the",20,7,392,100,"gram","pl"
"132","KERNELS","d","16","1","attic.",21,7,403,100,"gram","pl"
"188","KERNELS","a","13","1","The",1,11,322,100,"gram","sg"
"189","KERNELS","a","13","1","back",2,11,407,100,"gram","sg"
"190","KERNELS","a","13","1","door",3,11,390,100,"gram","sg"
"191","KERNELS","a","13","1","accidentally",4,11,534,100,"gram","sg"
"192","KERNELS","a","13","1","was",5,11,421,100,"gram","sg"
"193","KERNELS","a","13","1","left",6,11,439,100,"gram","sg"
"194","KERNELS","a","13","1","unlocked",7,11,511,100,"gram","sg"
"195","KERNELS","a","13","1","by",8,11,459,100,"gram","sg"
"196","KERNELS","a","13","1","the",9,11,443,100,"gram","sg"
"197","KERNELS","a","13","1","cleaning",10,11,468,100,"gram","sg"
"198","KERNELS","a","13","1","service,",11,11,606,100,"gram","sg"
"199","KERNELS","a","13","1","and",12,11,468,100,"gram","sg"
"200","KERNELS","a","13","1","all",13,11,438,100,"gram","sg"
"201","KERNELS","a","13","1","of",14,11,460,100,"gram","sg"
"202","KERNELS","a","13","1","the",15,11,497,100,"gram","sg"
"203","KERNELS","a","13","1","expensive",16,11,519,100,"gram","sg"
"204","KERNELS","a","13","1","equipment",17,11,550,100,"gram","sg"
"205","KERNELS","a","13","1","went",18,11,446,100,"gram","sg"
"206","KERNELS","a","13","1","missing.",19,11,581,100,"gram","sg"
"226","KERNELS","b","22","1","The",1,13,326,100,"ungram","sg"
"227","KERNELS","b","22","1","winding",2,13,428,100,"ungram","sg"
"228","KERNELS","b","22","1","path",3,13,1479,100,"ungram","sg"
"229","KERNELS","b","22","1","happily",4,13,381,100,"ungram","sg"
"230","KERNELS","b","22","1","were",5,13,400,100,"ungram","sg"
"231","KERNELS","b","22","1","lined",6,13,2314,100,"ungram","sg"
"232","KERNELS","b","22","1","with",7,13,408,100,"ungram","sg"
"233","KERNELS","b","22","1","lovely",8,13,423,100,"ungram","sg"
"234","KERNELS","b","22","1","trees",9,13,455,100,"ungram","sg"
"235","KERNELS","b","22","1","and",10,13,439,100,"ungram","sg"
"236","KERNELS","b","22","1","flowers,",11,13,516,100,"ungram","sg"
"237","KERNELS","b","22","1","which",12,13,563,100,"ungram","sg"
"238","KERNELS","b","22","1","were",13,13,535,100,"ungram","sg"
"239","KERNELS","b","22","1","cared",14,13,474,100,"ungram","sg"
"240","KERNELS","b","22","1","for",15,13,449,100,"ungram","sg"
"241","KERNELS","b","22","1","by",16,13,565,100,"ungram","sg"
"242","KERNELS","b","22","1","well-trained",17,13,605,100,"ungram","sg"
"243","KERNELS","b","22","1","gardeners.",18,13,374,100,"ungram","sg"
"268","KERNELS","c","19","1","The",1,15,476,100,"ungram","pl"
"269","KERNELS","c","19","1","sudden",2,15,419,100,"ungram","pl"
"270","KERNELS","c","19","1","warnings",3,15,567,100,"ungram","pl"
"271","KERNELS","c","19","1","unsurprisingly",4,15,598,100,"ungram","pl"
"272","KERNELS","c","19","1","was",5,15,1278,100,"ungram","pl"
"273","KERNELS","c","19","1","a",6,15,315,100,"ungram","pl"
"274","KERNELS","c","19","1","major",7,15,371,100,"ungram","pl"
"275","KERNELS","c","19","1","shock",8,15,386,100,"ungram","pl"
"276","KERNELS","c","19","1","to",9,15,426,100,"ungram","pl"
"277","KERNELS","c","19","1","the",10,15,366,100,"ungram","pl"
"278","KERNELS","c","19","1","residents,",11,15,511,100,"ungram","pl"
"279","KERNELS","c","19","1","because",12,15,482,100,"ungram","pl"
"280","KERNELS","c","19","1","they",13,15,418,100,"ungram","pl"
"281","KERNELS","c","19","1","were",14,15,426,100,"ungram","pl"
"282","KERNELS","c","19","1","always",15,15,458,100,"ungram","pl"
"283","KERNELS","c","19","1","told",16,15,405,100,"ungram","pl"
"284","KERNELS","c","19","1","their",17,15,422,100,"ungram","pl"
"285","KERNELS","c","19","1","city",18,15,443,100,"ungram","pl"
"286","KERNELS","c","19","1","was",19,15,411,100,"ungram","pl"
"287","KERNELS","c","19","1","one",20,15,378,100,"ungram","pl"
"288","KERNELS","c","19","1","of",21,15,412,100,"ungram","pl"
"289","KERNELS","c","19","1","the",22,15,484,100,"ungram","pl"
"290","KERNELS","c","19","1","world's",23,15,426,100,"ungram","pl"
"291","KERNELS","c","19","1","safest.",24,15,533,100,"ungram","pl"
"310","KERNELS","c","3","1","The",1,17,307,100,"ungram","pl"
"311","KERNELS","c","3","1","programming",2,17,340,100,"ungram","pl"
"312","KERNELS","c","3","1","mistakes",3,17,434,100,"ungram","pl"
"313","KERNELS","c","3","1","certainly",4,17,538,100,"ungram","pl"
"314","KERNELS","c","3","1","was",5,17,514,100,"ungram","pl"
"315","KERNELS","c","3","1","disastrous",6,17,448,100,"ungram","pl"
"316","KERNELS","c","3","1","for",7,17,370,100,"ungram","pl"
"317","KERNELS","c","3","1","the",8,17,323,100,"ungram","pl"
"318","KERNELS","c","3","1","small",9,17,392,100,"ungram","pl"
"319","KERNELS","c","3","1","software",10,17,367,100,"ungram","pl"
"320","KERNELS","c","3","1","company,",11,17,394,100,"ungram","pl"
"321","KERNELS","c","3","1","although",12,17,434,100,"ungram","pl"
"322","KERNELS","c","3","1","their",13,17,364,100,"ungram","pl"
"323","KERNELS","c","3","1","competitors",14,17,596,100,"ungram","pl"
"324","KERNELS","c","3","1","couldn't",15,17,553,100,"ungram","pl"
"325","KERNELS","c","3","1","have",16,17,388,100,"ungram","pl"
"326","KERNELS","c","3","1","been",17,17,442,100,"ungram","pl"
"327","KERNELS","c","3","1","happier.",18,17,809,100,"ungram","pl"
"351","KERNELS","c","23","1","The",1,19,347,100,"ungram","pl"
"352","KERNELS","c","23","1","recent",2,19,349,100,"ungram","pl"
"353","KERNELS","c","23","1","messages",3,19,382,100,"ungram","pl"
"354","KERNELS","c","23","1","unfortunately",4,19,490,100,"ungram","pl"
"355","KERNELS","c","23","1","was",5,19,380,100,"ungram","pl"
"356","KERNELS","c","23","1","about",6,19,888,100,"ungram","pl"
"357","KERNELS","c","23","1","several",7,19,338,100,"ungram","pl"
"358","KERNELS","c","23","1","serious",8,19,370,100,"ungram","pl"
"359","KERNELS","c","23","1","crimes",9,19,418,100,"ungram","pl"
"360","KERNELS","c","23","1","whose",10,19,491,100,"ungram","pl"
"361","KERNELS","c","23","1","perpetrators",11,19,566,100,"ungram","pl"
"362","KERNELS","c","23","1","had",12,19,596,100,"ungram","pl"
"363","KERNELS","c","23","1","not",13,19,890,100,"ungram","pl"
"364","KERNELS","c","23","1","been",14,19,586,100,"ungram","pl"
"365","KERNELS","c","23","1","apprehended.",15,19,335,100,"ungram","pl"
"528","KERNELS","d","12","1","The",1,28,307,100,"gram","pl"
"529","KERNELS","d","12","1","logical",2,28,373,100,"gram","pl"
"530","KERNELS","d","12","1","flaws",3,28,825,100,"gram","pl"
"531","KERNELS","d","12","1","usually",4,28,937,100,"gram","pl"
"532","KERNELS","d","12","1","were",5,28,578,100,"gram","pl"
"533","KERNELS","d","12","1","clear",6,28,301,100,"gram","pl"
"534","KERNELS","d","12","1","to",7,28,539,100,"gram","pl"
"535","KERNELS","d","12","1","everyone",8,28,309,100,"gram","pl"
"536","KERNELS","d","12","1","who",9,28,498,100,"gram","pl"
"537","KERNELS","d","12","1","heard",10,28,390,100,"gram","pl"
"538","KERNELS","d","12","1","the",11,28,330,100,"gram","pl"
"539","KERNELS","d","12","1","theory,",12,28,341,100,"gram","pl"
"540","KERNELS","d","12","1","but",13,28,430,100,"gram","pl"
"541","KERNELS","d","12","1","the",14,28,341,100,"gram","pl"
"542","KERNELS","d","12","1","younger",15,28,515,100,"gram","pl"
"543","KERNELS","d","12","1","students",16,28,346,100,"gram","pl"
"544","KERNELS","d","12","1","had",17,28,391,100,"gram","pl"
"545","KERNELS","d","12","1","a",18,28,371,100,"gram","pl"
"546","KERNELS","d","12","1","misguided",19,28,474,100,"gram","pl"
"547","KERNELS","d","12","1","faith",20,28,354,100,"gram","pl"
"548","KERNELS","d","12","1","in",21,28,339,100,"gram","pl"
"549","KERNELS","d","12","1","their",22,28,363,100,"gram","pl"
"550","KERNELS","d","12","1","professor.",23,28,655,100,"gram","pl"
"669","KERNELS","d","24","1","The",1,35,311,100,"gram","pl"
"670","KERNELS","d","24","1","massive",2,35,362,100,"gram","pl"
"671","KERNELS","d","24","1","gates",3,35,301,100,"gram","pl"
"672","KERNELS","d","24","1","evidently",4,35,620,100,"gram","pl"
"673","KERNELS","d","24","1","were",5,35,682,100,"gram","pl"
"674","KERNELS","d","24","1","falling",6,35,410,100,"gram","pl"
"675","KERNELS","d","24","1","down",7,35,492,100,"gram","pl"
"676","KERNELS","d","24","1","due",8,35,334,100,"gram","pl"
"677","KERNELS","d","24","1","to",9,35,317,100,"gram","pl"
"678","KERNELS","d","24","1","disrepair,",10,35,407,100,"gram","pl"
"679","KERNELS","d","24","1","and",11,35,619,100,"gram","pl"
"680","KERNELS","d","24","1","the",12,35,302,100,"gram","pl"
"681","KERNELS","d","24","1","historical",13,35,488,100,"gram","pl"
"682","KERNELS","d","24","1","society",14,35,381,100,"gram","pl"
"683","KERNELS","d","24","1","didn't",15,35,335,100,"gram","pl"
"684","KERNELS","d","24","1","think",16,35,347,100,"gram","pl"
"685","KERNELS","d","24","1","that",17,35,346,100,"gram","pl"
"686","KERNELS","d","24","1","they",18,35,318,100,"gram","pl"
"687","KERNELS","d","24","1","could",19,35,309,100,"gram","pl"
"688","KERNELS","d","24","1","be",20,35,358,100,"gram","pl"
"689","KERNELS","d","24","1","saved.",21,35,541,100,"gram","pl"
"785","KERNELS","b","6","1","The",1,41,286,100,"ungram","sg"
"786","KERNELS","b","6","1","product",2,41,353,100,"ungram","sg"
"787","KERNELS","b","6","1","name",3,41,405,100,"ungram","sg"
"788","KERNELS","b","6","1","probably",4,41,703,100,"ungram","sg"
"789","KERNELS","b","6","1","were",5,41,933,100,"ungram","sg"
"790","KERNELS","b","6","1","tested",6,41,519,100,"ungram","sg"
"791","KERNELS","b","6","1","on",7,41,310,100,"ungram","sg"
"792","KERNELS","b","6","1","a",8,41,316,100,"ungram","sg"
"793","KERNELS","b","6","1","number",9,41,370,100,"ungram","sg"
"794","KERNELS","b","6","1","of",10,41,352,100,"ungram","sg"
"795","KERNELS","b","6","1","focus",11,41,360,100,"ungram","sg"
"796","KERNELS","b","6","1","groups",12,41,440,100,"ungram","sg"
"797","KERNELS","b","6","1","before",13,41,318,100,"ungram","sg"
"798","KERNELS","b","6","1","being",14,41,332,100,"ungram","sg"
"799","KERNELS","b","6","1","selected",15,41,301,100,"ungram","sg"
"800","KERNELS","b","6","1","by",16,41,323,100,"ungram","sg"
"801","KERNELS","b","6","1","the",17,41,277,100,"ungram","sg"
"802","KERNELS","b","6","1","prominent",18,41,282,100,"ungram","sg"
"803","KERNELS","b","6","1","advertising",19,41,533,100,"ungram","sg"
"804","KERNELS","b","6","1","firm.",20,41,296,100,"ungram","sg"
"845","KERNELS","c","11","1","The",1,44,275,100,"ungram","pl"
"846","KERNELS","c","11","1","young",2,44,321,100,"ungram","pl"
"847","KERNELS","c","11","1","traitors",3,44,429,100,"ungram","pl"
"848","KERNELS","c","11","1","regrettably",4,44,1332,100,"ungram","pl"
"849","KERNELS","c","11","1","was",5,44,323,100,"ungram","pl"
"850","KERNELS","c","11","1","passing",6,44,285,100,"ungram","pl"
"851","KERNELS","c","11","1","information",7,44,1210,100,"ungram","pl"
"852","KERNELS","c","11","1","to",8,44,274,100,"ungram","pl"
"853","KERNELS","c","11","1","the",9,44,266,100,"ungram","pl"
"854","KERNELS","c","11","1","enemy",10,44,372,100,"ungram","pl"
"855","KERNELS","c","11","1","through",11,44,358,100,"ungram","pl"
"856","KERNELS","c","11","1","various",12,44,309,100,"ungram","pl"
"857","KERNELS","c","11","1","secret",13,44,311,100,"ungram","pl"
"858","KERNELS","c","11","1","methods,",14,44,302,100,"ungram","pl"
"859","KERNELS","c","11","1","like",15,44,270,100,"ungram","pl"
"860","KERNELS","c","11","1","hiding",16,44,347,100,"ungram","pl"
"861","KERNELS","c","11","1","notes",17,44,291,100,"ungram","pl"
"862","KERNELS","c","11","1","in",18,44,299,100,"ungram","pl"
"863","KERNELS","c","11","1","the",19,44,306,100,"ungram","pl"
"864","KERNELS","c","11","1","dirty",20,44,407,100,"ungram","pl"
"865","KERNELS","c","11","1","laundry.",21,44,347,100,"ungram","pl"
"885","KERNELS","a","17","1","The",1,46,237,100,"gram","sg"
"886","KERNELS","a","17","1","important",2,46,256,100,"gram","sg"
"887","KERNELS","a","17","1","letter",3,46,421,100,"gram","sg"
"888","KERNELS","a","17","1","allegedly",4,46,320,100,"gram","sg"
"889","KERNELS","a","17","1","was",5,46,1304,100,"gram","sg"
"890","KERNELS","a","17","1","received",6,46,341,100,"gram","sg"
"891","KERNELS","a","17","1","in",7,46,379,100,"gram","sg"
"892","KERNELS","a","17","1","San",8,46,330,100,"gram","sg"
"893","KERNELS","a","17","1","Francisco",9,46,418,100,"gram","sg"
"894","KERNELS","a","17","1","in",10,46,321,100,"gram","sg"
"895","KERNELS","a","17","1","late",11,46,326,100,"gram","sg"
"896","KERNELS","a","17","1","March,",12,46,397,100,"gram","sg"
"897","KERNELS","a","17","1","but",13,46,305,100,"gram","sg"
"898","KERNELS","a","17","1","the",14,46,281,100,"gram","sg"
"899","KERNELS","a","17","1","prosecutor",15,46,542,100,"gram","sg"
"900","KERNELS","a","17","1","argued",16,46,275,100,"gram","sg"
"901","KERNELS","a","17","1","that",17,46,312,100,"gram","sg"
"902","KERNELS","a","17","1","it",18,46,337,100,"gram","sg"
"903","KERNELS","a","17","1","arrived",19,46,274,100,"gram","sg"
"904","KERNELS","a","17","1","three",20,46,474,100,"gram","sg"
"905","KERNELS","a","17","1","weeks",21,46,304,100,"gram","sg"
"906","KERNELS","a","17","1","earlier.",22,46,372,100,"gram","sg"
"929","KERNELS","b","2","1","The",1,48,345,100,"ungram","sg"
"930","KERNELS","b","2","1","wedding",2,48,375,100,"ungram","sg"
"931","KERNELS","b","2","1","picture",3,48,333,100,"ungram","sg"
"932","KERNELS","b","2","1","definitely",4,48,298,100,"ungram","sg"
"933","KERNELS","b","2","1","were",5,48,760,100,"ungram","sg"
"934","KERNELS","b","2","1","taken",6,48,404,100,"ungram","sg"
"935","KERNELS","b","2","1","at",7,48,294,100,"ungram","sg"
"936","KERNELS","b","2","1","a",8,48,372,100,"ungram","sg"
"937","KERNELS","b","2","1","village",9,48,359,100,"ungram","sg"
"938","KERNELS","b","2","1","church",10,48,451,100,"ungram","sg"
"939","KERNELS","b","2","1","in",11,48,415,100,"ungram","sg"
"940","KERNELS","b","2","1","the",12,48,455,100,"ungram","sg"
"941","KERNELS","b","2","1","south",13,48,352,100,"ungram","sg"
"942","KERNELS","b","2","1","of",14,48,338,100,"ungram","sg"
"943","KERNELS","b","2","1","France,",15,48,322,100,"ungram","sg"
"944","KERNELS","b","2","1","and",16,48,355,100,"ungram","sg"
"945","KERNELS","b","2","1","there",17,48,340,100,"ungram","sg"
"946","KERNELS","b","2","1","seemed",18,48,359,100,"ungram","sg"
"947","KERNELS","b","2","1","to",19,48,346,100,"ungram","sg"
"948","KERNELS","b","2","1","be",20,48,323,100,"ungram","sg"
"949","KERNELS","b","2","1","herds",21,48,314,100,"ungram","sg"
"950","KERNELS","b","2","1","of",22,48,334,100,"ungram","sg"
"951","KERNELS","b","2","1","sheep",23,48,335,100,"ungram","sg"
"952","KERNELS","b","2","1","in",24,48,318,100,"ungram","sg"
"953","KERNELS","b","2","1","the",25,48,314,100,"ungram","sg"
"954","KERNELS","b","2","1","background.",26,48,614,100,"ungram","sg"
"976","KERNELS","a","1","1","The",1,50,290,100,"gram","sg"
"977","KERNELS","a","1","1","new",2,50,326,100,"gram","sg"
"978","KERNELS","a","1","1","slogan",3,50,294,100,"gram","sg"
"979","KERNELS","a","1","1","unsurprisingly",4,50,482,100,"gram","sg"
"980","KERNELS","a","1","1","was",5,50,353,100,"gram","sg"
"981","KERNELS","a","1","1","designed",6,50,281,100,"gram","sg"
"982","KERNELS","a","1","1","to",7,50,355,100,"gram","sg"
"983","KERNELS","a","1","1","get",8,50,302,100,"gram","sg"
"984","KERNELS","a","1","1","attention",9,50,323,100,"gram","sg"
"985","KERNELS","a","1","1","for",10,50,303,100,"gram","sg"
"986","KERNELS","a","1","1","the",11,50,320,100,"gram","sg"
"987","KERNELS","a","1","1","company's",12,50,299,100,"gram","sg"
"988","KERNELS","a","1","1","signature",13,50,309,100,"gram","sg"
"989","KERNELS","a","1","1","designer",14,50,306,100,"gram","sg"
"990","KERNELS","a","1","1","bath",15,50,430,100,"gram","sg"
"991","KERNELS","a","1","1","products.",16,50,602,100,"gram","sg"
"1185","KERNELS","a","5","1","The",1,61,379,100,"gram","sg"
"1186","KERNELS","a","5","1","morale",2,61,457,100,"gram","sg"
"1187","KERNELS","a","5","1","problem",3,61,541,100,"gram","sg"
"1188","KERNELS","a","5","1","ultimately",4,61,329,100,"gram","sg"
"1189","KERNELS","a","5","1","was",5,61,437,100,"gram","sg"
"1190","KERNELS","a","5","1","solved",6,61,492,100,"gram","sg"
"1191","KERNELS","a","5","1","by",7,61,534,100,"gram","sg"
"1192","KERNELS","a","5","1","firing",8,61,414,100,"gram","sg"
"1193","KERNELS","a","5","1","the",9,61,338,100,"gram","sg"
"1194","KERNELS","a","5","1","custodian,",10,61,301,100,"gram","sg"
"1195","KERNELS","a","5","1","who",11,61,542,100,"gram","sg"
"1196","KERNELS","a","5","1","never",12,61,290,100,"gram","sg"
"1197","KERNELS","a","5","1","came",13,61,364,100,"gram","sg"
"1198","KERNELS","a","5","1","in",14,61,334,100,"gram","sg"
"1199","KERNELS","a","5","1","on",15,61,303,100,"gram","sg"
"1200","KERNELS","a","5","1","time",16,61,307,100,"gram","sg"
"1201","KERNELS","a","5","1","and",17,61,298,100,"gram","sg"
"1202","KERNELS","a","5","1","was",18,61,268,100,"gram","sg"
"1203","KERNELS","a","5","1","always",19,61,285,100,"gram","sg"
"1204","KERNELS","a","5","1","complaining",20,61,289,100,"gram","sg"
"1205","KERNELS","a","5","1","about",21,61,505,100,"gram","sg"
"1206","KERNELS","a","5","1","the",22,61,303,100,"gram","sg"
"1207","KERNELS","a","5","1","workload.",23,61,462,100,"gram","sg"
"1274","KERNELS","d","4","1","The",1,65,353,100,"gram","pl"
"1275","KERNELS","d","4","1","red",2,65,515,100,"gram","pl"
"1276","KERNELS","d","4","1","labels",3,65,261,100,"gram","pl"
"1277","KERNELS","d","4","1","probably",4,65,584,100,"gram","pl"
"1278","KERNELS","d","4","1","were",5,65,358,100,"gram","pl"
"1279","KERNELS","d","4","1","meant",6,65,321,100,"gram","pl"
"1280","KERNELS","d","4","1","to",7,65,599,100,"gram","pl"
"1281","KERNELS","d","4","1","serve",8,65,304,100,"gram","pl"
"1282","KERNELS","d","4","1","as",9,65,298,100,"gram","pl"
"1283","KERNELS","d","4","1","a",10,65,340,100,"gram","pl"
"1284","KERNELS","d","4","1","warning",11,65,301,100,"gram","pl"
"1285","KERNELS","d","4","1","about",12,65,330,100,"gram","pl"
"1286","KERNELS","d","4","1","the",13,65,265,100,"gram","pl"
"1287","KERNELS","d","4","1","hazardous",14,65,306,100,"gram","pl"
"1288","KERNELS","d","4","1","chemicals",15,65,565,100,"gram","pl"
"1289","KERNELS","d","4","1","that",16,65,312,100,"gram","pl"
"1290","KERNELS","d","4","1","were",17,65,378,100,"gram","pl"
"1291","KERNELS","d","4","1","being",18,65,322,100,"gram","pl"
"1292","KERNELS","d","4","1","stored",19,65,310,100,"gram","pl"
"1293","KERNELS","d","4","1","inside",20,65,322,100,"gram","pl"
"1294","KERNELS","d","4","1","the",21,65,289,100,"gram","pl"
"1295","KERNELS","d","4","1","vault.",22,65,269,100,"gram","pl"
"1334","KERNELS","d","8","1","The",1,68,614,100,"gram","pl"
"1335","KERNELS","d","8","1","major",2,68,423,100,"gram","pl"
"1336","KERNELS","d","8","1","defects",3,68,355,100,"gram","pl"
"1337","KERNELS","d","8","1","likely",4,68,343,100,"gram","pl"
"1338","KERNELS","d","8","1","were",5,68,599,100,"gram","pl"
"1339","KERNELS","d","8","1","unknown",6,68,274,100,"gram","pl"
"1340","KERNELS","d","8","1","to",7,68,314,100,"gram","pl"
"1341","KERNELS","d","8","1","consumers",8,68,273,100,"gram","pl"
"1342","KERNELS","d","8","1","and",9,68,296,100,"gram","pl"
"1343","KERNELS","d","8","1","government",10,68,424,100,"gram","pl"
"1344","KERNELS","d","8","1","regulators,",11,68,317,100,"gram","pl"
"1345","KERNELS","d","8","1","although",12,68,642,100,"gram","pl"
"1346","KERNELS","d","8","1","the",13,68,279,100,"gram","pl"
"1347","KERNELS","d","8","1","company",14,68,328,100,"gram","pl"
"1348","KERNELS","d","8","1","executives",15,68,324,100,"gram","pl"
"1349","KERNELS","d","8","1","had",16,68,331,100,"gram","pl"
"1350","KERNELS","d","8","1","been",17,68,315,100,"gram","pl"
"1351","KERNELS","d","8","1","aware",18,68,285,100,"gram","pl"
"1352","KERNELS","d","8","1","for",19,68,302,100,"gram","pl"
"1353","KERNELS","d","8","1","years.",20,68,353,100,"gram","pl"
"1466","KERNELS","c","15","1","The",1,75,330,100,"ungram","pl"
"1467","KERNELS","c","15","1","bad",2,75,311,100,"ungram","pl"
"1468","KERNELS","c","15","1","checks",3,75,455,100,"ungram","pl"
"1469","KERNELS","c","15","1","apparently",4,75,866,100,"ungram","pl"
"1470","KERNELS","c","15","1","was",5,75,422,100,"ungram","pl"
"1471","KERNELS","c","15","1","signed",6,75,645,100,"ungram","pl"
"1472","KERNELS","c","15","1","by",7,75,398,100,"ungram","pl"
"1473","KERNELS","c","15","1","a",8,75,465,100,"ungram","pl"
"1474","KERNELS","c","15","1","well-known",9,75,371,100,"ungram","pl"
"1475","KERNELS","c","15","1","con",10,75,382,100,"ungram","pl"
"1476","KERNELS","c","15","1","artist",11,75,585,100,"ungram","pl"
"1477","KERNELS","c","15","1","who",12,75,398,100,"ungram","pl"
"1478","KERNELS","c","15","1","convinced",13,75,389,100,"ungram","pl"
"1479","KERNELS","c","15","1","old",14,75,415,100,"ungram","pl"
"1480","KERNELS","c","15","1","ladies",15,75,439,100,"ungram","pl"
"1481","KERNELS","c","15","1","to",16,75,362,100,"ungram","pl"
"1482","KERNELS","c","15","1","invest",17,75,342,100,"ungram","pl"
"1483","KERNELS","c","15","1","in",18,75,350,100,"ungram","pl"
"1484","KERNELS","c","15","1","his",19,75,492,100,"ungram","pl"
"1485","KERNELS","c","15","1","business",20,75,392,100,"ungram","pl"
"1486","KERNELS","c","15","1","enterprises.",21,75,369,100,"ungram","pl"
"1524","KERNELS","a","9","1","The",1,78,369,100,"gram","sg"
"1525","KERNELS","a","9","1","erroneous",2,78,409,100,"gram","sg"
"1526","KERNELS","a","9","1","citation",3,78,1290,100,"gram","sg"
"1527","KERNELS","a","9","1","unfortunately",4,78,538,100,"gram","sg"
"1528","KERNELS","a","9","1","was",5,78,368,100,"gram","sg"
"1529","KERNELS","a","9","1","responsible",6,78,351,100,"gram","sg"
"1530","KERNELS","a","9","1","for",7,78,355,100,"gram","sg"
"1531","KERNELS","a","9","1","many",8,78,296,100,"gram","sg"
"1532","KERNELS","a","9","1","wasted",9,78,573,100,"gram","sg"
"1533","KERNELS","a","9","1","hours",10,78,439,100,"gram","sg"
"1534","KERNELS","a","9","1","in",11,78,285,100,"gram","sg"
"1535","KERNELS","a","9","1","the",12,78,278,100,"gram","sg"
"1536","KERNELS","a","9","1","library,",13,78,273,100,"gram","sg"
"1537","KERNELS","a","9","1","but",14,78,311,100,"gram","sg"
"1538","KERNELS","a","9","1","the",15,78,287,100,"gram","sg"
"1539","KERNELS","a","9","1","research",16,78,300,100,"gram","sg"
"1540","KERNELS","a","9","1","assistant",17,78,300,100,"gram","sg"
"1541","KERNELS","a","9","1","eventually",18,78,383,100,"gram","sg"
"1542","KERNELS","a","9","1","realized",19,78,423,100,"gram","sg"
"1543","KERNELS","a","9","1","the",20,78,377,100,"gram","sg"
"1544","KERNELS","a","9","1","error.",21,78,387,100,"gram","sg"
"1605","KERNELS","b","18","1","The",1,82,371,100,"ungram","sg"
"1606","KERNELS","b","18","1","beautiful",2,82,501,100,"ungram","sg"
"1607","KERNELS","b","18","1","entrance",3,82,458,100,"ungram","sg"
"1608","KERNELS","b","18","1","evidently",4,82,398,100,"ungram","sg"
"1609","KERNELS","b","18","1","were",5,82,1092,100,"ungram","sg"
"1610","KERNELS","b","18","1","hard",6,82,500,100,"ungram","sg"
"1611","KERNELS","b","18","1","to",7,82,384,100,"ungram","sg"
"1612","KERNELS","b","18","1","clean",8,82,414,100,"ungram","sg"
"1613","KERNELS","b","18","1","because",9,82,415,100,"ungram","sg"
"1614","KERNELS","b","18","1","of",10,82,367,100,"ungram","sg"
"1615","KERNELS","b","18","1","all",11,82,350,100,"ungram","sg"
"1616","KERNELS","b","18","1","of",12,82,327,100,"ungram","sg"
"1617","KERNELS","b","18","1","the",13,82,285,100,"ungram","sg"
"1618","KERNELS","b","18","1","delicate",14,82,335,100,"ungram","sg"
"1619","KERNELS","b","18","1","carvings",15,82,363,100,"ungram","sg"
"1620","KERNELS","b","18","1","and",16,82,357,100,"ungram","sg"
"1621","KERNELS","b","18","1","intricate",17,82,305,100,"ungram","sg"
"1622","KERNELS","b","18","1","lettering.",18,82,744,100,"ungram","sg"
"1646","KERNELS","a","21","1","The",1,84,355,100,"gram","sg"
"1647","KERNELS","a","21","1","unexpected",2,84,1108,100,"gram","sg"
"1648","KERNELS","a","21","1","gift",3,84,368,100,"gram","sg"
"1649","KERNELS","a","21","1","apparently",4,84,401,100,"gram","sg"
"1650","KERNELS","a","21","1","was",5,84,369,100,"gram","sg"
"1651","KERNELS","a","21","1","from",6,84,346,100,"gram","sg"
"1652","KERNELS","a","21","1","a",7,84,352,100,"gram","sg"
"1653","KERNELS","a","21","1","charitable",8,84,308,100,"gram","sg"
"1654","KERNELS","a","21","1","organization,",9,84,365,100,"gram","sg"
"1655","KERNELS","a","21","1","and",10,84,393,100,"gram","sg"
"1656","KERNELS","a","21","1","the",11,84,287,100,"gram","sg"
"1657","KERNELS","a","21","1","recipient",12,84,343,100,"gram","sg"
"1658","KERNELS","a","21","1","didn't",13,84,322,100,"gram","sg"
"1659","KERNELS","a","21","1","realize",14,84,301,100,"gram","sg"
