"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","match"
"83840","BOCK","a","19","19","city.",15,108,329,100,"gramm","match"
"83946","BOCK","d","22","19","The",1,115,222,100,"ungram","mismatch"
"83947","BOCK","d","22","19","path",2,115,251,100,"ungram","mismatch"
"83948","BOCK","d","22","19","to",3,115,235,100,"ungram","mismatch"
"83949","BOCK","d","22","19","the",4,115,240,100,"ungram","mismatch"
"83950","BOCK","d","22","19","monuments",5,115,222,100,"ungram","mismatch"
"83951","BOCK","d","22","19","happily",6,115,226,100,"ungram","mismatch"
"83952","BOCK","d","22","19","were",7,115,216,100,"ungram","mismatch"
"83953","BOCK","d","22","19","lined",8,115,222,100,"ungram","mismatch"
"83954","BOCK","d","22","19","with",9,115,224,100,"ungram","mismatch"
"83955","BOCK","d","22","19","lovely",10,115,230,100,"ungram","mismatch"
"83956","BOCK","d","22","19","trees",11,115,213,100,"ungram","mismatch"
"83957","BOCK","d","22","19","and",12,115,189,100,"ungram","mismatch"
"83958","BOCK","d","22","19","flowers.",13,115,184,100,"ungram","mismatch"
"84069","BOCK","a","3","19","The",1,123,287,100,"gramm","match"
"84070","BOCK","a","3","19","mistake",2,123,267,100,"gramm","match"
"84071","BOCK","a","3","19","in",3,123,243,100,"gramm","match"
"84072","BOCK","a","3","19","the",4,123,259,100,"gramm","match"
"84073","BOCK","a","3","19","program",5,123,254,100,"gramm","match"
"84074","BOCK","a","3","19","certainly",6,123,243,100,"gramm","match"
"84075","BOCK","a","3","19","was",7,123,259,100,"gramm","match"
"84076","BOCK","a","3","19","disastrous",8,123,246,100,"gramm","match"
"84077","BOCK","a","3","19","for",9,123,256,100,"gramm","match"
"84078","BOCK","a","3","19","the",10,123,268,100,"gramm","match"
"84079","BOCK","a","3","19","small",11,123,251,100,"gramm","match"
"84080","BOCK","a","3","19","software",12,123,262,100,"gramm","match"
"84081","BOCK","a","3","19","company.",13,123,331,100,"gramm","match"
"84190","BOCK","c","9","19","The",1,130,270,100,"ungram","match"
"84191","BOCK","c","9","19","citation",2,130,259,100,"ungram","match"
"84192","BOCK","c","9","19","on",3,130,302,100,"ungram","match"
"84193","BOCK","c","9","19","the",4,130,259,100,"ungram","match"
"84194","BOCK","c","9","19","notecard",5,130,262,100,"ungram","match"
"84195","BOCK","c","9","19","unfortunately",6,130,269,100,"ungram","match"
"84196","BOCK","c","9","19","were",7,130,253,100,"ungram","match"
"84197","BOCK","c","9","19","quite",8,130,265,100,"ungram","match"
"84198","BOCK","c","9","19","difficult",9,130,291,100,"ungram","match"
"84199","BOCK","c","9","19","to",10,130,267,100,"ungram","match"
"84200","BOCK","c","9","19","track",11,130,270,100,"ungram","match"
"84201","BOCK","c","9","19","down",12,130,259,100,"ungram","match"
"84202","BOCK","c","9","19","using",13,130,276,100,"ungram","match"
"84203","BOCK","c","9","19","the",14,130,289,100,"ungram","match"
"84204","BOCK","c","9","19","library's",15,130,278,100,"ungram","match"
"84205","BOCK","c","9","19","limited",16,130,277,100,"ungram","match"
"84206","BOCK","c","9","19","resources.",17,130,369,100,"ungram","match"
"84288","BOCK","b","4","19","The",1,136,276,100,"gramm","mismatch"
"84289","BOCK","b","4","19","label",2,136,267,100,"gramm","mismatch"
"84290","BOCK","b","4","19","on",3,136,273,100,"gramm","mismatch"
"84291","BOCK","b","4","19","the",4,136,273,100,"gramm","mismatch"
"84292","BOCK","b","4","19","containers",5,136,254,100,"gramm","mismatch"
"84293","BOCK","b","4","19","probably",6,136,291,100,"gramm","mismatch"
"84294","BOCK","b","4","19","was",7,136,270,100,"gramm","mismatch"
"84295","BOCK","b","4","19","a",8,136,246,100,"gramm","mismatch"
"84296","BOCK","b","4","19","warning",9,136,278,100,"gramm","mismatch"
"84297","BOCK","b","4","19","about",10,136,267,100,"gramm","mismatch"
"84298","BOCK","b","4","19","the",11,136,281,100,"gramm","mismatch"
"84299","BOCK","b","4","19","hazardous",12,136,264,100,"gramm","mismatch"
"84300","BOCK","b","4","19","chemicals",13,136,280,100,"gramm","mismatch"
"84301","BOCK","b","4","19","inside.",14,136,371,100,"gramm","mismatch"
"84794","BOCK","c","13","19","The",1,166,265,100,"ungram","match"
"84795","BOCK","c","13","19","door",2,166,262,100,"ungram","match"
"84796","BOCK","c","13","19","to",3,166,270,100,"ungram","match"
"84797","BOCK","c","13","19","the",4,166,280,100,"ungram","match"
"84798","BOCK","c","13","19","laboratory",5,166,267,100,"ungram","match"
"84799","BOCK","c","13","19","accidentally",6,166,296,100,"ungram","match"
"84800","BOCK","c","13","19","were",7,166,381,100,"ungram","match"
"84801","BOCK","c","13","19","left",8,166,294,100,"ungram","match"
"84802","BOCK","c","13","19","unlocked",9,166,331,100,"ungram","match"
"84803","BOCK","c","13","19","accidentally",10,166,398,100,"ungram","match"
"84804","BOCK","c","13","19","by",11,166,462,100,"ungram","match"
"84805","BOCK","c","13","19","the",12,166,259,100,"ungram","match"
"84806","BOCK","c","13","19","cleaning",13,166,299,100,"ungram","match"
"84807","BOCK","c","13","19","service.",14,166,398,100,"ungram","match"
"84898","BOCK","b","20","19","The",1,172,251,100,"gramm","mismatch"
"84899","BOCK","b","20","19","bridge",2,172,256,100,"gramm","mismatch"
"84900","BOCK","b","20","19","to",3,172,305,100,"gramm","mismatch"
"84901","BOCK","b","20","19","the",4,172,262,100,"gramm","mismatch"
"84902","BOCK","b","20","19","islands",5,172,262,100,"gramm","mismatch"
"84903","BOCK","b","20","19","apparently",6,172,283,100,"gramm","mismatch"
"84904","BOCK","b","20","19","was",7,172,293,100,"gramm","mismatch"
"84905","BOCK","b","20","19","about",8,172,259,100,"gramm","mismatch"
"84906","BOCK","b","20","19","ten",9,172,272,100,"gramm","mismatch"
"84907","BOCK","b","20","19","miles",10,172,253,100,"gramm","mismatch"
"84908","BOCK","b","20","19","off",11,172,264,100,"gramm","mismatch"
"84909","BOCK","b","20","19","the",12,172,253,100,"gramm","mismatch"
"84910","BOCK","b","20","19","main",13,172,246,100,"gramm","mismatch"
"84911","BOCK","b","20","19","highway.",14,172,382,100,"gramm","mismatch"
"85120","BOCK","b","12","19","The",1,186,276,100,"gramm","mismatch"
"85121","BOCK","b","12","19","flaw",2,186,280,100,"gramm","mismatch"
"85122","BOCK","b","12","19","in",3,186,292,100,"gramm","mismatch"
"85123","BOCK","b","12","19","the",4,186,265,100,"gramm","mismatch"
"85124","BOCK","b","12","19","arguments",5,186,262,100,"gramm","mismatch"
"85125","BOCK","b","12","19","usually",6,186,272,100,"gramm","mismatch"
"85126","BOCK","b","12","19","was",7,186,484,100,"gramm","mismatch"
"85127","BOCK","b","12","19","clear",8,186,296,100,"gramm","mismatch"
"85128","BOCK","b","12","19","to",9,186,237,100,"gramm","mismatch"
"85129","BOCK","b","12","19","everyone",10,186,253,100,"gramm","mismatch"
"85130","BOCK","b","12","19","in",11,186,243,100,"gramm","mismatch"
"85131","BOCK","b","12","19","the",12,186,243,100,"gramm","mismatch"
"85132","BOCK","b","12","19","lecture",13,186,221,100,"gramm","mismatch"
"85133","BOCK","b","12","19","hall",14,186,242,100,"gramm","mismatch"
"85134","BOCK","b","12","19","after",15,186,240,100,"gramm","mismatch"
"85135","BOCK","b","12","19","just",16,186,232,100,"gramm","mismatch"
"85136","BOCK","b","12","19","five",17,186,245,100,"gramm","mismatch"
"85137","BOCK","b","12","19","minutes.",18,186,302,100,"gramm","mismatch"
"85197","BOCK","a","11","19","The",1,191,287,100,"gramm","match"
"85198","BOCK","a","11","19","traitor",2,191,291,100,"gramm","match"
"85199","BOCK","a","11","19","in",3,191,259,100,"gramm","match"
"85200","BOCK","a","11","19","the",4,191,265,100,"gramm","match"
"85201","BOCK","a","11","19","camp",5,191,273,100,"gramm","match"
"85202","BOCK","a","11","19","regrettably",6,191,259,100,"gramm","match"
"85203","BOCK","a","11","19","was",7,191,264,100,"gramm","match"
"85204","BOCK","a","11","19","passing",8,191,267,100,"gramm","match"
"85205","BOCK","a","11","19","information",9,191,264,100,"gramm","match"
"85206","BOCK","a","11","19","to",10,191,248,100,"gramm","match"
"85207","BOCK","a","11","19","the",11,191,246,100,"gramm","match"
"85208","BOCK","a","11","19","enemy",12,191,273,100,"gramm","match"
"85209","BOCK","a","11","19","through",13,191,272,100,"gramm","match"
"85210","BOCK","a","11","19","various",14,191,269,100,"gramm","match"
"85211","BOCK","a","11","19","secret",15,191,272,100,"gramm","match"
"85212","BOCK","a","11","19","methods.",16,191,355,100,"gramm","match"
"85366","BOCK","a","15","19","The",1,200,251,100,"gramm","match"
"85367","BOCK","a","15","19","check",2,200,276,100,"gramm","match"
"85368","BOCK","a","15","19","from",3,200,270,100,"gramm","match"
"85369","BOCK","a","15","19","the",4,200,261,100,"gramm","match"
"85370","BOCK","a","15","19","stockbroker",5,200,264,100,"gramm","match"
"85371","BOCK","a","15","19","happily",6,200,261,100,"gramm","match"
"85372","BOCK","a","15","19","was",7,200,262,100,"gramm","match"
"85373","BOCK","a","15","19","a",8,200,273,100,"gramm","match"
"85374","BOCK","a","15","19","dividend",9,200,264,100,"gramm","match"
"85375","BOCK","a","15","19","on",10,200,281,100,"gramm","match"
"85376","BOCK","a","15","19","a",11,200,257,100,"gramm","match"
"85377","BOCK","a","15","19","long-term",12,200,288,100,"gramm","match"
"85378","BOCK","a","15","19","bond.",13,200,348,100,"gramm","match"
"85485","BOCK","d","2","19","The",1,207,278,100,"ungram","mismatch"
"85486","BOCK","d","2","19","picture",2,207,259,100,"ungram","mismatch"
"85487","BOCK","d","2","19","on",3,207,267,100,"ungram","mismatch"
"85488","BOCK","d","2","19","the",4,207,251,100,"ungram","mismatch"
"85489","BOCK","d","2","19","fliers",5,207,420,100,"ungram","mismatch"
"85490","BOCK","d","2","19","definitely",6,207,251,100,"ungram","mismatch"
"85491","BOCK","d","2","19","were",7,207,199,100,"ungram","mismatch"
"85492","BOCK","d","2","19","of",8,207,243,100,"ungram","mismatch"
"85493","BOCK","d","2","19","a",9,207,353,100,"ungram","mismatch"
"85494","BOCK","d","2","19","village",10,207,219,100,"ungram","mismatch"
"85495","BOCK","d","2","19","church",11,207,275,100,"ungram","mismatch"
"85496","BOCK","d","2","19","in",12,207,299,100,"ungram","mismatch"
"85497","BOCK","d","2","19","the",13,207,246,100,"ungram","mismatch"
"85498","BOCK","d","2","19","south",14,207,240,100,"ungram","mismatch"
"85499","BOCK","d","2","19","of",15,207,246,100,"ungram","mismatch"
"85500","BOCK","d","2","19","France.",16,207,278,100,"ungram","mismatch"
"86001","BOCK","b","16","19","The",1,238,255,100,"gramm","mismatch"
"86002","BOCK","b","16","19","key",2,238,243,100,"gramm","mismatch"
"86003","BOCK","b","16","19","to",3,238,246,100,"gramm","mismatch"
"86004","BOCK","b","16","19","the",4,238,233,100,"gramm","mismatch"
"86005","BOCK","b","16","19","cells",5,238,251,100,"gramm","mismatch"
"86006","BOCK","b","16","19","unsurprisingly",6,238,261,100,"gramm","mismatch"
"86007","BOCK","b","16","19","was",7,238,1275,100,"gramm","mismatch"
"86008","BOCK","b","16","19","rusty",8,238,267,100,"gramm","mismatch"
"86009","BOCK","b","16","19","from",9,238,289,100,"gramm","mismatch"
"86010","BOCK","b","16","19","many",10,238,262,100,"gramm","mismatch"
"86011","BOCK","b","16","19","years",11,238,297,100,"gramm","mismatch"
"86012","BOCK","b","16","19","of",12,238,321,100,"gramm","mismatch"
"86013","BOCK","b","16","19","disuse.",13,238,436,100,"gramm","mismatch"
"86121","BOCK","a","23","19","The",1,246,330,100,"gramm","match"
"86122","BOCK","a","23","19","message",2,246,332,100,"gramm","match"
"86123","BOCK","a","23","19","from",3,246,308,100,"gramm","match"
"86124","BOCK","a","23","19","the",4,246,311,100,"gramm","match"
"86125","BOCK","a","23","19","engineer",5,246,311,100,"gramm","match"
"86126","BOCK","a","23","19","regrettably",6,246,323,100,"gramm","match"
"86127","BOCK","a","23","19","was",7,246,302,100,"gramm","match"
"86128","BOCK","a","23","19","about",8,246,275,100,"gramm","match"
"86129","BOCK","a","23","19","the",9,246,316,100,"gramm","match"
"86130","BOCK","a","23","19","recent",10,246,297,100,"gramm","match"
"86131","BOCK","a","23","19","weakening",11,246,308,100,"gramm","match"
"86132","BOCK","a","23","19","to",12,246,299,100,"gramm","match"
"86133","BOCK","a","23","19","the",13,246,335,100,"gramm","match"
"86134","BOCK","a","23","19","building's",14,246,275,100,"gramm","match"
"86135","BOCK","a","23","19","structural",15,246,318,100,"gramm","match"
"86136","BOCK","a","23","19","supports.",16,246,291,100,"gramm","match"
"86180","BOCK","c","21","19","The",1,250,289,100,"ungram","match"
"86181","BOCK","c","21","19","gift",2,250,254,100,"ungram","match"
"86182","BOCK","c","21","19","from",3,250,273,100,"ungram","match"
"86183","BOCK","c","21","19","the",4,250,267,100,"ungram","match"
"86184","BOCK","c","21","19","visitor",5,250,281,100,"ungram","match"
"86185","BOCK","c","21","19","apparently",6,250,289,100,"ungram","match"
"86186","BOCK","c","21","19","were",7,250,305,100,"ungram","match"
"86187","BOCK","c","21","19","a",8,250,294,100,"ungram","match"
"86188","BOCK","c","21","19","beautiful",9,250,299,100,"ungram","match"
"86189","BOCK","c","21","19","clock",10,250,280,100,"ungram","match"
"86190","BOCK","c","21","19","from",11,250,267,100,"ungram","match"
"86191","BOCK","c","21","19","Germany.",12,250,259,100,"ungram","match"
"86243","BOCK","b","24","19","The",1,254,249,100,"gramm","mismatch"
"86244","BOCK","b","24","19","gate",2,254,257,100,"gramm","mismatch"
"86245","BOCK","b","24","19","to",3,254,249,100,"gramm","mismatch"
"86246","BOCK","b","24","19","the",4,254,219,100,"gramm","mismatch"
"86247","BOCK","b","24","19","pastures",5,254,245,100,"gramm","mismatch"
"86248","BOCK","b","24","19","evidently",6,254,240,100,"gramm","mismatch"
"86249","BOCK","b","24","19","was",7,254,294,100,"gramm","mismatch"
"86250","BOCK","b","24","19","falling",8,254,267,100,"gramm","mismatch"
"86251","BOCK","b","24","19","down",9,254,278,100,"gramm","mismatch"
"86252","BOCK","b","24","19","due",10,254,282,100,"gramm","mismatch"
"86253","BOCK","b","24","19","to",11,254,265,100,"gramm","mismatch"
"86254","BOCK","b","24","19","disrepair.",12,254,321,100,"gramm","mismatch"
"86397","BOCK","d","14","19","The",1,263,243,100,"ungram","mismatch"
"86398","BOCK","d","14","19","memo",2,263,240,100,"ungram","mismatch"
"86399","BOCK","d","14","19","from",3,263,251,100,"ungram","mismatch"
"86400","BOCK","d","14","19","the",4,263,246,100,"ungram","mismatch"
"86401","BOCK","d","14","19","supervisors",5,263,227,100,"ungram","mismatch"
"86402","BOCK","d","14","19","unfortunately",6,263,259,100,"ungram","mismatch"
"86403","BOCK","d","14","19","were",7,263,280,100,"ungram","mismatch"
"86404","BOCK","d","14","19","about",8,263,262,100,"ungram","mismatch"
"86405","BOCK","d","14","19","the",9,263,273,100,"ungram","mismatch"
"86406","BOCK","d","14","19","delinquent",10,263,286,100,"ungram","mismatch"
"86407","BOCK","d","14","19","tax",11,263,353,100,"ungram","mismatch"
"86408","BOCK","d","14","19","return.",12,263,374,100,"ungram","mismatch"
"87120","BOCK","a","10","20","The",1,28,478,100,"gramm","match"
"87121","BOCK","a","10","20","advertisement",2,28,439,100,"gramm","match"
"87122","BOCK","a","10","20","on",3,28,401,100,"gramm","match"
"87123","BOCK","a","10","20","the",4,28,423,100,"gramm","match"
"87124","BOCK","a","10","20","skyscraper",5,28,407,100,"gramm","match"
"87125","BOCK","a","10","20","typically",6,28,415,100,"gramm","match"
"87126","BOCK","a","10","20","was",7,28,385,100,"gramm","match"
"87127","BOCK","a","10","20","hard",8,28,705,100,"gramm","match"
"87128","BOCK","a","10","20","to",9,28,394,100,"gramm","match"
"87129","BOCK","a","10","20","read",10,28,386,100,"gramm","match"
"87130","BOCK","a","10","20","except",11,28,584,100,"gramm","match"
"87131","BOCK","a","10","20","from",12,28,438,100,"gramm","match"
"87132","BOCK","a","10","20","a",13,28,552,100,"gramm","match"
"87133","BOCK","a","10","20","long",14,28,399,100,"gramm","match"
"87134","BOCK","a","10","20","distance",15,28,501,100,"gramm","match"
"87135","BOCK","a","10","20","away.",16,28,2574,100,"gramm","match"
"87253","BOCK","c","20","20","The",1,36,354,100,"ungram","match"
"87254","BOCK","c","20","20","bridge",2,36,340,100,"ungram","match"
"87255","BOCK","c","20","20","to",3,36,520,100,"ungram","match"
"87256","BOCK","c","20","20","the",4,36,341,100,"ungram","match"
"87257","BOCK","c","20","20","island",5,36,322,100,"ungram","match"
"87258","BOCK","c","20","20","apparently",6,36,318,100,"ungram","match"
"87259","BOCK","c","20","20","were",7,36,388,100,"ungram","match"
"87260","BOCK","c","20","20","about",8,36,364,100,"ungram","match"
"87261","BOCK","c","20","20","ten",9,36,579,100,"ungram","match"
"87262","BOCK","c","20","20","miles",10,36,383,100,"ungram","match"
"87263","BOCK","c","20","20","off",11,36,354,100,"ungram","match"
"87264","BOCK","c","20","20","the",12,36,367,100,"ungram","match"
"87265","BOCK","c","20","20","main",13,36,415,100,"ungram","match"
"87266","BOCK","c","20","20","highway.",14,36,1005,100,"ungram","match"
"87321","BOCK","a","22","20","The",1,40,351,100,"gramm","match"
"87322","BOCK","a","22","20","path",2,40,410,100,"gramm","match"
"87323","BOCK","a","22","20","to",3,40,378,100,"gramm","match"
"87324","BOCK","a","22","20","the",4,40,375,100,"gramm","match"
"87325","BOCK","a","22","20","monument",5,40,359,100,"gramm","match"
"87326","BOCK","a","22","20","happily",6,40,477,100,"gramm","match"
"87327","BOCK","a","22","20","was",7,40,391,100,"gramm","match"
"87328","BOCK","a","22","20","lined",8,40,383,100,"gramm","match"
"87329","BOCK","a","22","20","with",9,40,367,100,"gramm","match"
"87330","BOCK","a","22","20","lovely",10,40,380,100,"gramm","match"
"87331","BOCK","a","22","20","trees",11,40,340,100,"gramm","match"
"87332","BOCK","a","22","20","and",12,40,402,100,"gramm","match"
"87333","BOCK","a","22","20","flowers.",13,40,700,100,"gramm","match"
"87445","BOCK","b","3","20","The",1,47,400,100,"gramm","mismatch"
"87446","BOCK","b","3","20","mistake",2,47,393,100,"gramm","mismatch"
"87447","BOCK","b","3","20","in",3,47,388,100,"gramm","mismatch"
"87448","BOCK","b","3","20","the",4,47,348,100,"gramm","mismatch"
"87449","BOCK","b","3","20","programs",5,47,310,100,"gramm","mismatch"
"87450","BOCK","b","3","20","certainly",6,47,348,100,"gramm","mismatch"
"87451","BOCK","b","3","20","was",7,47,410,100,"gramm","mismatch"
"87452","BOCK","b","3","20","disastrous",8,47,323,100,"gramm","mismatch"
"87453","BOCK","b","3","20","for",9,47,342,100,"gramm","mismatch"
"87454","BOCK","b","3","20","the",10,47,314,100,"gramm","mismatch"
"87455","BOCK","b","3","20","small",11,47,338,100,"gramm","mismatch"
"87456","BOCK","b","3","20","software",12,47,327,100,"gramm","mismatch"
"87457","BOCK","b","3","20","company.",13,47,576,100,"gramm","mismatch"
"87588","BOCK","a","18","20","The",1,55,371,100,"gramm","match"
"87589","BOCK","a","18","20","entrance",2,55,345,100,"gramm","match"
"87590","BOCK","a","18","20","to",3,55,350,100,"gramm","match"
"87591","BOCK","a","18","20","the",4,55,329,100,"gramm","match"
"87592","BOCK","a","18","20","exhibit",5,55,329,100,"gramm","match"
"87593","BOCK","a","18","20","evidently",6,55,305,100,"gramm","match"
"87594","BOCK","a","18","20","was",7,55,402,100,"gramm","match"
"87595","BOCK","a","18","20","hard",8,55,2255,100,"gramm","match"
"87596","BOCK","a","18","20","to",9,55,451,100,"gramm","match"
"87597","BOCK","a","18","20","locate",10,55,450,100,"gramm","match"
"87598","BOCK","a","18","20","on",11,55,394,100,"gramm","match"
"87599","BOCK","a","18","20","the",12,55,353,100,"gramm","match"
"87600","BOCK","a","18","20","diagram.",13,55,501,100,"gramm","match"
"87819","BOCK","c","8","20","The",1,69,293,100,"ungram","match"
"87820","BOCK","c","8","20","defect",2,69,576,100,"ungram","match"
"87821","BOCK","c","8","20","in",3,69,367,100,"ungram","match"
"87822","BOCK","c","8","20","the",4,69,416,100,"ungram","match"
"87823","BOCK","c","8","20","appliance",5,69,345,100,"ungram","match"
"87824","BOCK","c","8","20","likely",6,69,399,100,"ungram","match"
"87825","BOCK","c","8","20","were",7,69,442,100,"ungram","match"
"87826","BOCK","c","8","20","unknown",8,69,383,100,"ungram","match"
"87827","BOCK","c","8","20","to",9,69,906,100,"ungram","match"
"87828","BOCK","c","8","20","consumers",10,69,493,100,"ungram","match"
"87829","BOCK","c","8","20","and",11,69,595,100,"ungram","match"
"87830","BOCK","c","8","20","government",12,69,624,100,"ungram","match"
"87831","BOCK","c","8","20","regulators.",13,69,1495,100,"ungram","match"
"87925","BOCK","c","4","20","The",1,75,386,100,"ungram","match"
"87926","BOCK","c","4","20","label",2,75,406,100,"ungram","match"
"87927","BOCK","c","4","20","on",3,75,348,100,"ungram","match"
"87928","BOCK","c","4","20","the",4,75,318,100,"ungram","match"
"87929","BOCK","c","4","20","container",5,75,339,100,"ungram","match"
"87930","BOCK","c","4","20","probably",6,75,337,100,"ungram","match"
"87931","BOCK","c","4","20","were",7,75,358,100,"ungram","match"
"87932","BOCK","c","4","20","a",8,75,367,100,"ungram","match"
"87933","BOCK","c","4","20","warning",9,75,696,100,"ungram","match"
"87934","BOCK","c","4","20","about",10,75,463,100,"ungram","match"
"87935","BOCK","c","4","20","the",11,75,420,100,"ungram","match"
"87936","BOCK","c","4","20","hazardous",12,75,372,100,"ungram","match"
"87937","BOCK","c","4","20","chemicals",13,75,420,100,"ungram","match"
"87938","BOCK","c","4","20","inside.",14,75,388,100,"ungram","match"
"87993","BOCK","d","1","20","The",1,79,488,100,"ungram","mismatch"
"87994","BOCK","d","1","20","slogan",2,79,294,100,"ungram","mismatch"
"87995","BOCK","d","1","20","on",3,79,297,100,"ungram","mismatch"
"87996","BOCK","d","1","20","the",4,79,259,100,"ungram","mismatch"
"87997","BOCK","d","1","20","posters",5,79,259,100,"ungram","mismatch"
"87998","BOCK","d","1","20","unsurprisingly",6,79,299,100,"ungram","mismatch"
"87999","BOCK","d","1","20","were",7,79,355,100,"ungram","mismatch"
"88000","BOCK","d","1","20","designed",8,79,629,100,"ungram","mismatch"
"88001","BOCK","d","1","20","to",9,79,339,100,"ungram","mismatch"
"88002","BOCK","d","1","20","get",10,79,394,100,"ungram","mismatch"
"88003","BOCK","d","1","20","attention.",11,79,3169,100,"ungram","mismatch"
"88018","BOCK","d","13","20","The",1,81,432,100,"ungram","mismatch"
"88019","BOCK","d","13","20","door",2,81,391,100,"ungram","mismatch"
"88020","BOCK","d","13","20","to",3,81,334,100,"ungram","mismatch"
"88021","BOCK","d","13","20","the",4,81,335,100,"ungram","mismatch"
"88022","BOCK","d","13","20","laboratories",5,81,645,100,"ungram","mismatch"
"88023","BOCK","d","13","20","accidentally",6,81,334,100,"ungram","mismatch"
"88024","BOCK","d","13","20","were",7,81,310,100,"ungram","mismatch"
"88025","BOCK","d","13","20","left",8,81,377,100,"ungram","mismatch"
"88026","BOCK","d","13","20","unlocked",9,81,329,100,"ungram","mismatch"
"88027","BOCK","d","13","20","accidentally",10,81,407,100,"ungram","mismatch"
"88028","BOCK","d","13","20","by",11,81,919,100,"ungram","mismatch"
"88029","BOCK","d","13","20","the",12,81,399,100,"ungram","mismatch"
"88030","BOCK","d","13","20","cleaning",13,81,364,100,"ungram","mismatch"
"88031","BOCK","d","13","20","service.",14,81,367,100,"ungram","mismatch"
"88538","BOCK","b","19","20","The",1,112,341,0,"gramm","mismatch"
"88539","BOCK","b","19","20","warning",2,112,318,0,"gramm","mismatch"
"88540","BOCK","b","19","20","from",3,112,334,0,"gramm","mismatch"
"88541","BOCK","b","19","20","the",4,112,294,0,"gramm","mismatch"
"88542","BOCK","b","19","20","experts",5,112,332,0,"gramm","mismatch"
"88543","BOCK","b","19","20","unsurprisingly",6,112,339,0,"gramm","mismatch"
"88544","BOCK","b","19","20","was",7,112,371,0,"gramm","mismatch"
"88545","BOCK","b","19","20","a",8,112,348,0,"gramm","mismatch"
"88546","BOCK","b","19","20","shock",9,112,324,0,"gramm","mismatch"
"88547","BOCK","b","19","20","to",10,112,316,0,"gramm","mismatch"
"88548","BOCK","b","19","20","the",11,112,351,0,"gramm","mismatch"
"88549","BOCK","b","19","20","residents",12,112,541,0,"gramm","mismatch"
"88550","BOCK","b","19","20","of",13,112,533,0,"gramm","mismatch"
"88551","BOCK","b","19","20","the",14,112,378,0,"gramm","mismatch"
"88552","BOCK","b","19","20","city.",15,112,388,0,"gramm","mismatch"
"88635","BOCK","d","9","20","The",1,118,279,100,"ungram","mismatch"
"88636","BOCK","d","9","20","citation",2,118,340,100,"ungram","mismatch"
"88637","BOCK","d","9","20","on",3,118,522,100,"ungram","mismatch"
"88638","BOCK","d","9","20","the",4,118,300,100,"ungram","mismatch"
"88639","BOCK","d","9","20","notecards",5,118,323,100,"ungram","mismatch"
"88640","BOCK","d","9","20","unfortunately",6,118,371,100,"ungram","mismatch"
"88641","BOCK","d","9","20","were",7,118,404,100,"ungram","mismatch"
"88642","BOCK","d","9","20","quite",8,118,299,100,"ungram","mismatch"
"88643","BOCK","d","9","20","difficult",9,118,316,100,"ungram","mismatch"
"88644","BOCK","d","9","20","to",10,118,324,100,"ungram","mismatch"
"88645","BOCK","d","9","20","track",11,118,356,100,"ungram","mismatch"
"88646","BOCK","d","9","20","down",12,118,289,100,"ungram","mismatch"
"88647","BOCK","d","9","20","using",13,118,391,100,"ungram","mismatch"
"88648","BOCK","d","9","20","the",14,118,358,100,"ungram","mismatch"
"88649","BOCK","d","9","20","library's",15,118,369,100,"ungram","mismatch"
"88650","BOCK","d","9","20","limited",16,118,449,100,"ungram","mismatch"
"88651","BOCK","d","9","20","resources.",17,118,1696,100,"ungram","mismatch"
"88705","BOCK","b","11","20","The",1,122,338,100,"gramm","mismatch"
"88706","BOCK","b","11","20","traitor",2,122,299,100,"gramm","mismatch"
"88707","BOCK","b","11","20","in",3,122,299,100,"gramm","mismatch"
"88708","BOCK","b","11","20","the",4,122,302,100,"gramm","mismatch"
"88709","BOCK","b","11","20","camps",5,122,283,100,"gramm","mismatch"
"88710","BOCK","b","11","20","regrettably",6,122,247,100,"gramm","mismatch"
"88711","BOCK","b","11","20","was",7,122,433,100,"gramm","mismatch"
"88712","BOCK","b","11","20","passing",8,122,327,100,"gramm","mismatch"
"88713","BOCK","b","11","20","information",9,122,312,100,"gramm","mismatch"
"88714","BOCK","b","11","20","to",10,122,327,100,"gramm","mismatch"
"88715","BOCK","b","11","20","the",11,122,321,100,"gramm","mismatch"
"88716","BOCK","b","11","20","enemy",12,122,300,100,"gramm","mismatch"
"88717","BOCK","b","11","20","through",13,122,302,100,"gramm","mismatch"
"88718","BOCK","b","11","20","various",14,122,235,100,"gramm","mismatch"
"88719","BOCK","b","11","20","secret",15,122,453,100,"gramm","mismatch"
"88720","BOCK","b","11","20","methods.",16,122,291,100,"gramm","mismatch"
"88755","BOCK","b","15","20","The",1,125,419,100,"gramm","mismatch"
"88756","BOCK","b","15","20","check",2,125,372,100,"gramm","mismatch"
"88757","BOCK","b","15","20","from",3,125,370,100,"gramm","mismatch"
"88758","BOCK","b","15","20","the",4,125,342,100,"gramm","mismatch"
"88759","BOCK","b","15","20","stockbrokers",5,125,414,100,"gramm","mismatch"
"88760","BOCK","b","15","20","happily",6,125,575,100,"gramm","mismatch"
"88761","BOCK","b","15","20","was",7,125,413,100,"gramm","mismatch"
"88762","BOCK","b","15","20","a",8,125,348,100,"gramm","mismatch"
"88763","BOCK","b","15","20","dividend",9,125,326,100,"gramm","mismatch"
"88764","BOCK","b","15","20","on",10,125,375,100,"gramm","mismatch"
"88765","BOCK","b","15","20","a",11,125,337,100,"gramm","mismatch"
