"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","match"
"346","BOCK","c","3","1","The",1,20,276,100,"ungram","match"
"347","BOCK","c","3","1","mistake",2,20,283,100,"ungram","match"
"348","BOCK","c","3","1","in",3,20,332,100,"ungram","match"
"349","BOCK","c","3","1","the",4,20,327,100,"ungram","match"
"350","BOCK","c","3","1","program",5,20,380,100,"ungram","match"
"351","BOCK","c","3","1","certainly",6,20,362,100,"ungram","match"
"352","BOCK","c","3","1","were",7,20,380,100,"ungram","match"
"353","BOCK","c","3","1","disastrous",8,20,416,100,"ungram","match"
"354","BOCK","c","3","1","for",9,20,466,100,"ungram","match"
"355","BOCK","c","3","1","the",10,20,364,100,"ungram","match"
"356","BOCK","c","3","1","small",11,20,325,100,"ungram","match"
"357","BOCK","c","3","1","software",12,20,303,100,"ungram","match"
"358","BOCK","c","3","1","company.",13,20,375,100,"ungram","match"
"405","BOCK","d","16","1","The",1,24,397,100,"ungram","mismatch"
"406","BOCK","d","16","1","key",2,24,367,100,"ungram","mismatch"
"407","BOCK","d","16","1","to",3,24,332,100,"ungram","mismatch"
"408","BOCK","d","16","1","the",4,24,324,100,"ungram","mismatch"
"409","BOCK","d","16","1","cells",5,24,303,100,"ungram","mismatch"
"410","BOCK","d","16","1","unsurprisingly",6,24,292,100,"ungram","mismatch"
"411","BOCK","d","16","1","were",7,24,375,100,"ungram","mismatch"
"412","BOCK","d","16","1","rusty",8,24,298,100,"ungram","mismatch"
"413","BOCK","d","16","1","from",9,24,306,100,"ungram","mismatch"
"414","BOCK","d","16","1","many",10,24,309,100,"ungram","mismatch"
"415","BOCK","d","16","1","years",11,24,373,100,"ungram","mismatch"
"416","BOCK","d","16","1","of",12,24,335,100,"ungram","mismatch"
"417","BOCK","d","16","1","disuse.",13,24,284,100,"ungram","mismatch"
"466","BOCK","a","21","1","The",1,28,348,100,"gramm","match"
"467","BOCK","a","21","1","gift",2,28,364,100,"gramm","match"
"468","BOCK","a","21","1","from",3,28,343,100,"gramm","match"
"469","BOCK","a","21","1","the",4,28,340,100,"gramm","match"
"470","BOCK","a","21","1","visitor",5,28,375,100,"gramm","match"
"471","BOCK","a","21","1","apparently",6,28,426,100,"gramm","match"
"472","BOCK","a","21","1","was",7,28,372,100,"gramm","match"
"473","BOCK","a","21","1","a",8,28,365,100,"gramm","match"
"474","BOCK","a","21","1","beautiful",9,28,337,100,"gramm","match"
"475","BOCK","a","21","1","clock",10,28,367,100,"gramm","match"
"476","BOCK","a","21","1","from",11,28,322,100,"gramm","match"
"477","BOCK","a","21","1","Germany.",12,28,337,100,"gramm","match"
"590","BOCK","d","20","1","The",1,36,357,100,"ungram","mismatch"
"591","BOCK","d","20","1","bridge",2,36,332,100,"ungram","mismatch"
"592","BOCK","d","20","1","to",3,36,303,100,"ungram","mismatch"
"593","BOCK","d","20","1","the",4,36,322,100,"ungram","mismatch"
"594","BOCK","d","20","1","islands",5,36,311,100,"ungram","mismatch"
"595","BOCK","d","20","1","apparently",6,36,318,100,"ungram","mismatch"
"596","BOCK","d","20","1","were",7,36,340,100,"ungram","mismatch"
"597","BOCK","d","20","1","about",8,36,365,100,"ungram","mismatch"
"598","BOCK","d","20","1","ten",9,36,480,100,"ungram","mismatch"
"599","BOCK","d","20","1","miles",10,36,351,100,"ungram","mismatch"
"600","BOCK","d","20","1","off",11,36,338,100,"ungram","mismatch"
"601","BOCK","d","20","1","the",12,36,352,100,"ungram","mismatch"
"602","BOCK","d","20","1","main",13,36,327,100,"ungram","mismatch"
"603","BOCK","d","20","1","highway.",14,36,335,100,"ungram","mismatch"
"878","BOCK","c","11","1","The",1,53,449,100,"ungram","match"
"879","BOCK","c","11","1","traitor",2,53,876,100,"ungram","match"
"880","BOCK","c","11","1","in",3,53,364,100,"ungram","match"
"881","BOCK","c","11","1","the",4,53,322,100,"ungram","match"
"882","BOCK","c","11","1","camp",5,53,354,100,"ungram","match"
"883","BOCK","c","11","1","regrettably",6,53,716,100,"ungram","match"
"884","BOCK","c","11","1","were",7,53,431,100,"ungram","match"
"885","BOCK","c","11","1","passing",8,53,434,100,"ungram","match"
"886","BOCK","c","11","1","information",9,53,418,100,"ungram","match"
"887","BOCK","c","11","1","to",10,53,397,100,"ungram","match"
"888","BOCK","c","11","1","the",11,53,398,100,"ungram","match"
"889","BOCK","c","11","1","enemy",12,53,414,100,"ungram","match"
"890","BOCK","c","11","1","through",13,53,365,100,"ungram","match"
"891","BOCK","c","11","1","various",14,53,327,100,"ungram","match"
"892","BOCK","c","11","1","secret",15,53,364,100,"ungram","match"
"893","BOCK","c","11","1","methods.",16,53,359,100,"ungram","match"
"943","BOCK","b","10","1","The",1,57,335,100,"gramm","mismatch"
"944","BOCK","b","10","1","advertisement",2,57,361,100,"gramm","mismatch"
"945","BOCK","b","10","1","on",3,57,334,100,"gramm","mismatch"
"946","BOCK","b","10","1","the",4,57,343,100,"gramm","mismatch"
"947","BOCK","b","10","1","skyscrapers",5,57,329,100,"gramm","mismatch"
"948","BOCK","b","10","1","typically",6,57,364,100,"gramm","mismatch"
"949","BOCK","b","10","1","was",7,57,402,100,"gramm","mismatch"
"950","BOCK","b","10","1","hard",8,57,459,100,"gramm","mismatch"
"951","BOCK","b","10","1","to",9,57,313,100,"gramm","mismatch"
"952","BOCK","b","10","1","read",10,57,284,100,"gramm","mismatch"
"953","BOCK","b","10","1","except",11,57,253,100,"gramm","mismatch"
"954","BOCK","b","10","1","from",12,57,210,100,"gramm","mismatch"
"955","BOCK","b","10","1","a",13,57,321,100,"gramm","mismatch"
"956","BOCK","b","10","1","long",14,57,246,100,"gramm","mismatch"
"957","BOCK","b","10","1","distance",15,57,243,100,"gramm","mismatch"
"958","BOCK","b","10","1","away.",16,57,219,100,"gramm","mismatch"
"1125","BOCK","a","13","1","The",1,68,277,100,"gramm","match"
"1126","BOCK","a","13","1","door",2,68,273,100,"gramm","match"
"1127","BOCK","a","13","1","to",3,68,260,100,"gramm","match"
"1128","BOCK","a","13","1","the",4,68,284,100,"gramm","match"
"1129","BOCK","a","13","1","laboratory",5,68,262,100,"gramm","match"
"1130","BOCK","a","13","1","accidentally",6,68,312,100,"gramm","match"
"1131","BOCK","a","13","1","was",7,68,342,100,"gramm","match"
"1132","BOCK","a","13","1","left",8,68,310,100,"gramm","match"
"1133","BOCK","a","13","1","unlocked",9,68,366,100,"gramm","match"
"1134","BOCK","a","13","1","accidentally",10,68,552,100,"gramm","match"
"1135","BOCK","a","13","1","by",11,68,332,100,"gramm","match"
"1136","BOCK","a","13","1","the",12,68,276,100,"gramm","match"
"1137","BOCK","a","13","1","cleaning",13,68,286,100,"gramm","match"
"1138","BOCK","a","13","1","service.",14,68,300,100,"gramm","match"
"1381","BOCK","c","19","1","The",1,84,273,100,"ungram","match"
"1382","BOCK","c","19","1","warning",2,84,232,100,"ungram","match"
"1383","BOCK","c","19","1","from",3,84,273,100,"ungram","match"
"1384","BOCK","c","19","1","the",4,84,240,100,"ungram","match"
"1385","BOCK","c","19","1","expert",5,84,227,100,"ungram","match"
"1386","BOCK","c","19","1","unsurprisingly",6,84,231,100,"ungram","match"
"1387","BOCK","c","19","1","were",7,84,258,100,"ungram","match"
"1388","BOCK","c","19","1","a",8,84,640,100,"ungram","match"
"1389","BOCK","c","19","1","shock",9,84,380,100,"ungram","match"
"1390","BOCK","c","19","1","to",10,84,316,100,"ungram","match"
"1391","BOCK","c","19","1","the",11,84,273,100,"ungram","match"
"1392","BOCK","c","19","1","residents",12,84,275,100,"ungram","match"
"1393","BOCK","c","19","1","of",13,84,310,100,"ungram","match"
"1394","BOCK","c","19","1","the",14,84,259,100,"ungram","match"
"1395","BOCK","c","19","1","city.",15,84,286,100,"ungram","match"
"1505","BOCK","c","7","1","The",1,92,311,0,"ungram","match"
"1506","BOCK","c","7","1","crime",2,92,353,0,"ungram","match"
"1507","BOCK","c","7","1","in",3,92,332,0,"ungram","match"
"1508","BOCK","c","7","1","the",4,92,305,0,"ungram","match"
"1509","BOCK","c","7","1","suburb",5,92,302,0,"ungram","match"
"1510","BOCK","c","7","1","doubtlessly",6,92,313,0,"ungram","match"
"1511","BOCK","c","7","1","were",7,92,270,0,"ungram","match"
"1512","BOCK","c","7","1","a",8,92,349,0,"ungram","match"
"1513","BOCK","c","7","1","reflection",9,92,305,0,"ungram","match"
"1514","BOCK","c","7","1","of",10,92,299,0,"ungram","match"
"1515","BOCK","c","7","1","the",11,92,308,0,"ungram","match"
"1516","BOCK","c","7","1","violence",12,92,286,0,"ungram","match"
"1517","BOCK","c","7","1","in",13,92,284,0,"ungram","match"
"1518","BOCK","c","7","1","today's",14,92,281,0,"ungram","match"
"1519","BOCK","c","7","1","society.",15,92,308,0,"ungram","match"
"1537","BOCK","c","23","1","The",1,94,265,100,"ungram","match"
"1538","BOCK","c","23","1","message",2,94,329,100,"ungram","match"
"1539","BOCK","c","23","1","from",3,94,343,100,"ungram","match"
"1540","BOCK","c","23","1","the",4,94,335,100,"ungram","match"
"1541","BOCK","c","23","1","engineer",5,94,327,100,"ungram","match"
"1542","BOCK","c","23","1","regrettably",6,94,331,100,"ungram","match"
"1543","BOCK","c","23","1","were",7,94,351,100,"ungram","match"
"1544","BOCK","c","23","1","about",8,94,357,100,"ungram","match"
"1545","BOCK","c","23","1","the",9,94,348,100,"ungram","match"
"1546","BOCK","c","23","1","recent",10,94,329,100,"ungram","match"
"1547","BOCK","c","23","1","weakening",11,94,319,100,"ungram","match"
"1548","BOCK","c","23","1","to",12,94,353,100,"ungram","match"
"1549","BOCK","c","23","1","the",13,94,341,100,"ungram","match"
"1550","BOCK","c","23","1","building's",14,94,319,100,"ungram","match"
"1551","BOCK","c","23","1","structural",15,94,310,100,"ungram","match"
"1552","BOCK","c","23","1","supports.",16,94,316,100,"ungram","match"
"1691","BOCK","b","2","1","The",1,103,367,100,"gramm","mismatch"
"1692","BOCK","b","2","1","picture",2,103,316,100,"gramm","mismatch"
"1693","BOCK","b","2","1","on",3,103,338,100,"gramm","mismatch"
"1694","BOCK","b","2","1","the",4,103,303,100,"gramm","mismatch"
"1695","BOCK","b","2","1","fliers",5,103,362,100,"gramm","mismatch"
"1696","BOCK","b","2","1","definitely",6,103,402,100,"gramm","mismatch"
"1697","BOCK","b","2","1","was",7,103,329,100,"gramm","mismatch"
"1698","BOCK","b","2","1","of",8,103,383,100,"gramm","mismatch"
"1699","BOCK","b","2","1","a",9,103,330,100,"gramm","mismatch"
"1700","BOCK","b","2","1","village",10,103,380,100,"gramm","mismatch"
"1701","BOCK","b","2","1","church",11,103,348,100,"gramm","mismatch"
"1702","BOCK","b","2","1","in",12,103,354,100,"gramm","mismatch"
"1703","BOCK","b","2","1","the",13,103,340,100,"gramm","mismatch"
"1704","BOCK","b","2","1","south",14,103,300,100,"gramm","mismatch"
"1705","BOCK","b","2","1","of",15,103,335,100,"gramm","mismatch"
"1706","BOCK","b","2","1","France.",16,103,316,100,"gramm","mismatch"
"1820","BOCK","b","22","1","The",1,110,370,100,"gramm","mismatch"
"1821","BOCK","b","22","1","path",2,110,327,100,"gramm","mismatch"
"1822","BOCK","b","22","1","to",3,110,322,100,"gramm","mismatch"
"1823","BOCK","b","22","1","the",4,110,335,100,"gramm","mismatch"
"1824","BOCK","b","22","1","monuments",5,110,287,100,"gramm","mismatch"
"1825","BOCK","b","22","1","happily",6,110,343,100,"gramm","mismatch"
"1826","BOCK","b","22","1","was",7,110,308,100,"gramm","mismatch"
"1827","BOCK","b","22","1","lined",8,110,287,100,"gramm","mismatch"
"1828","BOCK","b","22","1","with",9,110,313,100,"gramm","mismatch"
"1829","BOCK","b","22","1","lovely",10,110,313,100,"gramm","mismatch"
"1830","BOCK","b","22","1","trees",11,110,305,100,"gramm","mismatch"
"1831","BOCK","b","22","1","and",12,110,316,100,"gramm","mismatch"
"1832","BOCK","b","22","1","flowers.",13,110,337,100,"gramm","mismatch"
"1886","BOCK","d","24","1","The",1,114,300,100,"ungram","mismatch"
"1887","BOCK","d","24","1","gate",2,114,332,100,"ungram","mismatch"
"1888","BOCK","d","24","1","to",3,114,300,100,"ungram","mismatch"
"1889","BOCK","d","24","1","the",4,114,278,100,"ungram","mismatch"
"1890","BOCK","d","24","1","pastures",5,114,302,100,"ungram","mismatch"
"1891","BOCK","d","24","1","evidently",6,114,310,100,"ungram","mismatch"
"1892","BOCK","d","24","1","were",7,114,962,100,"ungram","mismatch"
"1893","BOCK","d","24","1","falling",8,114,313,100,"ungram","mismatch"
"1894","BOCK","d","24","1","down",9,114,337,100,"ungram","mismatch"
"1895","BOCK","d","24","1","due",10,114,268,100,"ungram","mismatch"
"1896","BOCK","d","24","1","to",11,114,260,100,"ungram","mismatch"
"1897","BOCK","d","24","1","disrepair.",12,114,307,100,"ungram","mismatch"
"2082","BOCK","b","14","1","The",1,126,300,100,"gramm","mismatch"
"2083","BOCK","b","14","1","memo",2,126,265,100,"gramm","mismatch"
"2084","BOCK","b","14","1","from",3,126,284,100,"gramm","mismatch"
"2085","BOCK","b","14","1","the",4,126,316,100,"gramm","mismatch"
"2086","BOCK","b","14","1","supervisors",5,126,288,100,"gramm","mismatch"
"2087","BOCK","b","14","1","unfortunately",6,126,260,100,"gramm","mismatch"
"2088","BOCK","b","14","1","was",7,126,322,100,"gramm","mismatch"
"2089","BOCK","b","14","1","about",8,126,303,100,"gramm","mismatch"
"2090","BOCK","b","14","1","the",9,126,284,100,"gramm","mismatch"
"2091","BOCK","b","14","1","delinquent",10,126,281,100,"gramm","mismatch"
"2092","BOCK","b","14","1","tax",11,126,460,100,"gramm","mismatch"
"2093","BOCK","b","14","1","return.",12,126,372,100,"gramm","mismatch"
"2254","BOCK","b","18","1","The",1,137,263,100,"gramm","mismatch"
"2255","BOCK","b","18","1","entrance",2,137,279,100,"gramm","mismatch"
"2256","BOCK","b","18","1","to",3,137,308,100,"gramm","mismatch"
"2257","BOCK","b","18","1","the",4,137,292,100,"gramm","mismatch"
"2258","BOCK","b","18","1","exhibits",5,137,295,100,"gramm","mismatch"
"2259","BOCK","b","18","1","evidently",6,137,319,100,"gramm","mismatch"
"2260","BOCK","b","18","1","was",7,137,303,100,"gramm","mismatch"
"2261","BOCK","b","18","1","hard",8,137,351,100,"gramm","mismatch"
"2262","BOCK","b","18","1","to",9,137,306,100,"gramm","mismatch"
"2263","BOCK","b","18","1","locate",10,137,295,100,"gramm","mismatch"
"2264","BOCK","b","18","1","on",11,137,246,100,"gramm","mismatch"
"2265","BOCK","b","18","1","the",12,137,276,100,"gramm","mismatch"
"2266","BOCK","b","18","1","diagram.",13,137,389,100,"gramm","mismatch"
"2287","BOCK","c","15","1","The",1,139,260,100,"ungram","match"
"2288","BOCK","c","15","1","check",2,139,249,100,"ungram","match"
"2289","BOCK","c","15","1","from",3,139,267,100,"ungram","match"
"2290","BOCK","c","15","1","the",4,139,254,100,"ungram","match"
"2291","BOCK","c","15","1","stockbroker",5,139,246,100,"ungram","match"
"2292","BOCK","c","15","1","happily",6,139,450,100,"ungram","match"
"2293","BOCK","c","15","1","were",7,139,311,100,"ungram","match"
"2294","BOCK","c","15","1","a",8,139,284,100,"ungram","match"
"2295","BOCK","c","15","1","dividend",9,139,281,100,"ungram","match"
"2296","BOCK","c","15","1","on",10,139,298,100,"ungram","match"
"2297","BOCK","c","15","1","a",11,139,271,100,"ungram","match"
"2298","BOCK","c","15","1","long-term",12,139,273,100,"ungram","match"
"2299","BOCK","c","15","1","bond.",13,139,343,100,"ungram","match"
"2557","BOCK","d","4","1","The",1,156,480,100,"ungram","mismatch"
"2558","BOCK","d","4","1","label",2,156,557,100,"ungram","mismatch"
"2559","BOCK","d","4","1","on",3,156,429,100,"ungram","mismatch"
"2560","BOCK","d","4","1","the",4,156,385,100,"ungram","mismatch"
"2561","BOCK","d","4","1","containers",5,156,404,100,"ungram","mismatch"
"2562","BOCK","d","4","1","probably",6,156,387,100,"ungram","mismatch"
"2563","BOCK","d","4","1","were",7,156,412,100,"ungram","mismatch"
"2564","BOCK","d","4","1","a",8,156,383,100,"ungram","mismatch"
"2565","BOCK","d","4","1","warning",9,156,402,100,"ungram","mismatch"
"2566","BOCK","d","4","1","about",10,156,369,100,"ungram","mismatch"
"2567","BOCK","d","4","1","the",11,156,399,100,"ungram","mismatch"
"2568","BOCK","d","4","1","hazardous",12,156,404,100,"ungram","mismatch"
"2569","BOCK","d","4","1","chemicals",13,156,388,100,"ungram","mismatch"
"2570","BOCK","d","4","1","inside.",14,156,417,100,"ungram","mismatch"
"2820","BOCK","d","8","1","The",1,173,287,100,"ungram","mismatch"
"2821","BOCK","d","8","1","defect",2,173,332,100,"ungram","mismatch"
"2822","BOCK","d","8","1","in",3,173,302,100,"ungram","mismatch"
"2823","BOCK","d","8","1","the",4,173,314,100,"ungram","mismatch"
"2824","BOCK","d","8","1","appliances",5,173,297,100,"ungram","mismatch"
"2825","BOCK","d","8","1","likely",6,173,321,100,"ungram","mismatch"
"2826","BOCK","d","8","1","were",7,173,330,100,"ungram","mismatch"
"2827","BOCK","d","8","1","unknown",8,173,313,100,"ungram","mismatch"
"2828","BOCK","d","8","1","to",9,173,335,100,"ungram","mismatch"
"2829","BOCK","d","8","1","consumers",10,173,321,100,"ungram","mismatch"
"2830","BOCK","d","8","1","and",11,173,332,100,"ungram","mismatch"
"2831","BOCK","d","8","1","government",12,173,332,100,"ungram","mismatch"
"2832","BOCK","d","8","1","regulators.",13,173,310,100,"ungram","mismatch"
"2961","BOCK","a","1","1","The",1,182,344,100,"gramm","match"
"2962","BOCK","a","1","1","slogan",2,182,359,100,"gramm","match"
"2963","BOCK","a","1","1","on",3,182,359,100,"gramm","match"
"2964","BOCK","a","1","1","the",4,182,308,100,"gramm","match"
"2965","BOCK","a","1","1","poster",5,182,316,100,"gramm","match"
"2966","BOCK","a","1","1","unsurprisingly",6,182,356,100,"gramm","match"
"2967","BOCK","a","1","1","was",7,182,324,100,"gramm","match"
"2968","BOCK","a","1","1","designed",8,182,335,100,"gramm","match"
"2969","BOCK","a","1","1","to",9,182,354,100,"gramm","match"
"2970","BOCK","a","1","1","get",10,182,314,100,"gramm","match"
"2971","BOCK","a","1","1","attention.",11,182,335,100,"gramm","match"
"3168","BOCK","d","12","1","The",1,194,271,100,"ungram","mismatch"
"3169","BOCK","d","12","1","flaw",2,194,289,100,"ungram","mismatch"
"3170","BOCK","d","12","1","in",3,194,206,100,"ungram","mismatch"
"3171","BOCK","d","12","1","the",4,194,311,100,"ungram","mismatch"
"3172","BOCK","d","12","1","arguments",5,194,260,100,"ungram","mismatch"
"3173","BOCK","d","12","1","usually",6,194,278,100,"ungram","mismatch"
"3174","BOCK","d","12","1","were",7,194,281,100,"ungram","mismatch"
"3175","BOCK","d","12","1","clear",8,194,311,100,"ungram","mismatch"
"3176","BOCK","d","12","1","to",9,194,321,100,"ungram","mismatch"
"3177","BOCK","d","12","1","everyone",10,194,316,100,"ungram","mismatch"
"3178","BOCK","d","12","1","in",11,194,305,100,"ungram","mismatch"
"3179","BOCK","d","12","1","the",12,194,316,100,"ungram","mismatch"
"3180","BOCK","d","12","1","lecture",13,194,273,100,"ungram","mismatch"
"3181","BOCK","d","12","1","hall",14,194,324,100,"ungram","mismatch"
"3182","BOCK","d","12","1","after",15,194,286,100,"ungram","mismatch"
"3183","BOCK","d","12","1","just",16,194,292,100,"ungram","mismatch"
"3184","BOCK","d","12","1","five",17,194,289,100,"ungram","mismatch"
"3185","BOCK","d","12","1","minutes.",18,194,335,100,"ungram","mismatch"
"3670","BOCK","a","5","1","The",1,224,236,100,"gramm","match"
"3671","BOCK","a","5","1","problem",2,224,305,100,"gramm","match"
"3672","BOCK","a","5","1","in",3,224,210,100,"gramm","match"
"3673","BOCK","a","5","1","the",4,224,273,100,"gramm","match"
"3674","BOCK","a","5","1","store",5,224,238,100,"gramm","match"
"3675","BOCK","a","5","1","ultimately",6,224,257,100,"gramm","match"
"3676","BOCK","a","5","1","was",7,224,259,100,"gramm","match"
"3677","BOCK","a","5","1","solved",8,224,278,100,"gramm","match"
"3678","BOCK","a","5","1","by",9,224,249,100,"gramm","match"
"3679","BOCK","a","5","1","firing",10,224,259,100,"gramm","match"
"3680","BOCK","a","5","1","the",11,224,249,100,"gramm","match"
"3681","BOCK","a","5","1","custodian.",12,224,239,100,"gramm","match"
"3714","BOCK","b","6","1","The",1,227,260,100,"gramm","mismatch"
"3715","BOCK","b","6","1","name",2,227,229,100,"gramm","mismatch"
"3716","BOCK","b","6","1","on",3,227,211,100,"gramm","mismatch"
"3717","BOCK","b","6","1","the",4,227,219,100,"gramm","mismatch"
"3718","BOCK","b","6","1","billboards",5,227,246,100,"gramm","mismatch"
"3719","BOCK","b","6","1","probably",6,227,251,100,"gramm","mismatch"
"3720","BOCK","b","6","1","was",7,227,270,100,"gramm","mismatch"
"3721","BOCK","b","6","1","of",8,227,268,100,"gramm","mismatch"
"3722","BOCK","b","6","1","a",9,227,257,100,"gramm","mismatch"
"3723","BOCK","b","6","1","prominent",10,227,288,100,"gramm","mismatch"
"3724","BOCK","b","6","1","local",11,227,270,100,"gramm","mismatch"
"3725","BOCK","b","6","1","businessman.",12,227,331,100,"gramm","mismatch"
"4209","BOCK","a","9","1","The",1,258,241,100,"gramm","match"
"4210","BOCK","a","9","1","citation",2,258,232,100,"gramm","match"
"4211","BOCK","a","9","1","on",3,258,224,100,"gramm","match"
"4212","BOCK","a","9","1","the",4,258,219,100,"gramm","match"
"4213","BOCK","a","9","1","notecard",5,258,246,100,"gramm","match"
"4214","BOCK","a","9","1","unfortunately",6,258,237,100,"gramm","match"
"4215","BOCK","a","9","1","was",7,258,249,100,"gramm","match"
"4216","BOCK","a","9","1","quite",8,258,262,100,"gramm","match"
"4217","BOCK","a","9","1","difficult",9,258,248,100,"gramm","match"
"4218","BOCK","a","9","1","to",10,258,248,100,"gramm","match"
"4219","BOCK","a","9","1","track",11,258,243,100,"gramm","match"
"4220","BOCK","a","9","1","down",12,258,232,100,"gramm","match"
"4221","BOCK","a","9","1","using",13,258,259,100,"gramm","match"
"4222","BOCK","a","9","1","the",14,258,226,100,"gramm","match"
"4223","BOCK","a","9","1","library's",15,258,221,100,"gramm","match"
"4224","BOCK","a","9","1","limited",16,258,281,100,"gramm","match"
"4225","BOCK","a","9","1","resources.",17,258,345,100,"gramm","match"
"4264","BOCK","a","17","1","The",1,261,282,100,"gramm","match"
"4265","BOCK","a","17","1","letter",2,261,227,100,"gramm","match"
"4266","BOCK","a","17","1","from",3,261,271,100,"gramm","match"
"4267","BOCK","a","17","1","the",4,261,251,100,"gramm","match"
"4268","BOCK","a","17","1","investigator",5,261,261,100,"gramm","match"
"4269","BOCK","a","17","1","allegedly",6,261,291,100,"gramm","match"
"4270","BOCK","a","17","1","was",7,261,316,100,"gramm","match"
"4271","BOCK","a","17","1","received",8,261,278,100,"gramm","match"
"4272","BOCK","a","17","1","in",9,261,259,100,"gramm","match"
"4273","BOCK","a","17","1","San",10,261,281,100,"gramm","match"
"4274","BOCK","a","17","1","Francisco",11,261,291,100,"gramm","match"
"4275","BOCK","a","17","1","in",12,261,268,100,"gramm","match"
"4276","BOCK","a","17","1","late",13,261,263,100,"gramm","match"
"4277","BOCK","a","17","1","March.",14,261,308,100,"gramm","match"
"4802","BOCK","a","12","2","The",1,15,359,100,"gramm","match"
"4803","BOCK","a","12","2","flaw",2,15,310,100,"gramm","match"
"4804","BOCK","a","12","2","in",3,15,297,100,"gramm","match"
"4805","BOCK","a","12","2","the",4,15,316,100,"gramm","match"
"4806","BOCK","a","12","2","argument",5,15,307,100,"gramm","match"
"4807","BOCK","a","12","2","usually",6,15,299,100,"gramm","match"
"4808","BOCK","a","12","2","was",7,15,316,100,"gramm","match"
"4809","BOCK","a","12","2","clear",8,15,324,100,"gramm","match"
"4810","BOCK","a","12","2","to",9,15,316,100,"gramm","match"
"4811","BOCK","a","12","2","everyone",10,15,308,100,"gramm","match"
"4812","BOCK","a","12","2","in",11,15,305,100,"gramm","match"
"4813","BOCK","a","12","2","the",12,15,351,100,"gramm","match"
"4814","BOCK","a","12","2","lecture",13,15,321,100,"gramm","match"
"4815","BOCK","a","12","2","hall",14,15,340,100,"gramm","match"
"4816","BOCK","a","12","2","after",15,15,316,100,"gramm","match"
"4817","BOCK","a","12","2","just",16,15,324,100,"gramm","match"
"4818","BOCK","a","12","2","five",17,15,372,100,"gramm","match"
"4819","BOCK","a","12","2","minutes.",18,15,312,100,"gramm","match"
"4910","BOCK","a","20","2","The",1,21,316,100,"gramm","match"
"4911","BOCK","a","20","2","bridge",2,21,266,100,"gramm","match"
"4912","BOCK","a","20","2","to",3,21,307,100,"gramm","match"
"4913","BOCK","a","20","2","the",4,21,280,100,"gramm","match"
"4914","BOCK","a","20","2","island",5,21,320,100,"gramm","match"
"4915","BOCK","a","20","2","apparently",6,21,283,100,"gramm","match"
"4916","BOCK","a","20","2","was",7,21,328,100,"gramm","match"
"4917","BOCK","a","20","2","about",8,21,318,100,"gramm","match"
"4918","BOCK","a","20","2","ten",9,21,332,100,"gramm","match"
"4919","BOCK","a","20","2","miles",10,21,324,100,"gramm","match"
"4920","BOCK","a","20","2","off",11,21,338,100,"gramm","match"
"4921","BOCK","a","20","2","the",12,21,314,100,"gramm","match"
"4922","BOCK","a","20","2","main",13,21,291,100,"gramm","match"
"4923","BOCK","a","20","2","highway.",14,21,321,100,"gramm","match"
"5112","BOCK","d","3","2","The",1,33,303,100,"ungram","mismatch"
"5113","BOCK","d","3","2","mistake",2,33,284,100,"ungram","mismatch"
"5114","BOCK","d","3","2","in",3,33,256,100,"ungram","mismatch"
"5115","BOCK","d","3","2","the",4,33,329,100,"ungram","mismatch"
"5116","BOCK","d","3","2","programs",5,33,288,100,"ungram","mismatch"
"5117","BOCK","d","3","2","certainly",6,33,299,100,"ungram","mismatch"
"5118","BOCK","d","3","2","were",7,33,321,100,"ungram","mismatch"
"5119","BOCK","d","3","2","disastrous",8,33,315,100,"ungram","mismatch"
"5120","BOCK","d","3","2","for",9,33,307,100,"ungram","mismatch"
"5121","BOCK","d","3","2","the",10,33,310,100,"ungram","mismatch"
"5122","BOCK","d","3","2","small",11,33,339,100,"ungram","mismatch"
"5123","BOCK","d","3","2","software",12,33,294,100,"ungram","mismatch"
"5124","BOCK","d","3","2","company.",13,33,321,100,"ungram","mismatch"
"5177","BOCK","d","15","2","The",1,37,336,100,"ungram","mismatch"
"5178","BOCK","d","15","2","check",2,37,296,100,"ungram","mismatch"
"5179","BOCK","d","15","2","from",3,37,340,100,"ungram","mismatch"
"5180","BOCK","d","15","2","the",4,37,299,100,"ungram","mismatch"
"5181","BOCK","d","15","2","stockbrokers",5,37,318,100,"ungram","mismatch"
"5182","BOCK","d","15","2","happily",6,37,328,100,"ungram","mismatch"
"5183","BOCK","d","15","2","were",7,37,334,100,"ungram","mismatch"
"5184","BOCK","d","15","2","a",8,37,350,100,"ungram","mismatch"
"5185","BOCK","d","15","2","dividend",9,37,337,100,"ungram","mismatch"
"5186","BOCK","d","15","2","on",10,37,299,100,"ungram","mismatch"
"5187","BOCK","d","15","2","a",11,37,305,100,"ungram","mismatch"
"5188","BOCK","d","15","2","long-term",12,37,302,100,"ungram","mismatch"
"5189","BOCK","d","15","2","bond.",13,37,426,100,"ungram","mismatch"
"5201","BOCK","c","10","2","The",1,39,349,100,"ungram","match"
"5202","BOCK","c","10","2","advertisement",2,39,342,100,"ungram","match"
"5203","BOCK","c","10","2","on",3,39,323,100,"ungram","match"
"5204","BOCK","c","10","2","the",4,39,311,100,"ungram","match"
"5205","BOCK","c","10","2","skyscraper",5,39,340,100,"ungram","match"
"5206","BOCK","c","10","2","typically",6,39,299,100,"ungram","match"
