"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","rchead","gramm"
"108399","BAKEROBJ","d","31","32","who",3,199,293,100,"sg","ungram"
"108400","BAKEROBJ","d","31","32","the",4,199,320,100,"sg","ungram"
"108401","BAKEROBJ","d","31","32","waitress",5,199,317,100,"sg","ungram"
"108402","BAKEROBJ","d","31","32","hate",6,199,606,100,"sg","ungram"
"108403","BAKEROBJ","d","31","32","the",7,199,266,100,"sg","ungram"
"108404","BAKEROBJ","d","31","32","most",8,199,304,100,"sg","ungram"
"108405","BAKEROBJ","d","31","32","is",9,199,378,100,"sg","ungram"
"108406","BAKEROBJ","d","31","32","the",10,199,280,100,"sg","ungram"
"108407","BAKEROBJ","d","31","32","one",11,199,337,100,"sg","ungram"
"108408","BAKEROBJ","d","31","32","who",12,199,282,100,"sg","ungram"
"108409","BAKEROBJ","d","31","32","complains",13,199,304,100,"sg","ungram"
"108410","BAKEROBJ","d","31","32","about",14,199,350,100,"sg","ungram"
"108411","BAKEROBJ","d","31","32","everything",15,199,281,100,"sg","ungram"
"108412","BAKEROBJ","d","31","32","and",16,199,290,100,"sg","ungram"
"108413","BAKEROBJ","d","31","32","leaves",17,199,323,100,"sg","ungram"
"108414","BAKEROBJ","d","31","32","a",18,199,277,100,"sg","ungram"
"108415","BAKEROBJ","d","31","32","lousy",19,199,291,100,"sg","ungram"
"108416","BAKEROBJ","d","31","32","tip.",20,199,312,100,"sg","ungram"
"108531","BAKEROBJ","g","24","32","The",1,205,297,100,"pl","gramm"
"108532","BAKEROBJ","g","24","32","accountants",2,205,269,100,"pl","gramm"
"108533","BAKEROBJ","g","24","32","who",3,205,279,100,"pl","gramm"
"108534","BAKEROBJ","g","24","32","the",4,205,277,100,"pl","gramm"
"108535","BAKEROBJ","g","24","32","administrator",5,205,279,100,"pl","gramm"
"108536","BAKEROBJ","g","24","32","depends",6,205,282,100,"pl","gramm"
"108537","BAKEROBJ","g","24","32","on",7,205,293,100,"pl","gramm"
"108538","BAKEROBJ","g","24","32","to",8,205,286,100,"pl","gramm"
"108539","BAKEROBJ","g","24","32","balance",9,205,268,100,"pl","gramm"
"108540","BAKEROBJ","g","24","32","the",10,205,290,100,"pl","gramm"
"108541","BAKEROBJ","g","24","32","books",11,205,274,100,"pl","gramm"
"108542","BAKEROBJ","g","24","32","are",12,205,282,100,"pl","gramm"
"108543","BAKEROBJ","g","24","32","very",13,205,302,100,"pl","gramm"
"108544","BAKEROBJ","g","24","32","well",14,205,272,100,"pl","gramm"
"108545","BAKEROBJ","g","24","32","paid.",15,205,274,100,"pl","gramm"
"108612","BAKEROBJ","h","13","32","The",1,210,288,100,"pl","ungram"
"108613","BAKEROBJ","h","13","32","teenagers",2,210,293,100,"pl","ungram"
"108614","BAKEROBJ","h","13","32","who",3,210,296,100,"pl","ungram"
"108615","BAKEROBJ","h","13","32","the",4,210,304,100,"pl","ungram"
"108616","BAKEROBJ","h","13","32","farmer",5,210,285,100,"pl","ungram"
"108617","BAKEROBJ","h","13","32","hire",6,210,293,100,"pl","ungram"
"108618","BAKEROBJ","h","13","32","to",7,210,312,100,"pl","ungram"
"108619","BAKEROBJ","h","13","32","pick",8,210,285,100,"pl","ungram"
"108620","BAKEROBJ","h","13","32","fruit",9,210,291,100,"pl","ungram"
"108621","BAKEROBJ","h","13","32","every",10,210,310,100,"pl","ungram"
"108622","BAKEROBJ","h","13","32","summer",11,210,291,100,"pl","ungram"
"108623","BAKEROBJ","h","13","32","usually",12,210,290,100,"pl","ungram"
"108624","BAKEROBJ","h","13","32","work",13,210,291,100,"pl","ungram"
"108625","BAKEROBJ","h","13","32","pretty",14,210,293,100,"pl","ungram"
"108626","BAKEROBJ","h","13","32","hard.",15,210,291,100,"pl","ungram"
"108667","BAKEROBJ","h","45","32","The",1,213,299,100,"pl","ungram"
"108668","BAKEROBJ","h","45","32","musicians",2,213,268,100,"pl","ungram"
"108669","BAKEROBJ","h","45","32","who",3,213,279,100,"pl","ungram"
"108670","BAKEROBJ","h","45","32","the",4,213,249,100,"pl","ungram"
"108671","BAKEROBJ","h","45","32","reviewer",5,213,255,100,"pl","ungram"
"108672","BAKEROBJ","h","45","32","praise",6,213,268,100,"pl","ungram"
"108673","BAKEROBJ","h","45","32","so",7,213,260,100,"pl","ungram"
"108674","BAKEROBJ","h","45","32","highly",8,213,255,100,"pl","ungram"
"108675","BAKEROBJ","h","45","32","will",9,213,258,100,"pl","ungram"
"108676","BAKEROBJ","h","45","32","probably",10,213,266,100,"pl","ungram"
"108677","BAKEROBJ","h","45","32","win",11,213,267,100,"pl","ungram"
"108678","BAKEROBJ","h","45","32","a",12,213,254,100,"pl","ungram"
"108679","BAKEROBJ","h","45","32","Grammy.",13,213,260,100,"pl","ungram"
"108695","BAKEROBJ","c","18","32","The",1,215,269,0,"sg","gramm"
"108696","BAKEROBJ","c","18","32","skateboarder",2,215,244,0,"sg","gramm"
"108697","BAKEROBJ","c","18","32","who",3,215,271,0,"sg","gramm"
"108698","BAKEROBJ","c","18","32","the",4,215,231,0,"sg","gramm"
"108699","BAKEROBJ","c","18","32","kid",5,215,258,0,"sg","gramm"
"108700","BAKEROBJ","c","18","32","admires",6,215,255,0,"sg","gramm"
"108701","BAKEROBJ","c","18","32","passionately",7,215,257,0,"sg","gramm"
"108702","BAKEROBJ","c","18","32","always",8,215,274,0,"sg","gramm"
"108703","BAKEROBJ","c","18","32","signs",9,215,271,0,"sg","gramm"
"108704","BAKEROBJ","c","18","32","autographs",10,215,301,0,"sg","gramm"
"108705","BAKEROBJ","c","18","32","for",11,215,317,0,"sg","gramm"
"108706","BAKEROBJ","c","18","32","fans.",12,215,431,0,"sg","gramm"
"108725","BAKEROBJ","c","46","32","The",1,217,269,100,"sg","gramm"
"108726","BAKEROBJ","c","46","32","receptionist",2,217,212,100,"sg","gramm"
"108727","BAKEROBJ","c","46","32","who",3,217,261,100,"sg","gramm"
"108728","BAKEROBJ","c","46","32","the",4,217,236,100,"sg","gramm"
"108729","BAKEROBJ","c","46","32","boss",5,217,234,100,"sg","gramm"
"108730","BAKEROBJ","c","46","32","gives",6,217,236,100,"sg","gramm"
"108731","BAKEROBJ","c","46","32","the",7,217,242,100,"sg","gramm"
"108732","BAKEROBJ","c","46","32","biggest",8,217,260,100,"sg","gramm"
"108733","BAKEROBJ","c","46","32","projects",9,217,255,100,"sg","gramm"
"108734","BAKEROBJ","c","46","32","never",10,217,238,100,"sg","gramm"
"108735","BAKEROBJ","c","46","32","fails",11,217,266,100,"sg","gramm"
"108736","BAKEROBJ","c","46","32","to",12,217,250,100,"sg","gramm"
"108737","BAKEROBJ","c","46","32","do",13,217,247,100,"sg","gramm"
"108738","BAKEROBJ","c","46","32","a",14,217,255,100,"sg","gramm"
"108739","BAKEROBJ","c","46","32","stellar",15,217,269,100,"sg","gramm"
"108740","BAKEROBJ","c","46","32","job.",16,217,279,100,"sg","gramm"
"108981","BAKEROBJ","g","4","36","The",1,10,488,100,"pl","gramm"
"108982","BAKEROBJ","g","4","36","volunteers",2,10,525,100,"pl","gramm"
"108983","BAKEROBJ","g","4","36","who",3,10,258,100,"pl","gramm"
"108984","BAKEROBJ","g","4","36","the",4,10,218,100,"pl","gramm"
"108985","BAKEROBJ","g","4","36","director",5,10,454,100,"pl","gramm"
"108986","BAKEROBJ","g","4","36","relies",6,10,256,100,"pl","gramm"
"108987","BAKEROBJ","g","4","36","on",7,10,365,100,"pl","gramm"
"108988","BAKEROBJ","g","4","36","completely",8,10,247,100,"pl","gramm"
"108989","BAKEROBJ","g","4","36","are",9,10,372,100,"pl","gramm"
"108990","BAKEROBJ","g","4","36","dedicated",10,10,385,100,"pl","gramm"
"108991","BAKEROBJ","g","4","36","to",11,10,319,100,"pl","gramm"
"108992","BAKEROBJ","g","4","36","their",12,10,309,100,"pl","gramm"
"108993","BAKEROBJ","g","4","36","work.",13,10,1736,100,"pl","gramm"
"109054","BAKEROBJ","d","11","36","The",1,14,455,100,"sg","ungram"
"109055","BAKEROBJ","d","11","36","caterer",2,14,225,100,"sg","ungram"
"109056","BAKEROBJ","d","11","36","who",3,14,203,100,"sg","ungram"
"109057","BAKEROBJ","d","11","36","the",4,14,360,100,"sg","ungram"
"109058","BAKEROBJ","d","11","36","hostess",5,14,387,100,"sg","ungram"
"109059","BAKEROBJ","d","11","36","suggest",6,14,335,100,"sg","ungram"
"109060","BAKEROBJ","d","11","36","to",7,14,360,100,"sg","ungram"
"109061","BAKEROBJ","d","11","36","her",8,14,317,100,"sg","ungram"
"109062","BAKEROBJ","d","11","36","friends",9,14,314,100,"sg","ungram"
"109063","BAKEROBJ","d","11","36","is",10,14,319,100,"sg","ungram"
"109064","BAKEROBJ","d","11","36","excellent",11,14,297,100,"sg","ungram"
"109065","BAKEROBJ","d","11","36","but",12,14,349,100,"sg","ungram"
"109066","BAKEROBJ","d","11","36","outrageously",13,14,363,100,"sg","ungram"
"109067","BAKEROBJ","d","11","36","expensive.",14,14,862,100,"sg","ungram"
"109122","BAKEROBJ","c","18","36","The",1,19,257,100,"sg","gramm"
"109123","BAKEROBJ","c","18","36","skateboarder",2,19,215,100,"sg","gramm"
"109124","BAKEROBJ","c","18","36","who",3,19,429,100,"sg","gramm"
"109125","BAKEROBJ","c","18","36","the",4,19,209,100,"sg","gramm"
"109126","BAKEROBJ","c","18","36","kid",5,19,231,100,"sg","gramm"
"109127","BAKEROBJ","c","18","36","admires",6,19,578,100,"sg","gramm"
"109128","BAKEROBJ","c","18","36","passionately",7,19,214,100,"sg","gramm"
"109129","BAKEROBJ","c","18","36","always",8,19,618,100,"sg","gramm"
"109130","BAKEROBJ","c","18","36","signs",9,19,298,100,"sg","gramm"
"109131","BAKEROBJ","c","18","36","autographs",10,19,357,100,"sg","gramm"
"109132","BAKEROBJ","c","18","36","for",11,19,371,100,"sg","gramm"
"109133","BAKEROBJ","c","18","36","fans.",12,19,1816,100,"sg","gramm"
"109175","BAKEROBJ","g","20","36","The",1,22,330,100,"pl","gramm"
"109176","BAKEROBJ","g","20","36","firefighters",2,22,930,100,"pl","gramm"
"109177","BAKEROBJ","g","20","36","who",3,22,367,100,"pl","gramm"
"109178","BAKEROBJ","g","20","36","the",4,22,342,100,"pl","gramm"
"109179","BAKEROBJ","g","20","36","ranger",5,22,376,100,"pl","gramm"
"109180","BAKEROBJ","g","20","36","keeps",6,22,293,100,"pl","gramm"
"109181","BAKEROBJ","g","20","36","on",7,22,327,100,"pl","gramm"
"109182","BAKEROBJ","g","20","36","hand",8,22,308,100,"pl","gramm"
"109183","BAKEROBJ","g","20","36","during",9,22,293,100,"pl","gramm"
"109184","BAKEROBJ","g","20","36","the",10,22,294,100,"pl","gramm"
"109185","BAKEROBJ","g","20","36","summer",11,22,319,100,"pl","gramm"
"109186","BAKEROBJ","g","20","36","months",12,22,434,100,"pl","gramm"
"109187","BAKEROBJ","g","20","36","have",13,22,376,100,"pl","gramm"
"109188","BAKEROBJ","g","20","36","special",14,22,384,100,"pl","gramm"
"109189","BAKEROBJ","g","20","36","training",15,22,453,100,"pl","gramm"
"109190","BAKEROBJ","g","20","36","in",16,22,451,100,"pl","gramm"
"109191","BAKEROBJ","g","20","36","forest",17,22,418,100,"pl","gramm"
"109192","BAKEROBJ","g","20","36","fires.",18,22,541,100,"pl","gramm"
"109214","BAKEROBJ","g","28","36","The",1,24,312,0,"pl","gramm"
"109215","BAKEROBJ","g","28","36","supervisors",2,24,523,0,"pl","gramm"
"109216","BAKEROBJ","g","28","36","who",3,24,406,0,"pl","gramm"
"109217","BAKEROBJ","g","28","36","the",4,24,248,0,"pl","gramm"
"109218","BAKEROBJ","g","28","36","counselor",5,24,555,0,"pl","gramm"
"109219","BAKEROBJ","g","28","36","reports",6,24,286,0,"pl","gramm"
"109220","BAKEROBJ","g","28","36","to",7,24,369,0,"pl","gramm"
"109221","BAKEROBJ","g","28","36","directly",8,24,352,0,"pl","gramm"
"109222","BAKEROBJ","g","28","36","are",9,24,363,0,"pl","gramm"
"109223","BAKEROBJ","g","28","36","supposed",10,24,269,0,"pl","gramm"
"109224","BAKEROBJ","g","28","36","to",11,24,334,0,"pl","gramm"
"109225","BAKEROBJ","g","28","36","provide",12,24,288,0,"pl","gramm"
"109226","BAKEROBJ","g","28","36","advice",13,24,337,0,"pl","gramm"
"109227","BAKEROBJ","g","28","36","and",14,24,400,0,"pl","gramm"
"109228","BAKEROBJ","g","28","36","support.",15,24,733,0,"pl","gramm"
"109360","BAKEROBJ","d","31","36","The",1,32,328,100,"sg","ungram"
"109361","BAKEROBJ","d","31","36","customer",2,32,398,100,"sg","ungram"
"109362","BAKEROBJ","d","31","36","who",3,32,318,100,"sg","ungram"
"109363","BAKEROBJ","d","31","36","the",4,32,266,100,"sg","ungram"
"109364","BAKEROBJ","d","31","36","waitress",5,32,278,100,"sg","ungram"
"109365","BAKEROBJ","d","31","36","hate",6,32,313,100,"sg","ungram"
"109366","BAKEROBJ","d","31","36","the",7,32,500,100,"sg","ungram"
"109367","BAKEROBJ","d","31","36","most",8,32,366,100,"sg","ungram"
"109368","BAKEROBJ","d","31","36","is",9,32,383,100,"sg","ungram"
"109369","BAKEROBJ","d","31","36","the",10,32,284,100,"sg","ungram"
"109370","BAKEROBJ","d","31","36","one",11,32,295,100,"sg","ungram"
"109371","BAKEROBJ","d","31","36","who",12,32,723,100,"sg","ungram"
"109372","BAKEROBJ","d","31","36","complains",13,32,270,100,"sg","ungram"
"109373","BAKEROBJ","d","31","36","about",14,32,308,100,"sg","ungram"
"109374","BAKEROBJ","d","31","36","everything",15,32,405,100,"sg","ungram"
"109375","BAKEROBJ","d","31","36","and",16,32,377,100,"sg","ungram"
"109376","BAKEROBJ","d","31","36","leaves",17,32,295,100,"sg","ungram"
"109377","BAKEROBJ","d","31","36","a",18,32,287,100,"sg","ungram"
"109378","BAKEROBJ","d","31","36","lousy",19,32,409,100,"sg","ungram"
"109379","BAKEROBJ","d","31","36","tip.",20,32,461,100,"sg","ungram"
"109521","BAKEROBJ","c","42","36","The",1,41,405,100,"sg","gramm"
"109522","BAKEROBJ","c","42","36","student",2,41,396,100,"sg","gramm"
"109523","BAKEROBJ","c","42","36","who",3,41,253,100,"sg","gramm"
"109524","BAKEROBJ","c","42","36","the",4,41,239,100,"sg","gramm"
"109525","BAKEROBJ","c","42","36","bully",5,41,359,100,"sg","gramm"
"109526","BAKEROBJ","c","42","36","teases",6,41,285,100,"sg","gramm"
"109527","BAKEROBJ","c","42","36","during",7,41,247,100,"sg","gramm"
"109528","BAKEROBJ","c","42","36","lunch",8,41,269,100,"sg","gramm"
"109529","BAKEROBJ","c","42","36","is",9,41,278,100,"sg","gramm"
"109530","BAKEROBJ","c","42","36","too",10,41,267,100,"sg","gramm"
"109531","BAKEROBJ","c","42","36","afraid",11,41,609,100,"sg","gramm"
"109532","BAKEROBJ","c","42","36","to",12,41,253,100,"sg","gramm"
"109533","BAKEROBJ","c","42","36","tell",13,41,228,100,"sg","gramm"
"109534","BAKEROBJ","c","42","36","the",14,41,328,100,"sg","gramm"
"109535","BAKEROBJ","c","42","36","teachers.",15,41,615,100,"sg","gramm"
"109553","BAKEROBJ","g","8","36","The",1,43,390,100,"pl","gramm"
"109554","BAKEROBJ","g","8","36","patients",2,43,321,100,"pl","gramm"
"109555","BAKEROBJ","g","8","36","who",3,43,286,100,"pl","gramm"
"109556","BAKEROBJ","g","8","36","the",4,43,253,100,"pl","gramm"
"109557","BAKEROBJ","g","8","36","doctor",5,43,270,100,"pl","gramm"
"109558","BAKEROBJ","g","8","36","checks",6,43,256,100,"pl","gramm"
"109559","BAKEROBJ","g","8","36","on",7,43,270,100,"pl","gramm"
"109560","BAKEROBJ","g","8","36","daily",8,43,264,100,"pl","gramm"
"109561","BAKEROBJ","g","8","36","are",9,43,278,100,"pl","gramm"
"109562","BAKEROBJ","g","8","36","undergoing",10,43,281,100,"pl","gramm"
"109563","BAKEROBJ","g","8","36","an",11,43,289,100,"pl","gramm"
"109564","BAKEROBJ","g","8","36","experimental",12,43,305,100,"pl","gramm"
"109565","BAKEROBJ","g","8","36","treatment.",13,43,376,100,"pl","gramm"
"109635","BAKEROBJ","c","34","36","The",1,48,943,100,"sg","gramm"
"109636","BAKEROBJ","c","34","36","cowboy",2,48,215,100,"sg","gramm"
"109637","BAKEROBJ","c","34","36","who",3,48,242,100,"sg","gramm"
"109638","BAKEROBJ","c","34","36","the",4,48,225,100,"sg","gramm"
"109639","BAKEROBJ","c","34","36","rancher",5,48,233,100,"sg","gramm"
"109640","BAKEROBJ","c","34","36","knows",6,48,255,100,"sg","gramm"
"109641","BAKEROBJ","c","34","36","the",7,48,251,100,"sg","gramm"
"109642","BAKEROBJ","c","34","36","best",8,48,229,100,"sg","gramm"
"109643","BAKEROBJ","c","34","36","has",9,48,269,100,"sg","gramm"
"109644","BAKEROBJ","c","34","36","thirty",10,48,231,100,"sg","gramm"
"109645","BAKEROBJ","c","34","36","years",11,48,582,100,"sg","gramm"
"109646","BAKEROBJ","c","34","36","of",12,48,275,100,"sg","gramm"
"109647","BAKEROBJ","c","34","36","experience",13,48,242,100,"sg","gramm"
"109648","BAKEROBJ","c","34","36","on",14,48,305,100,"sg","gramm"
"109649","BAKEROBJ","c","34","36","the",15,48,306,100,"sg","gramm"
"109650","BAKEROBJ","c","34","36","range.",16,48,632,100,"sg","gramm"
"109758","BAKEROBJ","c","26","36","The",1,55,587,100,"sg","gramm"
"109759","BAKEROBJ","c","26","36","translator",2,55,215,100,"sg","gramm"
"109760","BAKEROBJ","c","26","36","who",3,55,179,100,"sg","gramm"
"109761","BAKEROBJ","c","26","36","the",4,55,199,100,"sg","gramm"
"109762","BAKEROBJ","c","26","36","diplomat",5,55,195,100,"sg","gramm"
"109763","BAKEROBJ","c","26","36","needs",6,55,351,100,"sg","gramm"
"109764","BAKEROBJ","c","26","36","for",7,55,255,100,"sg","gramm"
"109765","BAKEROBJ","c","26","36","communication",8,55,208,100,"sg","gramm"
"109766","BAKEROBJ","c","26","36","was",9,55,302,100,"sg","gramm"
"109767","BAKEROBJ","c","26","36","trying",10,55,253,100,"sg","gramm"
"109768","BAKEROBJ","c","26","36","furiously",11,55,258,100,"sg","gramm"
"109769","BAKEROBJ","c","26","36","to",12,55,277,100,"sg","gramm"
"109770","BAKEROBJ","c","26","36","facilitate",13,55,241,100,"sg","gramm"
"109771","BAKEROBJ","c","26","36","peace",14,55,293,100,"sg","gramm"
"109772","BAKEROBJ","c","26","36","talks.",15,55,637,100,"sg","gramm"
"109810","BAKEROBJ","d","35","36","The",1,58,518,0,"sg","ungram"
"109811","BAKEROBJ","d","35","36","surgeon",2,58,320,0,"sg","ungram"
"109812","BAKEROBJ","d","35","36","who",3,58,220,0,"sg","ungram"
"109813","BAKEROBJ","d","35","36","the",4,58,201,0,"sg","ungram"
"109814","BAKEROBJ","d","35","36","nurse",5,58,190,0,"sg","ungram"
"109815","BAKEROBJ","d","35","36","prefer",6,58,237,0,"sg","ungram"
"109816","BAKEROBJ","d","35","36","most",7,58,841,0,"sg","ungram"
"109817","BAKEROBJ","d","35","36","to",8,58,215,0,"sg","ungram"
"109818","BAKEROBJ","d","35","36","assist",9,58,204,0,"sg","ungram"
"109819","BAKEROBJ","d","35","36","has",10,58,284,0,"sg","ungram"
"109820","BAKEROBJ","d","35","36","an",11,58,292,0,"sg","ungram"
"109821","BAKEROBJ","d","35","36","impeccable",12,58,242,0,"sg","ungram"
"109822","BAKEROBJ","d","35","36","record",13,58,369,0,"sg","ungram"
"109823","BAKEROBJ","d","35","36","in",14,58,314,0,"sg","ungram"
"109824","BAKEROBJ","d","35","36","the",15,58,251,0,"sg","ungram"
"109825","BAKEROBJ","d","35","36","operating",16,58,505,0,"sg","ungram"
"109826","BAKEROBJ","d","35","36","room.",17,58,683,0,"sg","ungram"
"109971","BAKEROBJ","g","24","36","The",1,68,389,100,"pl","gramm"
"109972","BAKEROBJ","g","24","36","accountants",2,68,212,100,"pl","gramm"
"109973","BAKEROBJ","g","24","36","who",3,68,212,100,"pl","gramm"
"109974","BAKEROBJ","g","24","36","the",4,68,300,100,"pl","gramm"
"109975","BAKEROBJ","g","24","36","administrator",5,68,407,100,"pl","gramm"
"109976","BAKEROBJ","g","24","36","depends",6,68,192,100,"pl","gramm"
"109977","BAKEROBJ","g","24","36","on",7,68,376,100,"pl","gramm"
"109978","BAKEROBJ","g","24","36","to",8,68,293,100,"pl","gramm"
"109979","BAKEROBJ","g","24","36","balance",9,68,302,100,"pl","gramm"
"109980","BAKEROBJ","g","24","36","the",10,68,277,100,"pl","gramm"
"109981","BAKEROBJ","g","24","36","books",11,68,277,100,"pl","gramm"
"109982","BAKEROBJ","g","24","36","are",12,68,291,100,"pl","gramm"
"109983","BAKEROBJ","g","24","36","very",13,68,244,100,"pl","gramm"
"109984","BAKEROBJ","g","24","36","well",14,68,447,100,"pl","gramm"
"109985","BAKEROBJ","g","24","36","paid.",15,68,557,100,"pl","gramm"
"110035","BAKEROBJ","h","21","36","The",1,72,394,100,"pl","ungram"
"110036","BAKEROBJ","h","21","36","overseers",2,72,231,100,"pl","ungram"
"110037","BAKEROBJ","h","21","36","who",3,72,464,100,"pl","ungram"
"110038","BAKEROBJ","h","21","36","the",4,72,256,100,"pl","ungram"
"110039","BAKEROBJ","h","21","36","worker",5,72,218,100,"pl","ungram"
"110040","BAKEROBJ","h","21","36","distrust",6,72,269,100,"pl","ungram"
"110041","BAKEROBJ","h","21","36","the",7,72,297,100,"pl","ungram"
"110042","BAKEROBJ","h","21","36","most",8,72,289,100,"pl","ungram"
"110043","BAKEROBJ","h","21","36","have",9,72,319,100,"pl","ungram"
"110044","BAKEROBJ","h","21","36","been",10,72,223,100,"pl","ungram"
"110045","BAKEROBJ","h","21","36","firing",11,72,245,100,"pl","ungram"
"110046","BAKEROBJ","h","21","36","anyone",12,72,242,100,"pl","ungram"
"110047","BAKEROBJ","h","21","36","who",13,72,237,100,"pl","ungram"
"110048","BAKEROBJ","h","21","36","mentions",14,72,248,100,"pl","ungram"
"110049","BAKEROBJ","h","21","36","unions.",15,72,649,100,"pl","ungram"
"110166","BAKEROBJ","h","25","36","The",1,80,296,100,"pl","ungram"
"110167","BAKEROBJ","h","25","36","orphans",2,80,281,100,"pl","ungram"
"110168","BAKEROBJ","h","25","36","who",3,80,444,100,"pl","ungram"
"110169","BAKEROBJ","h","25","36","the",4,80,195,100,"pl","ungram"
"110170","BAKEROBJ","h","25","36","nun",5,80,220,100,"pl","ungram"
"110171","BAKEROBJ","h","25","36","tutor",6,80,201,100,"pl","ungram"
"110172","BAKEROBJ","h","25","36","in",7,80,196,100,"pl","ungram"
"110173","BAKEROBJ","h","25","36","algebra",8,80,206,100,"pl","ungram"
"110174","BAKEROBJ","h","25","36","lost",9,80,206,100,"pl","ungram"
"110175","BAKEROBJ","h","25","36","their",10,80,239,100,"pl","ungram"
"110176","BAKEROBJ","h","25","36","parents",11,80,209,100,"pl","ungram"
"110177","BAKEROBJ","h","25","36","in",12,80,286,100,"pl","ungram"
"110178","BAKEROBJ","h","25","36","the",13,80,215,100,"pl","ungram"
"110179","BAKEROBJ","h","25","36","ongoing",14,80,218,100,"pl","ungram"
"110180","BAKEROBJ","h","25","36","civil",15,80,360,100,"pl","ungram"
"110181","BAKEROBJ","h","25","36","war.",16,80,648,100,"pl","ungram"
"110203","BAKEROBJ","g","48","36","The",1,82,300,100,"pl","gramm"
"110204","BAKEROBJ","g","48","36","programmers",2,82,228,100,"pl","gramm"
"110205","BAKEROBJ","g","48","36","who",3,82,206,100,"pl","gramm"
"110206","BAKEROBJ","g","48","36","the",4,82,190,100,"pl","gramm"
"110207","BAKEROBJ","g","48","36","manager",5,82,184,100,"pl","gramm"
"110208","BAKEROBJ","g","48","36","oversees",6,82,190,100,"pl","gramm"
"110209","BAKEROBJ","g","48","36","at",7,82,196,100,"pl","gramm"
"110210","BAKEROBJ","g","48","36","the",8,82,221,100,"pl","gramm"
"110211","BAKEROBJ","g","48","36","software",9,82,227,100,"pl","gramm"
"110212","BAKEROBJ","g","48","36","firm",10,82,186,100,"pl","gramm"
"110213","BAKEROBJ","g","48","36","are",11,82,201,100,"pl","gramm"
"110214","BAKEROBJ","g","48","36","eccentric",12,82,319,100,"pl","gramm"
"110215","BAKEROBJ","g","48","36","and",13,82,239,100,"pl","gramm"
"110216","BAKEROBJ","g","48","36","difficult",14,82,240,100,"pl","gramm"
"110217","BAKEROBJ","g","48","36","to",15,82,355,100,"pl","gramm"
"110218","BAKEROBJ","g","48","36","control.",16,82,495,100,"pl","gramm"
"110246","BAKEROBJ","g","36","36","The",1,85,205,100,"pl","gramm"
"110247","BAKEROBJ","g","36","36","bartenders",2,85,179,100,"pl","gramm"
"110248","BAKEROBJ","g","36","36","who",3,85,173,100,"pl","gramm"
"110249","BAKEROBJ","g","36","36","the",4,85,168,100,"pl","gramm"
"110250","BAKEROBJ","g","36","36","patron",5,85,171,100,"pl","gramm"
"110251","BAKEROBJ","g","36","36","gossips",6,85,176,100,"pl","gramm"
"110252","BAKEROBJ","g","36","36","with",7,85,176,100,"pl","gramm"
"110253","BAKEROBJ","g","36","36","after",8,85,478,100,"pl","gramm"
"110254","BAKEROBJ","g","36","36","work",9,85,187,100,"pl","gramm"
"110255","BAKEROBJ","g","36","36","always",10,85,280,100,"pl","gramm"
"110256","BAKEROBJ","g","36","36","have",11,85,210,100,"pl","gramm"
"110257","BAKEROBJ","g","36","36","new",12,85,259,100,"pl","gramm"
"110258","BAKEROBJ","g","36","36","stories",13,85,267,100,"pl","gramm"
"110259","BAKEROBJ","g","36","36","to",14,85,358,100,"pl","gramm"
"110260","BAKEROBJ","g","36","36","tell.",15,85,349,100,"pl","gramm"
"110298","BAKEROBJ","g","40","36","The",1,88,235,100,"pl","gramm"
"110299","BAKEROBJ","g","40","36","comedians",2,88,347,100,"pl","gramm"
"110300","BAKEROBJ","g","40","36","who",3,88,190,100,"pl","gramm"
"110301","BAKEROBJ","g","40","36","the",4,88,210,100,"pl","gramm"
"110302","BAKEROBJ","g","40","36","prisoner",5,88,204,100,"pl","gramm"
"110303","BAKEROBJ","g","40","36","finds",6,88,232,100,"pl","gramm"
"110304","BAKEROBJ","g","40","36","so",7,88,278,100,"pl","gramm"
"110305","BAKEROBJ","g","40","36","entertaining",8,88,212,100,"pl","gramm"
"110306","BAKEROBJ","g","40","36","can",9,88,206,100,"pl","gramm"
"110307","BAKEROBJ","g","40","36","find",10,88,289,100,"pl","gramm"
"110308","BAKEROBJ","g","40","36","humor",11,88,204,100,"pl","gramm"
"110309","BAKEROBJ","g","40","36","in",12,88,210,100,"pl","gramm"
"110310","BAKEROBJ","g","40","36","the",13,88,226,100,"pl","gramm"
"110311","BAKEROBJ","g","40","36","worst",14,88,329,100,"pl","gramm"
"110312","BAKEROBJ","g","40","36","situations.",15,88,394,100,"pl","gramm"
"110408","BAKEROBJ","g","12","36","The",1,94,312,100,"pl","gramm"
"110409","BAKEROBJ","g","12","36","senators",2,94,223,100,"pl","gramm"
"110410","BAKEROBJ","g","12","36","who",3,94,223,100,"pl","gramm"
"110411","BAKEROBJ","g","12","36","the",4,94,204,100,"pl","gramm"
"110412","BAKEROBJ","g","12","36","voter",5,94,179,100,"pl","gramm"
"110413","BAKEROBJ","g","12","36","listens",6,94,184,100,"pl","gramm"
"110414","BAKEROBJ","g","12","36","to",7,94,188,100,"pl","gramm"
"110415","BAKEROBJ","g","12","36","patiently",8,94,190,100,"pl","gramm"
"110416","BAKEROBJ","g","12","36","at",9,94,193,100,"pl","gramm"
"110417","BAKEROBJ","g","12","36","all",10,94,204,100,"pl","gramm"
