"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","rchead","gramm"
"127","BAKEROBJ","c","37","1","The",1,8,340,100,"sg","gramm"
"128","BAKEROBJ","c","37","1","columnist",2,8,503,100,"sg","gramm"
"129","BAKEROBJ","c","37","1","who",3,8,804,100,"sg","gramm"
"130","BAKEROBJ","c","37","1","the",4,8,754,100,"sg","gramm"
"131","BAKEROBJ","c","37","1","reader",5,8,627,100,"sg","gramm"
"132","BAKEROBJ","c","37","1","complains",6,8,607,100,"sg","gramm"
"133","BAKEROBJ","c","37","1","about",7,8,737,100,"sg","gramm"
"134","BAKEROBJ","c","37","1","frequently",8,8,723,100,"sg","gramm"
"135","BAKEROBJ","c","37","1","gives",9,8,678,100,"sg","gramm"
"136","BAKEROBJ","c","37","1","extreme",10,8,1200,100,"sg","gramm"
"137","BAKEROBJ","c","37","1","opinions",11,8,861,100,"sg","gramm"
"138","BAKEROBJ","c","37","1","without",12,8,941,100,"sg","gramm"
"139","BAKEROBJ","c","37","1","backing",13,8,411,100,"sg","gramm"
"140","BAKEROBJ","c","37","1","them",14,8,387,100,"sg","gramm"
"141","BAKEROBJ","c","37","1","up.",15,8,535,100,"sg","gramm"
"169","BAKEROBJ","d","10","1","The",1,11,390,100,"sg","ungram"
"170","BAKEROBJ","d","10","1","sculptor",2,11,580,100,"sg","ungram"
"171","BAKEROBJ","d","10","1","who",3,11,605,100,"sg","ungram"
"172","BAKEROBJ","d","10","1","the",4,11,971,100,"sg","ungram"
"173","BAKEROBJ","d","10","1","donor",5,11,1047,100,"sg","ungram"
"174","BAKEROBJ","d","10","1","support",6,11,917,100,"sg","ungram"
"175","BAKEROBJ","d","10","1","so",7,11,1234,100,"sg","ungram"
"176","BAKEROBJ","d","10","1","generously",8,11,1805,100,"sg","ungram"
"177","BAKEROBJ","d","10","1","has",9,11,527,100,"sg","ungram"
"178","BAKEROBJ","d","10","1","held",10,11,603,100,"sg","ungram"
"179","BAKEROBJ","d","10","1","several",11,11,626,100,"sg","ungram"
"180","BAKEROBJ","d","10","1","acclaimed",12,11,1548,100,"sg","ungram"
"181","BAKEROBJ","d","10","1","exhibitions.",13,11,1403,100,"sg","ungram"
"200","BAKEROBJ","d","22","1","The",1,13,375,100,"sg","ungram"
"201","BAKEROBJ","d","22","1","heiress",2,13,408,100,"sg","ungram"
"202","BAKEROBJ","d","22","1","who",3,13,478,100,"sg","ungram"
"203","BAKEROBJ","d","22","1","the",4,13,436,100,"sg","ungram"
"204","BAKEROBJ","d","22","1","bachelor",5,13,594,100,"sg","ungram"
"205","BAKEROBJ","d","22","1","pursue",6,13,1079,100,"sg","ungram"
"206","BAKEROBJ","d","22","1","so",7,13,1285,100,"sg","ungram"
"207","BAKEROBJ","d","22","1","relentlessly",8,13,2365,100,"sg","ungram"
"208","BAKEROBJ","d","22","1","is",9,13,496,100,"sg","ungram"
"209","BAKEROBJ","d","22","1","clever",10,13,613,100,"sg","ungram"
"210","BAKEROBJ","d","22","1","and",11,13,756,100,"sg","ungram"
"211","BAKEROBJ","d","22","1","won't",12,13,472,100,"sg","ungram"
"212","BAKEROBJ","d","22","1","be",13,13,317,100,"sg","ungram"
"213","BAKEROBJ","d","22","1","easily",14,13,649,100,"sg","ungram"
"214","BAKEROBJ","d","22","1","fooled.",15,13,742,100,"sg","ungram"
"288","BAKEROBJ","g","23","1","The",1,18,299,100,"pl","gramm"
"289","BAKEROBJ","g","23","1","actors",2,18,360,100,"pl","gramm"
"290","BAKEROBJ","g","23","1","who",3,18,435,100,"pl","gramm"
"291","BAKEROBJ","g","23","1","the",4,18,438,100,"pl","gramm"
"292","BAKEROBJ","g","23","1","producer",5,18,705,100,"pl","gramm"
"293","BAKEROBJ","g","23","1","considers",6,18,1087,100,"pl","gramm"
"294","BAKEROBJ","g","23","1","the",7,18,691,100,"pl","gramm"
"295","BAKEROBJ","g","23","1","safest",8,18,891,100,"pl","gramm"
"296","BAKEROBJ","g","23","1","bet",9,18,714,100,"pl","gramm"
"297","BAKEROBJ","g","23","1","are",10,18,513,100,"pl","gramm"
"298","BAKEROBJ","g","23","1","the",11,18,411,100,"pl","gramm"
"299","BAKEROBJ","g","23","1","ones",12,18,449,100,"pl","gramm"
"300","BAKEROBJ","g","23","1","who",13,18,705,100,"pl","gramm"
"301","BAKEROBJ","g","23","1","have",14,18,974,100,"pl","gramm"
"302","BAKEROBJ","g","23","1","been",15,18,619,100,"pl","gramm"
"303","BAKEROBJ","g","23","1","around",16,18,797,100,"pl","gramm"
"304","BAKEROBJ","g","23","1","for",17,18,390,100,"pl","gramm"
"305","BAKEROBJ","g","23","1","a",18,18,425,100,"pl","gramm"
"306","BAKEROBJ","g","23","1","while.",19,18,460,100,"pl","gramm"
"323","BAKEROBJ","d","34","1","The",1,20,415,100,"sg","ungram"
"324","BAKEROBJ","d","34","1","cowboy",2,20,810,100,"sg","ungram"
"325","BAKEROBJ","d","34","1","who",3,20,457,100,"sg","ungram"
"326","BAKEROBJ","d","34","1","the",4,20,457,100,"sg","ungram"
"327","BAKEROBJ","d","34","1","rancher",5,20,688,100,"sg","ungram"
"328","BAKEROBJ","d","34","1","know",6,20,1325,100,"sg","ungram"
"329","BAKEROBJ","d","34","1","the",7,20,667,100,"sg","ungram"
"330","BAKEROBJ","d","34","1","best",8,20,2239,100,"sg","ungram"
"331","BAKEROBJ","d","34","1","has",9,20,737,100,"sg","ungram"
"332","BAKEROBJ","d","34","1","thirty",10,20,668,100,"sg","ungram"
"333","BAKEROBJ","d","34","1","years",11,20,643,100,"sg","ungram"
"334","BAKEROBJ","d","34","1","of",12,20,398,100,"sg","ungram"
"335","BAKEROBJ","d","34","1","experience",13,20,509,100,"sg","ungram"
"336","BAKEROBJ","d","34","1","on",14,20,374,100,"sg","ungram"
"337","BAKEROBJ","d","34","1","the",15,20,425,100,"sg","ungram"
"338","BAKEROBJ","d","34","1","range.",16,20,2597,100,"sg","ungram"
"391","BAKEROBJ","h","12","1","The",1,24,366,100,"pl","ungram"
"392","BAKEROBJ","h","12","1","senators",2,24,572,100,"pl","ungram"
"393","BAKEROBJ","h","12","1","who",3,24,686,100,"pl","ungram"
"394","BAKEROBJ","h","12","1","the",4,24,533,100,"pl","ungram"
"395","BAKEROBJ","h","12","1","voter",5,24,462,100,"pl","ungram"
"396","BAKEROBJ","h","12","1","listen",6,24,932,100,"pl","ungram"
"397","BAKEROBJ","h","12","1","to",7,24,821,100,"pl","ungram"
"398","BAKEROBJ","h","12","1","patiently",8,24,1823,100,"pl","ungram"
"399","BAKEROBJ","h","12","1","at",9,24,1013,100,"pl","ungram"
"400","BAKEROBJ","h","12","1","all",10,24,460,100,"pl","ungram"
"401","BAKEROBJ","h","12","1","the",11,24,632,100,"pl","ungram"
"402","BAKEROBJ","h","12","1","local",12,24,665,100,"pl","ungram"
"403","BAKEROBJ","h","12","1","political",13,24,556,100,"pl","ungram"
"404","BAKEROBJ","h","12","1","events",14,24,786,100,"pl","ungram"
"405","BAKEROBJ","h","12","1","just",15,24,549,100,"pl","ungram"
"406","BAKEROBJ","h","12","1","never",16,24,592,100,"pl","ungram"
"407","BAKEROBJ","h","12","1","seem",17,24,484,100,"pl","ungram"
"408","BAKEROBJ","h","12","1","trustworthy.",18,24,1718,100,"pl","ungram"
"455","BAKEROBJ","c","33","1","The",1,27,304,100,"sg","gramm"
"456","BAKEROBJ","c","33","1","cheerleader",2,27,435,100,"sg","gramm"
"457","BAKEROBJ","c","33","1","who",3,27,403,100,"sg","gramm"
"458","BAKEROBJ","c","33","1","the",4,27,409,100,"sg","gramm"
"459","BAKEROBJ","c","33","1","choreographer",5,27,486,100,"sg","gramm"
"460","BAKEROBJ","c","33","1","works",6,27,619,100,"sg","gramm"
"461","BAKEROBJ","c","33","1","with",7,27,487,100,"sg","gramm"
"462","BAKEROBJ","c","33","1","usually",8,27,592,100,"sg","gramm"
"463","BAKEROBJ","c","33","1","trains",9,27,1489,100,"sg","gramm"
"464","BAKEROBJ","c","33","1","all",10,27,646,100,"sg","gramm"
"465","BAKEROBJ","c","33","1","year",11,27,398,100,"sg","gramm"
"466","BAKEROBJ","c","33","1","for",12,27,436,100,"sg","gramm"
"467","BAKEROBJ","c","33","1","the",13,27,395,100,"sg","gramm"
"468","BAKEROBJ","c","33","1","national",14,27,379,100,"sg","gramm"
"469","BAKEROBJ","c","33","1","competition.",15,27,359,100,"sg","gramm"
"543","BAKEROBJ","g","3","1","The",1,32,388,100,"pl","gramm"
"544","BAKEROBJ","g","3","1","players",2,32,425,100,"pl","gramm"
"545","BAKEROBJ","g","3","1","who",3,32,425,100,"pl","gramm"
"546","BAKEROBJ","g","3","1","the",4,32,430,100,"pl","gramm"
"547","BAKEROBJ","g","3","1","coach",5,32,441,100,"pl","gramm"
"548","BAKEROBJ","g","3","1","likes",6,32,781,100,"pl","gramm"
"549","BAKEROBJ","g","3","1","the",7,32,694,100,"pl","gramm"
"550","BAKEROBJ","g","3","1","best",8,32,495,100,"pl","gramm"
"551","BAKEROBJ","g","3","1","are",9,32,484,100,"pl","gramm"
"552","BAKEROBJ","g","3","1","the",10,32,606,100,"pl","gramm"
"553","BAKEROBJ","g","3","1","ones",11,32,549,100,"pl","gramm"
"554","BAKEROBJ","g","3","1","who",12,32,697,100,"pl","gramm"
"555","BAKEROBJ","g","3","1","always",13,32,706,100,"pl","gramm"
"556","BAKEROBJ","g","3","1","get",14,32,751,100,"pl","gramm"
"557","BAKEROBJ","g","3","1","to",15,32,531,100,"pl","gramm"
"558","BAKEROBJ","g","3","1","practice",16,32,441,100,"pl","gramm"
"559","BAKEROBJ","g","3","1","on",17,32,1021,100,"pl","gramm"
"560","BAKEROBJ","g","3","1","time.",18,32,573,100,"pl","gramm"
"574","BAKEROBJ","c","21","1","The",1,34,312,100,"sg","gramm"
"575","BAKEROBJ","c","21","1","overseer",2,34,643,100,"sg","gramm"
"576","BAKEROBJ","c","21","1","who",3,34,754,100,"sg","gramm"
"577","BAKEROBJ","c","21","1","the",4,34,509,100,"sg","gramm"
"578","BAKEROBJ","c","21","1","worker",5,34,396,100,"sg","gramm"
"579","BAKEROBJ","c","21","1","distrusts",6,34,1349,100,"sg","gramm"
"580","BAKEROBJ","c","21","1","the",7,34,781,100,"sg","gramm"
"581","BAKEROBJ","c","21","1","most",8,34,501,100,"sg","gramm"
"582","BAKEROBJ","c","21","1","has",9,34,725,100,"sg","gramm"
"583","BAKEROBJ","c","21","1","been",10,34,1358,100,"sg","gramm"
"584","BAKEROBJ","c","21","1","firing",11,34,552,100,"sg","gramm"
"585","BAKEROBJ","c","21","1","anyone",12,34,441,100,"sg","gramm"
"586","BAKEROBJ","c","21","1","who",13,34,714,100,"sg","gramm"
"587","BAKEROBJ","c","21","1","mentions",14,34,414,100,"sg","gramm"
"588","BAKEROBJ","c","21","1","unions.",15,34,619,100,"sg","gramm"
"652","BAKEROBJ","c","29","1","The",1,39,337,100,"sg","gramm"
"653","BAKEROBJ","c","29","1","commentator",2,39,826,100,"sg","gramm"
"654","BAKEROBJ","c","29","1","who",3,39,511,100,"sg","gramm"
"655","BAKEROBJ","c","29","1","the",4,39,360,100,"sg","gramm"
"656","BAKEROBJ","c","29","1","viewer",5,39,376,100,"sg","gramm"
"657","BAKEROBJ","c","29","1","trusts",6,39,476,100,"sg","gramm"
"658","BAKEROBJ","c","29","1","the",7,39,633,100,"sg","gramm"
"659","BAKEROBJ","c","29","1","most",8,39,393,100,"sg","gramm"
"660","BAKEROBJ","c","29","1","has",9,39,349,100,"sg","gramm"
"661","BAKEROBJ","c","29","1","a",10,39,345,100,"sg","gramm"
"662","BAKEROBJ","c","29","1","very",11,39,383,100,"sg","gramm"
"663","BAKEROBJ","c","29","1","slick",12,39,587,100,"sg","gramm"
"664","BAKEROBJ","c","29","1","hairstyle.",13,39,532,100,"sg","gramm"
"771","BAKEROBJ","g","39","1","The",1,46,395,100,"pl","gramm"
"772","BAKEROBJ","g","39","1","bricklayers",2,46,742,100,"pl","gramm"
"773","BAKEROBJ","g","39","1","who",3,46,932,100,"pl","gramm"
"774","BAKEROBJ","g","39","1","the",4,46,412,100,"pl","gramm"
"775","BAKEROBJ","g","39","1","contractor",5,46,775,100,"pl","gramm"
"776","BAKEROBJ","g","39","1","assigns",6,46,856,100,"pl","gramm"
"777","BAKEROBJ","g","39","1","to",7,46,687,100,"pl","gramm"
"778","BAKEROBJ","g","39","1","important",8,46,843,100,"pl","gramm"
"779","BAKEROBJ","g","39","1","projects",9,46,1039,100,"pl","gramm"
"780","BAKEROBJ","g","39","1","often",10,46,845,100,"pl","gramm"
"781","BAKEROBJ","g","39","1","don't",11,46,388,100,"pl","gramm"
"782","BAKEROBJ","g","39","1","show",12,46,320,100,"pl","gramm"
"783","BAKEROBJ","g","39","1","up",13,46,296,100,"pl","gramm"
"784","BAKEROBJ","g","39","1","on",14,46,307,100,"pl","gramm"
"785","BAKEROBJ","g","39","1","time.",15,46,371,100,"pl","gramm"
"918","BAKEROBJ","c","5","1","The",1,55,301,100,"sg","gramm"
"919","BAKEROBJ","c","5","1","author",2,55,514,100,"sg","gramm"
"920","BAKEROBJ","c","5","1","who",3,55,802,100,"sg","gramm"
"921","BAKEROBJ","c","5","1","the",4,55,627,100,"sg","gramm"
"922","BAKEROBJ","c","5","1","librarian",5,55,457,100,"sg","gramm"
"923","BAKEROBJ","c","5","1","recommends",6,55,700,100,"sg","gramm"
"924","BAKEROBJ","c","5","1","for",7,55,427,100,"sg","gramm"
"925","BAKEROBJ","c","5","1","summer",8,55,641,100,"sg","gramm"
"926","BAKEROBJ","c","5","1","reading",9,55,1783,100,"sg","gramm"
"927","BAKEROBJ","c","5","1","is",10,55,379,100,"sg","gramm"
"928","BAKEROBJ","c","5","1","very",11,55,371,100,"sg","gramm"
"929","BAKEROBJ","c","5","1","popular",12,55,490,100,"sg","gramm"
"930","BAKEROBJ","c","5","1","in",13,55,376,100,"sg","gramm"
"931","BAKEROBJ","c","5","1","India.",14,55,980,100,"sg","gramm"
"1021","BAKEROBJ","g","27","1","The",1,62,555,100,"pl","gramm"
"1022","BAKEROBJ","g","27","1","dancers",2,62,320,100,"pl","gramm"
"1023","BAKEROBJ","g","27","1","who",3,62,550,100,"pl","gramm"
"1024","BAKEROBJ","g","27","1","the",4,62,558,100,"pl","gramm"
"1025","BAKEROBJ","g","27","1","host",5,62,306,100,"pl","gramm"
"1026","BAKEROBJ","g","27","1","applauds",6,62,436,100,"pl","gramm"
"1027","BAKEROBJ","g","27","1","so",7,62,452,100,"pl","gramm"
"1028","BAKEROBJ","g","27","1","frequently",8,62,536,100,"pl","gramm"
"1029","BAKEROBJ","g","27","1","have",9,62,716,100,"pl","gramm"
"1030","BAKEROBJ","g","27","1","been",10,62,452,100,"pl","gramm"
"1031","BAKEROBJ","g","27","1","performing",11,62,2071,100,"pl","gramm"
"1032","BAKEROBJ","g","27","1","since",12,62,368,100,"pl","gramm"
"1033","BAKEROBJ","g","27","1","they",13,62,344,100,"pl","gramm"
"1034","BAKEROBJ","g","27","1","were",14,62,320,100,"pl","gramm"
"1035","BAKEROBJ","g","27","1","young",15,62,315,100,"pl","gramm"
"1036","BAKEROBJ","g","27","1","girls",16,62,336,100,"pl","gramm"
"1037","BAKEROBJ","g","27","1","in",17,62,385,100,"pl","gramm"
"1038","BAKEROBJ","g","27","1","Ecuador.",18,62,767,100,"pl","gramm"
"1093","BAKEROBJ","d","2","1","The",1,66,385,100,"sg","ungram"
"1094","BAKEROBJ","d","2","1","industrialist",2,66,1531,100,"sg","ungram"
"1095","BAKEROBJ","d","2","1","who",3,66,455,100,"sg","ungram"
"1096","BAKEROBJ","d","2","1","the",4,66,454,100,"sg","ungram"
"1097","BAKEROBJ","d","2","1","activist",5,66,1077,100,"sg","ungram"
"1098","BAKEROBJ","d","2","1","criticize",6,66,2095,100,"sg","ungram"
"1099","BAKEROBJ","d","2","1","always",7,66,2495,100,"sg","ungram"
"1100","BAKEROBJ","d","2","1","puts",8,66,1163,100,"sg","ungram"
"1101","BAKEROBJ","d","2","1","profit",9,66,503,100,"sg","ungram"
"1102","BAKEROBJ","d","2","1","above",10,66,556,100,"sg","ungram"
"1103","BAKEROBJ","d","2","1","concern",11,66,503,100,"sg","ungram"
"1104","BAKEROBJ","d","2","1","for",12,66,365,100,"sg","ungram"
"1105","BAKEROBJ","d","2","1","the",13,66,381,100,"sg","ungram"
"1106","BAKEROBJ","d","2","1","environment.",14,66,830,100,"sg","ungram"
"1443","BAKEROBJ","d","46","1","The",1,86,344,100,"sg","ungram"
"1444","BAKEROBJ","d","46","1","receptionist",2,86,656,100,"sg","ungram"
"1445","BAKEROBJ","d","46","1","who",3,86,330,100,"sg","ungram"
"1446","BAKEROBJ","d","46","1","the",4,86,551,100,"sg","ungram"
"1447","BAKEROBJ","d","46","1","boss",5,86,344,100,"sg","ungram"
"1448","BAKEROBJ","d","46","1","give",6,86,366,100,"sg","ungram"
"1449","BAKEROBJ","d","46","1","the",7,86,940,100,"sg","ungram"
"1450","BAKEROBJ","d","46","1","biggest",8,86,579,100,"sg","ungram"
"1451","BAKEROBJ","d","46","1","projects",9,86,2629,100,"sg","ungram"
"1452","BAKEROBJ","d","46","1","never",10,86,349,100,"sg","ungram"
"1453","BAKEROBJ","d","46","1","fails",11,86,346,100,"sg","ungram"
"1454","BAKEROBJ","d","46","1","to",12,86,910,100,"sg","ungram"
"1455","BAKEROBJ","d","46","1","do",13,86,867,100,"sg","ungram"
"1456","BAKEROBJ","d","46","1","a",14,86,314,100,"sg","ungram"
"1457","BAKEROBJ","d","46","1","stellar",15,86,400,100,"sg","ungram"
"1458","BAKEROBJ","d","46","1","job.",16,86,1007,100,"sg","ungram"
"1492","BAKEROBJ","h","28","1","The",1,89,312,100,"pl","ungram"
"1493","BAKEROBJ","h","28","1","supervisors",2,89,379,100,"pl","ungram"
"1494","BAKEROBJ","h","28","1","who",3,89,435,100,"pl","ungram"
"1495","BAKEROBJ","h","28","1","the",4,89,341,100,"pl","ungram"
"1496","BAKEROBJ","h","28","1","counselor",5,89,360,100,"pl","ungram"
"1497","BAKEROBJ","h","28","1","report",6,89,678,100,"pl","ungram"
"1498","BAKEROBJ","h","28","1","to",7,89,600,100,"pl","ungram"
"1499","BAKEROBJ","h","28","1","directly",8,89,557,100,"pl","ungram"
"1500","BAKEROBJ","h","28","1","are",9,89,905,100,"pl","ungram"
"1501","BAKEROBJ","h","28","1","supposed",10,89,428,100,"pl","ungram"
"1502","BAKEROBJ","h","28","1","to",11,89,287,100,"pl","ungram"
"1503","BAKEROBJ","h","28","1","provide",12,89,328,100,"pl","ungram"
"1504","BAKEROBJ","h","28","1","advice",13,89,317,100,"pl","ungram"
"1505","BAKEROBJ","h","28","1","and",14,89,293,100,"pl","ungram"
"1506","BAKEROBJ","h","28","1","support.",15,89,414,100,"pl","ungram"
"1584","BAKEROBJ","h","20","1","The",1,94,269,100,"pl","ungram"
"1585","BAKEROBJ","h","20","1","firefighters",2,94,470,100,"pl","ungram"
"1586","BAKEROBJ","h","20","1","who",3,94,367,100,"pl","ungram"
"1587","BAKEROBJ","h","20","1","the",4,94,372,100,"pl","ungram"
"1588","BAKEROBJ","h","20","1","ranger",5,94,373,100,"pl","ungram"
"1589","BAKEROBJ","h","20","1","keep",6,94,382,100,"pl","ungram"
"1590","BAKEROBJ","h","20","1","on",7,94,2390,100,"pl","ungram"
"1591","BAKEROBJ","h","20","1","hand",8,94,2452,100,"pl","ungram"
"1592","BAKEROBJ","h","20","1","during",9,94,389,100,"pl","ungram"
"1593","BAKEROBJ","h","20","1","the",10,94,374,100,"pl","ungram"
"1594","BAKEROBJ","h","20","1","summer",11,94,1091,100,"pl","ungram"
"1595","BAKEROBJ","h","20","1","months",12,94,395,100,"pl","ungram"
"1596","BAKEROBJ","h","20","1","have",13,94,430,100,"pl","ungram"
"1597","BAKEROBJ","h","20","1","special",14,94,342,100,"pl","ungram"
"1598","BAKEROBJ","h","20","1","training",15,94,471,100,"pl","ungram"
"1599","BAKEROBJ","h","20","1","in",16,94,387,100,"pl","ungram"
"1600","BAKEROBJ","h","20","1","forest",17,94,428,100,"pl","ungram"
"1601","BAKEROBJ","h","20","1","fires.",18,94,738,100,"pl","ungram"
"1666","BAKEROBJ","h","8","1","The",1,100,320,100,"pl","ungram"
"1667","BAKEROBJ","h","8","1","patients",2,100,422,100,"pl","ungram"
"1668","BAKEROBJ","h","8","1","who",3,100,387,100,"pl","ungram"
"1669","BAKEROBJ","h","8","1","the",4,100,430,100,"pl","ungram"
"1670","BAKEROBJ","h","8","1","doctor",5,100,1136,100,"pl","ungram"
"1671","BAKEROBJ","h","8","1","check",6,100,401,100,"pl","ungram"
"1672","BAKEROBJ","h","8","1","on",7,100,1527,100,"pl","ungram"
"1673","BAKEROBJ","h","8","1","daily",8,100,4212,100,"pl","ungram"
"1674","BAKEROBJ","h","8","1","are",9,100,344,100,"pl","ungram"
"1675","BAKEROBJ","h","8","1","undergoing",10,100,384,100,"pl","ungram"
"1676","BAKEROBJ","h","8","1","an",11,100,362,100,"pl","ungram"
"1677","BAKEROBJ","h","8","1","experimental",12,100,581,100,"pl","ungram"
"1678","BAKEROBJ","h","8","1","treatment.",13,100,690,100,"pl","ungram"
"1694","BAKEROBJ","g","7","1","The",1,102,342,100,"pl","gramm"
"1695","BAKEROBJ","g","7","1","colleagues",2,102,482,100,"pl","gramm"
"1696","BAKEROBJ","g","7","1","who",3,102,341,100,"pl","gramm"
"1697","BAKEROBJ","g","7","1","the",4,102,419,100,"pl","gramm"
"1698","BAKEROBJ","g","7","1","researcher",5,102,1052,100,"pl","gramm"
"1699","BAKEROBJ","g","7","1","spends",6,102,338,100,"pl","gramm"
"1700","BAKEROBJ","g","7","1","the",7,102,878,100,"pl","gramm"
"1701","BAKEROBJ","g","7","1","most",8,102,321,100,"pl","gramm"
"1702","BAKEROBJ","g","7","1","time",9,102,277,100,"pl","gramm"
"1703","BAKEROBJ","g","7","1","with",10,102,293,100,"pl","gramm"
"1704","BAKEROBJ","g","7","1","come",11,102,443,100,"pl","gramm"
"1705","BAKEROBJ","g","7","1","up",12,102,341,100,"pl","gramm"
"1706","BAKEROBJ","g","7","1","with",13,102,344,100,"pl","gramm"
"1707","BAKEROBJ","g","7","1","crazy",14,102,384,100,"pl","gramm"
"1708","BAKEROBJ","g","7","1","but",15,102,355,100,"pl","gramm"
"1709","BAKEROBJ","g","7","1","inventive",16,102,427,100,"pl","gramm"
"1710","BAKEROBJ","g","7","1","ideas.",17,102,2233,100,"pl","gramm"
"1862","BAKEROBJ","d","18","1","The",1,110,352,100,"sg","ungram"
"1863","BAKEROBJ","d","18","1","skateboarder",2,110,387,100,"sg","ungram"
"1864","BAKEROBJ","d","18","1","who",3,110,449,100,"sg","ungram"
"1865","BAKEROBJ","d","18","1","the",4,110,461,100,"sg","ungram"
"1866","BAKEROBJ","d","18","1","kid",5,110,442,100,"sg","ungram"
"1867","BAKEROBJ","d","18","1","admire",6,110,447,100,"sg","ungram"
"1868","BAKEROBJ","d","18","1","passionately",7,110,2123,100,"sg","ungram"
"1869","BAKEROBJ","d","18","1","always",8,110,839,100,"sg","ungram"
"1870","BAKEROBJ","d","18","1","signs",9,110,279,100,"sg","ungram"
"1871","BAKEROBJ","d","18","1","autographs",10,110,414,100,"sg","ungram"
"1872","BAKEROBJ","d","18","1","for",11,110,325,100,"sg","ungram"
"1873","BAKEROBJ","d","18","1","fans.",12,110,503,100,"sg","ungram"
"1926","BAKEROBJ","c","17","1","The",1,114,329,100,"sg","gramm"
"1927","BAKEROBJ","c","17","1","tenant",2,114,325,100,"sg","gramm"
"1928","BAKEROBJ","c","17","1","who",3,114,565,100,"sg","gramm"
"1929","BAKEROBJ","c","17","1","the",4,114,274,100,"sg","gramm"
"1930","BAKEROBJ","c","17","1","landlord",5,114,317,100,"sg","gramm"
"1931","BAKEROBJ","c","17","1","strongly",6,114,449,100,"sg","gramm"
"1932","BAKEROBJ","c","17","1","disapproves",7,114,578,100,"sg","gramm"
"1933","BAKEROBJ","c","17","1","of",8,114,355,100,"sg","gramm"
"1934","BAKEROBJ","c","17","1","stays",9,114,376,100,"sg","gramm"
"1935","BAKEROBJ","c","17","1","out",10,114,352,100,"sg","gramm"
"1936","BAKEROBJ","c","17","1","late",11,114,304,100,"sg","gramm"
"1937","BAKEROBJ","c","17","1","on",12,114,388,100,"sg","gramm"
"1938","BAKEROBJ","c","17","1","weekends",13,114,414,100,"sg","gramm"
"1939","BAKEROBJ","c","17","1","and",14,114,395,100,"sg","gramm"
"1940","BAKEROBJ","c","17","1","never",15,114,1061,100,"sg","gramm"
"1941","BAKEROBJ","c","17","1","mows",16,114,430,100,"sg","gramm"
"1942","BAKEROBJ","c","17","1","his",17,114,387,100,"sg","gramm"
"1943","BAKEROBJ","c","17","1","lawn.",18,114,767,100,"sg","gramm"
"2091","BAKEROBJ","c","13","1","The",1,124,239,100,"sg","gramm"
"2092","BAKEROBJ","c","13","1","teenager",2,124,252,100,"sg","gramm"
"2093","BAKEROBJ","c","13","1","who",3,124,387,100,"sg","gramm"
"2094","BAKEROBJ","c","13","1","the",4,124,312,100,"sg","gramm"
"2095","BAKEROBJ","c","13","1","farmer",5,124,322,100,"sg","gramm"
"2096","BAKEROBJ","c","13","1","hires",6,124,417,100,"sg","gramm"
"2097","BAKEROBJ","c","13","1","to",7,124,376,100,"sg","gramm"
"2098","BAKEROBJ","c","13","1","pick",8,124,384,100,"sg","gramm"
"2099","BAKEROBJ","c","13","1","fruit",9,124,273,100,"sg","gramm"
"2100","BAKEROBJ","c","13","1","every",10,124,387,100,"sg","gramm"
"2101","BAKEROBJ","c","13","1","summer",11,124,511,100,"sg","gramm"
"2102","BAKEROBJ","c","13","1","usually",12,124,363,100,"sg","gramm"
"2103","BAKEROBJ","c","13","1","works",13,124,562,100,"sg","gramm"
"2104","BAKEROBJ","c","13","1","pretty",14,124,408,100,"sg","gramm"
"2105","BAKEROBJ","c","13","1","hard.",15,124,1304,100,"sg","gramm"
"2121","BAKEROBJ","d","14","1","The",1,126,258,100,"sg","ungram"
"2122","BAKEROBJ","d","14","1","goalie",2,126,287,100,"sg","ungram"
"2123","BAKEROBJ","d","14","1","who",3,126,346,100,"sg","ungram"
"2124","BAKEROBJ","d","14","1","the",4,126,287,100,"sg","ungram"
"2125","BAKEROBJ","d","14","1","fan",5,126,309,100,"sg","ungram"
"2126","BAKEROBJ","d","14","1","hold",6,126,560,100,"sg","ungram"
"2127","BAKEROBJ","d","14","1","the",7,126,792,100,"sg","ungram"
"2128","BAKEROBJ","d","14","1","greatest",8,126,665,100,"sg","ungram"
"2129","BAKEROBJ","d","14","1","confidence",9,126,635,100,"sg","ungram"
"2130","BAKEROBJ","d","14","1","in",10,126,886,100,"sg","ungram"
"2131","BAKEROBJ","d","14","1","is",11,126,2199,100,"sg","ungram"
"2132","BAKEROBJ","d","14","1","reliably",12,126,431,100,"sg","ungram"
"2133","BAKEROBJ","d","14","1","calm",13,126,309,100,"sg","ungram"
"2134","BAKEROBJ","d","14","1","under",14,126,328,100,"sg","ungram"
"2135","BAKEROBJ","d","14","1","pressure.",15,126,810,100,"sg","ungram"
"2243","BAKEROBJ","h","44","1","The",1,133,253,0,"pl","ungram"
"2244","BAKEROBJ","h","44","1","lawyers",2,133,384,0,"pl","ungram"
"2245","BAKEROBJ","h","44","1","who",3,133,368,0,"pl","ungram"
"2246","BAKEROBJ","h","44","1","the",4,133,352,0,"pl","ungram"
"2247","BAKEROBJ","h","44","1","candidate",5,133,497,0,"pl","ungram"
"2248","BAKEROBJ","h","44","1","consult",6,133,300,0,"pl","ungram"
