"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","match"
"63204","BockNoAdverbs","d","11","14","through",12,9,177,100,"ungram","mismatch"
"63205","BockNoAdverbs","d","11","14","various",13,9,172,100,"ungram","mismatch"
"63206","BockNoAdverbs","d","11","14","secret",14,9,192,100,"ungram","mismatch"
"63207","BockNoAdverbs","d","11","14","methods.",15,9,318,100,"ungram","mismatch"
"63258","BockNoAdverbs","b","1","14","The",1,13,237,100,"gram","mismatch"
"63259","BockNoAdverbs","b","1","14","slogan",2,13,175,100,"gram","mismatch"
"63260","BockNoAdverbs","b","1","14","on",3,13,244,100,"gram","mismatch"
"63261","BockNoAdverbs","b","1","14","the",4,13,192,100,"gram","mismatch"
"63262","BockNoAdverbs","b","1","14","posters",5,13,192,100,"gram","mismatch"
"63263","BockNoAdverbs","b","1","14","was",6,13,191,100,"gram","mismatch"
"63264","BockNoAdverbs","b","1","14","designed",7,13,274,100,"gram","mismatch"
"63265","BockNoAdverbs","b","1","14","to",8,13,235,100,"gram","mismatch"
"63266","BockNoAdverbs","b","1","14","get",9,13,231,100,"gram","mismatch"
"63267","BockNoAdverbs","b","1","14","attention.",10,13,236,100,"gram","mismatch"
"63318","BockNoAdverbs","a","24","14","The",1,17,243,100,"gram","match"
"63319","BockNoAdverbs","a","24","14","gate",2,17,205,100,"gram","match"
"63320","BockNoAdverbs","a","24","14","to",3,17,213,100,"gram","match"
"63321","BockNoAdverbs","a","24","14","the",4,17,212,100,"gram","match"
"63322","BockNoAdverbs","a","24","14","pasture",5,17,228,100,"gram","match"
"63323","BockNoAdverbs","a","24","14","was",6,17,195,100,"gram","match"
"63324","BockNoAdverbs","a","24","14","gradually",7,17,236,100,"gram","match"
"63325","BockNoAdverbs","a","24","14","falling",8,17,232,100,"gram","match"
"63326","BockNoAdverbs","a","24","14","down",9,17,347,100,"gram","match"
"63327","BockNoAdverbs","a","24","14","due",10,17,269,100,"gram","match"
"63328","BockNoAdverbs","a","24","14","to",11,17,237,100,"gram","match"
"63329","BockNoAdverbs","a","24","14","disrepair.",12,17,797,100,"gram","match"
"63469","BockNoAdverbs","d","23","14","The",1,27,287,100,"ungram","mismatch"
"63470","BockNoAdverbs","d","23","14","message",2,27,217,100,"ungram","mismatch"
"63471","BockNoAdverbs","d","23","14","from",3,27,556,100,"ungram","mismatch"
"63472","BockNoAdverbs","d","23","14","the",4,27,208,100,"ungram","mismatch"
"63473","BockNoAdverbs","d","23","14","engineers",5,27,199,100,"ungram","mismatch"
"63474","BockNoAdverbs","d","23","14","were",6,27,400,100,"ungram","mismatch"
"63475","BockNoAdverbs","d","23","14","about",7,27,253,100,"ungram","mismatch"
"63476","BockNoAdverbs","d","23","14","the",8,27,241,100,"ungram","mismatch"
"63477","BockNoAdverbs","d","23","14","recent",9,27,193,100,"ungram","mismatch"
"63478","BockNoAdverbs","d","23","14","weakening",10,27,208,100,"ungram","mismatch"
"63479","BockNoAdverbs","d","23","14","to",11,27,211,100,"ungram","mismatch"
"63480","BockNoAdverbs","d","23","14","the",12,27,260,100,"ungram","mismatch"
"63481","BockNoAdverbs","d","23","14","building's",13,27,246,100,"ungram","mismatch"
"63482","BockNoAdverbs","d","23","14","structural",14,27,451,100,"ungram","mismatch"
"63483","BockNoAdverbs","d","23","14","supports.",15,27,448,100,"ungram","mismatch"
"63721","BockNoAdverbs","d","7","14","The",1,43,270,100,"ungram","mismatch"
"63722","BockNoAdverbs","d","7","14","crime",2,43,213,100,"ungram","mismatch"
"63723","BockNoAdverbs","d","7","14","in",3,43,312,100,"ungram","mismatch"
"63724","BockNoAdverbs","d","7","14","the",4,43,258,100,"ungram","mismatch"
"63725","BockNoAdverbs","d","7","14","suburbs",5,43,268,100,"ungram","mismatch"
"63726","BockNoAdverbs","d","7","14","were",6,43,421,100,"ungram","mismatch"
"63727","BockNoAdverbs","d","7","14","a",7,43,418,100,"ungram","mismatch"
"63728","BockNoAdverbs","d","7","14","reflection",8,43,314,100,"ungram","mismatch"
"63729","BockNoAdverbs","d","7","14","of",9,43,292,100,"ungram","mismatch"
"63730","BockNoAdverbs","d","7","14","the",10,43,479,100,"ungram","mismatch"
"63731","BockNoAdverbs","d","7","14","violence",11,43,356,100,"ungram","mismatch"
"63732","BockNoAdverbs","d","7","14","in",12,43,344,100,"ungram","mismatch"
"63733","BockNoAdverbs","d","7","14","today's",13,43,307,100,"ungram","mismatch"
"63734","BockNoAdverbs","d","7","14","society.",14,43,638,100,"ungram","mismatch"
"63888","BockNoAdverbs","a","16","14","The",1,53,277,100,"gram","match"
"63889","BockNoAdverbs","a","16","14","key",2,53,347,100,"gram","match"
"63890","BockNoAdverbs","a","16","14","to",3,53,228,100,"gram","match"
"63891","BockNoAdverbs","a","16","14","the",4,53,323,100,"gram","match"
"63892","BockNoAdverbs","a","16","14","cell",5,53,222,100,"gram","match"
"63893","BockNoAdverbs","a","16","14","was",6,53,339,100,"gram","match"
"63894","BockNoAdverbs","a","16","14","rusty",7,53,425,100,"gram","match"
"63895","BockNoAdverbs","a","16","14","from",8,53,371,100,"gram","match"
"63896","BockNoAdverbs","a","16","14","many",9,53,286,100,"gram","match"
"63897","BockNoAdverbs","a","16","14","years",10,53,266,100,"gram","match"
"63898","BockNoAdverbs","a","16","14","of",11,53,248,100,"gram","match"
"63899","BockNoAdverbs","a","16","14","disuse.",12,53,298,100,"gram","match"
"64028","BockNoAdverbs","a","12","14","The",1,61,502,100,"gram","match"
"64029","BockNoAdverbs","a","12","14","flaw",2,61,250,100,"gram","match"
"64030","BockNoAdverbs","a","12","14","in",3,61,217,100,"gram","match"
"64031","BockNoAdverbs","a","12","14","the",4,61,204,100,"gram","match"
"64032","BockNoAdverbs","a","12","14","argument",5,61,188,100,"gram","match"
"64033","BockNoAdverbs","a","12","14","was",6,61,429,100,"gram","match"
"64034","BockNoAdverbs","a","12","14","clear",7,61,275,100,"gram","match"
"64035","BockNoAdverbs","a","12","14","to",8,61,257,100,"gram","match"
"64036","BockNoAdverbs","a","12","14","everyone",9,61,240,100,"gram","match"
"64037","BockNoAdverbs","a","12","14","in",10,61,297,100,"gram","match"
"64038","BockNoAdverbs","a","12","14","the",11,61,258,100,"gram","match"
"64039","BockNoAdverbs","a","12","14","lecture",12,61,216,100,"gram","match"
"64040","BockNoAdverbs","a","12","14","hall",13,61,293,100,"gram","match"
"64041","BockNoAdverbs","a","12","14","after",14,61,332,100,"gram","match"
"64042","BockNoAdverbs","a","12","14","just",15,61,221,100,"gram","match"
"64043","BockNoAdverbs","a","12","14","five",16,61,270,100,"gram","match"
"64044","BockNoAdverbs","a","12","14","minutes.",17,61,400,100,"gram","match"
"64234","BockNoAdverbs","c","14","14","The",1,73,303,100,"ungram","match"
"64235","BockNoAdverbs","c","14","14","memo",2,73,414,100,"ungram","match"
"64236","BockNoAdverbs","c","14","14","from",3,73,394,100,"ungram","match"
"64237","BockNoAdverbs","c","14","14","the",4,73,323,100,"ungram","match"
"64238","BockNoAdverbs","c","14","14","contractor",5,73,1316,100,"ungram","match"
"64239","BockNoAdverbs","c","14","14","were",6,73,397,100,"ungram","match"
"64240","BockNoAdverbs","c","14","14","about",7,73,421,100,"ungram","match"
"64241","BockNoAdverbs","c","14","14","the",8,73,347,100,"ungram","match"
"64242","BockNoAdverbs","c","14","14","delinquent",9,73,306,100,"ungram","match"
"64243","BockNoAdverbs","c","14","14","tax",10,73,284,100,"ungram","match"
"64244","BockNoAdverbs","c","14","14","return.",11,73,471,100,"ungram","match"
"64441","BockNoAdverbs","c","2","14","The",1,85,479,100,"ungram","match"
"64442","BockNoAdverbs","c","2","14","picture",2,85,515,100,"ungram","match"
"64443","BockNoAdverbs","c","2","14","on",3,85,437,100,"ungram","match"
"64444","BockNoAdverbs","c","2","14","the",4,85,284,100,"ungram","match"
"64445","BockNoAdverbs","c","2","14","flier",5,85,237,100,"ungram","match"
"64446","BockNoAdverbs","c","2","14","were",6,85,296,100,"ungram","match"
"64447","BockNoAdverbs","c","2","14","of",7,85,556,100,"ungram","match"
"64448","BockNoAdverbs","c","2","14","a",8,85,592,100,"ungram","match"
"64449","BockNoAdverbs","c","2","14","village",9,85,477,100,"ungram","match"
"64450","BockNoAdverbs","c","2","14","church",10,85,177,100,"ungram","match"
"64451","BockNoAdverbs","c","2","14","in",11,85,565,100,"ungram","match"
"64452","BockNoAdverbs","c","2","14","the",12,85,268,100,"ungram","match"
"64453","BockNoAdverbs","c","2","14","south",13,85,265,100,"ungram","match"
"64454","BockNoAdverbs","c","2","14","of",14,85,241,100,"ungram","match"
"64455","BockNoAdverbs","c","2","14","France.",15,85,306,100,"ungram","match"
"64696","BockNoAdverbs","c","6","14","The",1,101,545,0,"ungram","match"
"64697","BockNoAdverbs","c","6","14","name",2,101,374,0,"ungram","match"
"64698","BockNoAdverbs","c","6","14","on",3,101,257,0,"ungram","match"
"64699","BockNoAdverbs","c","6","14","the",4,101,202,0,"ungram","match"
"64700","BockNoAdverbs","c","6","14","billboard",5,101,1197,0,"ungram","match"
"64701","BockNoAdverbs","c","6","14","were",6,101,237,0,"ungram","match"
"64702","BockNoAdverbs","c","6","14","of",7,101,558,0,"ungram","match"
"64703","BockNoAdverbs","c","6","14","a",8,101,368,0,"ungram","match"
"64704","BockNoAdverbs","c","6","14","prominent",9,101,985,0,"ungram","match"
"64705","BockNoAdverbs","c","6","14","local",10,101,392,0,"ungram","match"
"64706","BockNoAdverbs","c","6","14","politician.",11,101,1163,0,"ungram","match"
"64728","BockNoAdverbs","a","8","14","The",1,103,298,100,"gram","match"
"64729","BockNoAdverbs","a","8","14","defect",2,103,217,100,"gram","match"
"64730","BockNoAdverbs","a","8","14","in",3,103,255,100,"gram","match"
"64731","BockNoAdverbs","a","8","14","the",4,103,225,100,"gram","match"
"64732","BockNoAdverbs","a","8","14","appliance",5,103,215,100,"gram","match"
"64733","BockNoAdverbs","a","8","14","was",6,103,427,100,"gram","match"
"64734","BockNoAdverbs","a","8","14","unknown",7,103,275,100,"gram","match"
"64735","BockNoAdverbs","a","8","14","to",8,103,267,100,"gram","match"
"64736","BockNoAdverbs","a","8","14","consumers",9,103,256,100,"gram","match"
"64737","BockNoAdverbs","a","8","14","and",10,103,228,100,"gram","match"
"64738","BockNoAdverbs","a","8","14","government",11,103,388,100,"gram","match"
"64739","BockNoAdverbs","a","8","14","regulators.",12,103,408,100,"gram","match"
"64757","BockNoAdverbs","c","22","14","The",1,105,220,0,"ungram","match"
"64758","BockNoAdverbs","c","22","14","path",2,105,173,0,"ungram","match"
"64759","BockNoAdverbs","c","22","14","to",3,105,237,0,"ungram","match"
"64760","BockNoAdverbs","c","22","14","the",4,105,191,0,"ungram","match"
"64761","BockNoAdverbs","c","22","14","monument",5,105,209,0,"ungram","match"
"64762","BockNoAdverbs","c","22","14","were",6,105,176,0,"ungram","match"
"64763","BockNoAdverbs","c","22","14","lined",7,105,205,0,"ungram","match"
"64764","BockNoAdverbs","c","22","14","with",8,105,252,0,"ungram","match"
"64765","BockNoAdverbs","c","22","14","lovely",9,105,221,0,"ungram","match"
"64766","BockNoAdverbs","c","22","14","trees",10,105,222,0,"ungram","match"
"64767","BockNoAdverbs","c","22","14","and",11,105,205,0,"ungram","match"
"64768","BockNoAdverbs","c","22","14","flowers.",12,105,201,0,"ungram","match"
"64919","BockNoAdverbs","b","5","14","The",1,115,205,100,"gram","mismatch"
"64920","BockNoAdverbs","b","5","14","problem",2,115,209,100,"gram","mismatch"
"64921","BockNoAdverbs","b","5","14","in",3,115,218,100,"gram","mismatch"
"64922","BockNoAdverbs","b","5","14","the",4,115,411,100,"gram","mismatch"
"64923","BockNoAdverbs","b","5","14","stores",5,115,231,100,"gram","mismatch"
"64924","BockNoAdverbs","b","5","14","was",6,115,242,100,"gram","mismatch"
"64925","BockNoAdverbs","b","5","14","solved",7,115,1574,100,"gram","mismatch"
"64926","BockNoAdverbs","b","5","14","by",8,115,218,100,"gram","mismatch"
"64927","BockNoAdverbs","b","5","14","firing",9,115,197,100,"gram","mismatch"
"64928","BockNoAdverbs","b","5","14","the",10,115,205,100,"gram","mismatch"
"64929","BockNoAdverbs","b","5","14","assistant",11,115,212,100,"gram","mismatch"
"64930","BockNoAdverbs","b","5","14","manager.",12,115,302,100,"gram","mismatch"
"64980","BockNoAdverbs","b","9","14","The",1,119,253,0,"gram","mismatch"
"64981","BockNoAdverbs","b","9","14","citation",2,119,200,0,"gram","mismatch"
"64982","BockNoAdverbs","b","9","14","on",3,119,217,0,"gram","mismatch"
"64983","BockNoAdverbs","b","9","14","the",4,119,244,0,"gram","mismatch"
"64984","BockNoAdverbs","b","9","14","notecards",5,119,200,0,"gram","mismatch"
"64985","BockNoAdverbs","b","9","14","was",6,119,216,0,"gram","mismatch"
"64986","BockNoAdverbs","b","9","14","quite",7,119,220,0,"gram","mismatch"
"64987","BockNoAdverbs","b","9","14","difficult",8,119,204,0,"gram","mismatch"
"64988","BockNoAdverbs","b","9","14","to",9,119,187,0,"gram","mismatch"
"64989","BockNoAdverbs","b","9","14","track",10,119,218,0,"gram","mismatch"
"64990","BockNoAdverbs","b","9","14","down",11,119,213,0,"gram","mismatch"
"64991","BockNoAdverbs","b","9","14","using",12,119,204,0,"gram","mismatch"
"64992","BockNoAdverbs","b","9","14","the",13,119,205,0,"gram","mismatch"
"64993","BockNoAdverbs","b","9","14","library's",14,119,226,0,"gram","mismatch"
"64994","BockNoAdverbs","b","9","14","limited",15,119,268,0,"gram","mismatch"
"64995","BockNoAdverbs","b","9","14","resources.",16,119,412,0,"gram","mismatch"
"65073","BockNoAdverbs","d","15","14","The",1,125,352,100,"ungram","mismatch"
"65074","BockNoAdverbs","d","15","14","check",2,125,205,100,"ungram","mismatch"
"65075","BockNoAdverbs","d","15","14","from",3,125,304,100,"ungram","mismatch"
"65076","BockNoAdverbs","d","15","14","the",4,125,551,100,"ungram","mismatch"
"65077","BockNoAdverbs","d","15","14","stockbrokers",5,125,287,100,"ungram","mismatch"
"65078","BockNoAdverbs","d","15","14","were",6,125,327,100,"ungram","mismatch"
"65079","BockNoAdverbs","d","15","14","a",7,125,291,100,"ungram","mismatch"
"65080","BockNoAdverbs","d","15","14","dividend",8,125,284,100,"ungram","mismatch"
"65081","BockNoAdverbs","d","15","14","on",9,125,290,100,"ungram","mismatch"
"65082","BockNoAdverbs","d","15","14","a",10,125,235,100,"ungram","mismatch"
"65083","BockNoAdverbs","d","15","14","long-term",11,125,445,100,"ungram","mismatch"
"65084","BockNoAdverbs","d","15","14","bond.",12,125,340,100,"ungram","mismatch"
"65431","BockNoAdverbs","b","21","14","The",1,147,203,100,"gram","mismatch"
"65432","BockNoAdverbs","b","21","14","gift",2,147,177,100,"gram","mismatch"
"65433","BockNoAdverbs","b","21","14","from",3,147,209,100,"gram","mismatch"
"65434","BockNoAdverbs","b","21","14","the",4,147,175,100,"gram","mismatch"
"65435","BockNoAdverbs","b","21","14","visitors",5,147,384,100,"gram","mismatch"
"65436","BockNoAdverbs","b","21","14","was",6,147,179,100,"gram","mismatch"
"65437","BockNoAdverbs","b","21","14","a",7,147,172,100,"gram","mismatch"
"65438","BockNoAdverbs","b","21","14","beautiful",8,147,172,100,"gram","mismatch"
"65439","BockNoAdverbs","b","21","14","clock",9,147,209,100,"gram","mismatch"
"65440","BockNoAdverbs","b","21","14","from",10,147,222,100,"gram","mismatch"
"65441","BockNoAdverbs","b","21","14","Germany.",11,147,202,100,"gram","mismatch"
"65494","BockNoAdverbs","c","10","14","The",1,151,291,100,"ungram","match"
"65495","BockNoAdverbs","c","10","14","advertisement",2,151,163,100,"ungram","match"
"65496","BockNoAdverbs","c","10","14","on",3,151,159,100,"ungram","match"
"65497","BockNoAdverbs","c","10","14","the",4,151,164,100,"ungram","match"
"65498","BockNoAdverbs","c","10","14","skyscraper",5,151,150,100,"ungram","match"
"65499","BockNoAdverbs","c","10","14","were",6,151,130,100,"ungram","match"
"65500","BockNoAdverbs","c","10","14","hard",7,151,134,100,"ungram","match"
"65501","BockNoAdverbs","c","10","14","to",8,151,168,100,"ungram","match"
"65502","BockNoAdverbs","c","10","14","read",9,151,152,100,"ungram","match"
"65503","BockNoAdverbs","c","10","14","except",10,151,155,100,"ungram","match"
"65504","BockNoAdverbs","c","10","14","from",11,151,159,100,"ungram","match"
"65505","BockNoAdverbs","c","10","14","a",12,151,151,100,"ungram","match"
"65506","BockNoAdverbs","c","10","14","long",13,151,155,100,"ungram","match"
"65507","BockNoAdverbs","c","10","14","distance",14,151,155,100,"ungram","match"
"65508","BockNoAdverbs","c","10","14","away.",15,151,159,100,"ungram","match"
"66071","BockNoAdverbs","b","17","14","The",1,186,199,100,"gram","mismatch"
"66072","BockNoAdverbs","b","17","14","letter",2,186,181,100,"gram","mismatch"
"66073","BockNoAdverbs","b","17","14","from",3,186,185,100,"gram","mismatch"
"66074","BockNoAdverbs","b","17","14","the",4,186,172,100,"gram","mismatch"
"66075","BockNoAdverbs","b","17","14","investigators",5,186,172,100,"gram","mismatch"
"66076","BockNoAdverbs","b","17","14","was",6,186,181,100,"gram","mismatch"
"66077","BockNoAdverbs","b","17","14","received",7,186,177,100,"gram","mismatch"
"66078","BockNoAdverbs","b","17","14","in",8,186,178,100,"gram","mismatch"
"66079","BockNoAdverbs","b","17","14","San",9,186,173,100,"gram","mismatch"
"66080","BockNoAdverbs","b","17","14","Francisco",10,186,155,100,"gram","mismatch"
"66081","BockNoAdverbs","b","17","14","in",11,186,148,100,"gram","mismatch"
"66082","BockNoAdverbs","b","17","14","late",12,186,326,100,"gram","mismatch"
"66083","BockNoAdverbs","b","17","14","March.",13,186,202,100,"gram","mismatch"
"66322","BockNoAdverbs","d","3","14","The",1,200,9033,100,"ungram","mismatch"
"66323","BockNoAdverbs","d","3","14","mistake",2,200,266,100,"ungram","mismatch"
"66324","BockNoAdverbs","d","3","14","in",3,200,218,100,"ungram","mismatch"
"66325","BockNoAdverbs","d","3","14","the",4,200,174,100,"ungram","mismatch"
"66326","BockNoAdverbs","d","3","14","programs",5,200,237,100,"ungram","mismatch"
"66327","BockNoAdverbs","d","3","14","were",6,200,206,100,"ungram","mismatch"
"66328","BockNoAdverbs","d","3","14","disastrous",7,200,194,100,"ungram","mismatch"
"66329","BockNoAdverbs","d","3","14","for",8,200,189,100,"ungram","mismatch"
"66330","BockNoAdverbs","d","3","14","the",9,200,265,100,"ungram","mismatch"
"66331","BockNoAdverbs","d","3","14","small",10,200,246,100,"ungram","mismatch"
"66332","BockNoAdverbs","d","3","14","software",11,200,219,100,"ungram","mismatch"
"66333","BockNoAdverbs","d","3","14","company.",12,200,2952,100,"ungram","mismatch"
"66482","BockNoAdverbs","a","20","14","The",1,210,6617,0,"gram","match"
"66483","BockNoAdverbs","a","20","14","bridge",2,210,314,0,"gram","match"
"66484","BockNoAdverbs","a","20","14","to",3,210,221,0,"gram","match"
"66485","BockNoAdverbs","a","20","14","the",4,210,292,0,"gram","match"
"66486","BockNoAdverbs","a","20","14","island",5,210,185,0,"gram","match"
"66487","BockNoAdverbs","a","20","14","was",6,210,188,0,"gram","match"
"66488","BockNoAdverbs","a","20","14","about",7,210,188,0,"gram","match"
"66489","BockNoAdverbs","a","20","14","ten",8,210,188,0,"gram","match"
"66490","BockNoAdverbs","a","20","14","miles",9,210,167,0,"gram","match"
"66491","BockNoAdverbs","a","20","14","off",10,210,264,0,"gram","match"
"66492","BockNoAdverbs","a","20","14","the",11,210,388,0,"gram","match"
"66493","BockNoAdverbs","a","20","14","main",12,210,272,0,"gram","match"
"66494","BockNoAdverbs","a","20","14","highway.",13,210,176,0,"gram","match"
"66543","BockNoAdverbs","a","4","14","The",1,214,238,100,"gram","match"
"66544","BockNoAdverbs","a","4","14","label",2,214,195,100,"gram","match"
"66545","BockNoAdverbs","a","4","14","on",3,214,177,100,"gram","match"
"66546","BockNoAdverbs","a","4","14","the",4,214,178,100,"gram","match"
"66547","BockNoAdverbs","a","4","14","container",5,214,204,100,"gram","match"
"66548","BockNoAdverbs","a","4","14","was",6,214,213,100,"gram","match"
"66549","BockNoAdverbs","a","4","14","a",7,214,205,100,"gram","match"
"66550","BockNoAdverbs","a","4","14","warning",8,214,188,100,"gram","match"
"66551","BockNoAdverbs","a","4","14","about",9,214,187,100,"gram","match"
"66552","BockNoAdverbs","a","4","14","the",10,214,175,100,"gram","match"
"66553","BockNoAdverbs","a","4","14","hazardous",11,214,271,100,"gram","match"
"66554","BockNoAdverbs","a","4","14","chemicals",12,214,201,100,"gram","match"
"66555","BockNoAdverbs","a","4","14","inside.",13,214,183,100,"gram","match"
"66962","BockNoAdverbs","c","18","14","The",1,240,470,0,"ungram","match"
"66963","BockNoAdverbs","c","18","14","entrance",2,240,201,0,"ungram","match"
"66964","BockNoAdverbs","c","18","14","to",3,240,196,0,"ungram","match"
"66965","BockNoAdverbs","c","18","14","the",4,240,185,0,"ungram","match"
"66966","BockNoAdverbs","c","18","14","exhibit",5,240,163,0,"ungram","match"
"66967","BockNoAdverbs","c","18","14","were",6,240,184,0,"ungram","match"
"66968","BockNoAdverbs","c","18","14","hard",7,240,167,0,"ungram","match"
"66969","BockNoAdverbs","c","18","14","to",8,240,164,0,"ungram","match"
"66970","BockNoAdverbs","c","18","14","locate",9,240,193,0,"ungram","match"
"66971","BockNoAdverbs","c","18","14","on",10,240,167,0,"ungram","match"
"66972","BockNoAdverbs","c","18","14","the",11,240,172,0,"ungram","match"
"66973","BockNoAdverbs","c","18","14","diagram.",12,240,221,0,"ungram","match"
"67552","BockNoAdverbs","d","19","14","The",1,275,214,100,"ungram","mismatch"
"67553","BockNoAdverbs","d","19","14","warning",2,275,197,100,"ungram","mismatch"
"67554","BockNoAdverbs","d","19","14","from",3,275,183,100,"ungram","mismatch"
"67555","BockNoAdverbs","d","19","14","the",4,275,197,100,"ungram","mismatch"
"67556","BockNoAdverbs","d","19","14","experts",5,275,205,100,"ungram","mismatch"
"67557","BockNoAdverbs","d","19","14","were",6,275,201,100,"ungram","mismatch"
"67558","BockNoAdverbs","d","19","14","a",7,275,221,100,"ungram","mismatch"
"67559","BockNoAdverbs","d","19","14","shock",8,275,189,100,"ungram","mismatch"
"67560","BockNoAdverbs","d","19","14","to",9,275,218,100,"ungram","mismatch"
"67561","BockNoAdverbs","d","19","14","the",10,275,238,100,"ungram","mismatch"
"67562","BockNoAdverbs","d","19","14","residents",11,275,245,100,"ungram","mismatch"
"67563","BockNoAdverbs","d","19","14","of",12,275,300,100,"ungram","mismatch"
"67564","BockNoAdverbs","d","19","14","the",13,275,260,100,"ungram","mismatch"
"67565","BockNoAdverbs","d","19","14","city.",14,275,264,100,"ungram","mismatch"
"67749","BockNoAdverbs","b","13","14","The",1,288,196,100,"gram","mismatch"
"67750","BockNoAdverbs","b","13","14","door",2,288,196,100,"gram","mismatch"
"67751","BockNoAdverbs","b","13","14","to",3,288,167,100,"gram","mismatch"
"67752","BockNoAdverbs","b","13","14","the",4,288,163,100,"gram","mismatch"
"67753","BockNoAdverbs","b","13","14","laboratories",5,288,163,100,"gram","mismatch"
"67754","BockNoAdverbs","b","13","14","was",6,288,159,100,"gram","mismatch"
"67755","BockNoAdverbs","b","13","14","left",7,288,172,100,"gram","mismatch"
"67756","BockNoAdverbs","b","13","14","unlocked",8,288,163,100,"gram","mismatch"
"67757","BockNoAdverbs","b","13","14","accidentally",9,288,154,100,"gram","mismatch"
"67758","BockNoAdverbs","b","13","14","by",10,288,167,100,"gram","mismatch"
"67759","BockNoAdverbs","b","13","14","the",11,288,160,100,"gram","mismatch"
"67760","BockNoAdverbs","b","13","14","cleaning",12,288,168,100,"gram","mismatch"
"67761","BockNoAdverbs","b","13","14","service.",13,288,150,100,"gram","mismatch"
"68006","BockNoAdverbs","b","4","15","The",1,7,439,100,"gram","mismatch"
"68007","BockNoAdverbs","b","4","15","label",2,7,592,100,"gram","mismatch"
"68008","BockNoAdverbs","b","4","15","on",3,7,392,100,"gram","mismatch"
"68009","BockNoAdverbs","b","4","15","the",4,7,379,100,"gram","mismatch"
"68010","BockNoAdverbs","b","4","15","containers",5,7,544,100,"gram","mismatch"
"68011","BockNoAdverbs","b","4","15","was",6,7,479,100,"gram","mismatch"
"68012","BockNoAdverbs","b","4","15","a",7,7,379,100,"gram","mismatch"
"68013","BockNoAdverbs","b","4","15","warning",8,7,503,100,"gram","mismatch"
"68014","BockNoAdverbs","b","4","15","about",9,7,440,100,"gram","mismatch"
"68015","BockNoAdverbs","b","4","15","the",10,7,456,100,"gram","mismatch"
"68016","BockNoAdverbs","b","4","15","hazardous",11,7,495,100,"gram","mismatch"
"68017","BockNoAdverbs","b","4","15","chemicals",12,7,396,100,"gram","mismatch"
"68018","BockNoAdverbs","b","4","15","inside.",13,7,353,100,"gram","mismatch"
"68077","BockNoAdverbs","b","24","15","The",1,11,290,100,"gram","mismatch"
"68078","BockNoAdverbs","b","24","15","gate",2,11,313,100,"gram","mismatch"
"68079","BockNoAdverbs","b","24","15","to",3,11,363,100,"gram","mismatch"
"68080","BockNoAdverbs","b","24","15","the",4,11,355,100,"gram","mismatch"
"68081","BockNoAdverbs","b","24","15","pastures",5,11,631,100,"gram","mismatch"
"68082","BockNoAdverbs","b","24","15","was",6,11,463,100,"gram","mismatch"
"68083","BockNoAdverbs","b","24","15","gradually",7,11,471,100,"gram","mismatch"
"68084","BockNoAdverbs","b","24","15","falling",8,11,596,100,"gram","mismatch"
"68085","BockNoAdverbs","b","24","15","down",9,11,577,100,"gram","mismatch"
"68086","BockNoAdverbs","b","24","15","due",10,11,737,100,"gram","mismatch"
"68087","BockNoAdverbs","b","24","15","to",11,11,327,100,"gram","mismatch"
"68088","BockNoAdverbs","b","24","15","disrepair.",12,11,1075,100,"gram","mismatch"
"68187","BockNoAdverbs","b","12","15","The",1,18,343,100,"gram","mismatch"
"68188","BockNoAdverbs","b","12","15","flaw",2,18,332,100,"gram","mismatch"
"68189","BockNoAdverbs","b","12","15","in",3,18,424,100,"gram","mismatch"
"68190","BockNoAdverbs","b","12","15","the",4,18,322,100,"gram","mismatch"
"68191","BockNoAdverbs","b","12","15","arguments",5,18,481,100,"gram","mismatch"
"68192","BockNoAdverbs","b","12","15","was",6,18,419,100,"gram","mismatch"
"68193","BockNoAdverbs","b","12","15","clear",7,18,516,100,"gram","mismatch"
"68194","BockNoAdverbs","b","12","15","to",8,18,427,100,"gram","mismatch"
"68195","BockNoAdverbs","b","12","15","everyone",9,18,391,100,"gram","mismatch"
"68196","BockNoAdverbs","b","12","15","in",10,18,424,100,"gram","mismatch"
"68197","BockNoAdverbs","b","12","15","the",11,18,356,100,"gram","mismatch"
"68198","BockNoAdverbs","b","12","15","lecture",12,18,327,100,"gram","mismatch"
"68199","BockNoAdverbs","b","12","15","hall",13,18,439,100,"gram","mismatch"
"68200","BockNoAdverbs","b","12","15","after",14,18,462,100,"gram","mismatch"
"68201","BockNoAdverbs","b","12","15","just",15,18,383,100,"gram","mismatch"
"68202","BockNoAdverbs","b","12","15","five",16,18,427,100,"gram","mismatch"
"68203","BockNoAdverbs","b","12","15","minutes.",17,18,408,100,"gram","mismatch"
"68764","BockNoAdverbs","b","8","15","The",1,52,378,100,"gram","mismatch"
"68765","BockNoAdverbs","b","8","15","defect",2,52,386,100,"gram","mismatch"
"68766","BockNoAdverbs","b","8","15","in",3,52,400,100,"gram","mismatch"
"68767","BockNoAdverbs","b","8","15","the",4,52,291,100,"gram","mismatch"
"68768","BockNoAdverbs","b","8","15","appliances",5,52,665,100,"gram","mismatch"
"68769","BockNoAdverbs","b","8","15","was",6,52,428,100,"gram","mismatch"
"68770","BockNoAdverbs","b","8","15","unknown",7,52,440,100,"gram","mismatch"
