"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","match"
"303","BockNoAdverbs","a","9","1","resources.",16,16,272,100,"gram","match"
"395","BockNoAdverbs","b","18","1","The",1,22,262,100,"gram","mismatch"
"396","BockNoAdverbs","b","18","1","entrance",2,22,233,100,"gram","mismatch"
"397","BockNoAdverbs","b","18","1","to",3,22,323,100,"gram","mismatch"
"398","BockNoAdverbs","b","18","1","the",4,22,249,100,"gram","mismatch"
"399","BockNoAdverbs","b","18","1","exhibits",5,22,294,100,"gram","mismatch"
"400","BockNoAdverbs","b","18","1","was",6,22,257,100,"gram","mismatch"
"401","BockNoAdverbs","b","18","1","hard",7,22,283,100,"gram","mismatch"
"402","BockNoAdverbs","b","18","1","to",8,22,287,100,"gram","mismatch"
"403","BockNoAdverbs","b","18","1","locate",9,22,274,100,"gram","mismatch"
"404","BockNoAdverbs","b","18","1","on",10,22,258,100,"gram","mismatch"
"405","BockNoAdverbs","b","18","1","the",11,22,234,100,"gram","mismatch"
"406","BockNoAdverbs","b","18","1","diagram.",12,22,318,100,"gram","mismatch"
"965","BockNoAdverbs","c","3","1","The",1,56,243,100,"ungram","match"
"966","BockNoAdverbs","c","3","1","mistake",2,56,229,100,"ungram","match"
"967","BockNoAdverbs","c","3","1","in",3,56,225,100,"ungram","match"
"968","BockNoAdverbs","c","3","1","the",4,56,230,100,"ungram","match"
"969","BockNoAdverbs","c","3","1","program",5,56,233,100,"ungram","match"
"970","BockNoAdverbs","c","3","1","were",6,56,241,100,"ungram","match"
"971","BockNoAdverbs","c","3","1","disastrous",7,56,257,100,"ungram","match"
"972","BockNoAdverbs","c","3","1","for",8,56,229,100,"ungram","match"
"973","BockNoAdverbs","c","3","1","the",9,56,246,100,"ungram","match"
"974","BockNoAdverbs","c","3","1","small",10,56,239,100,"ungram","match"
"975","BockNoAdverbs","c","3","1","software",11,56,237,100,"ungram","match"
"976","BockNoAdverbs","c","3","1","company.",12,56,195,100,"ungram","match"
"998","BockNoAdverbs","d","8","1","The",1,58,232,100,"ungram","mismatch"
"999","BockNoAdverbs","d","8","1","defect",2,58,235,100,"ungram","mismatch"
"1000","BockNoAdverbs","d","8","1","in",3,58,241,100,"ungram","mismatch"
"1001","BockNoAdverbs","d","8","1","the",4,58,233,100,"ungram","mismatch"
"1002","BockNoAdverbs","d","8","1","appliances",5,58,205,100,"ungram","mismatch"
"1003","BockNoAdverbs","d","8","1","were",6,58,222,100,"ungram","mismatch"
"1004","BockNoAdverbs","d","8","1","unknown",7,58,217,100,"ungram","mismatch"
"1005","BockNoAdverbs","d","8","1","to",8,58,202,100,"ungram","mismatch"
"1006","BockNoAdverbs","d","8","1","consumers",9,58,222,100,"ungram","mismatch"
"1007","BockNoAdverbs","d","8","1","and",10,58,204,100,"ungram","mismatch"
"1008","BockNoAdverbs","d","8","1","government",11,58,205,100,"ungram","mismatch"
"1009","BockNoAdverbs","d","8","1","regulators.",12,58,196,100,"ungram","mismatch"
"1351","BockNoAdverbs","c","11","1","The",1,80,216,100,"ungram","match"
"1352","BockNoAdverbs","c","11","1","traitor",2,80,238,100,"ungram","match"
"1353","BockNoAdverbs","c","11","1","in",3,80,221,100,"ungram","match"
"1354","BockNoAdverbs","c","11","1","the",4,80,218,100,"ungram","match"
"1355","BockNoAdverbs","c","11","1","camp",5,80,241,100,"ungram","match"
"1356","BockNoAdverbs","c","11","1","were",6,80,218,100,"ungram","match"
"1357","BockNoAdverbs","c","11","1","passing",7,80,227,100,"ungram","match"
"1358","BockNoAdverbs","c","11","1","information",8,80,238,100,"ungram","match"
"1359","BockNoAdverbs","c","11","1","to",9,80,237,100,"ungram","match"
"1360","BockNoAdverbs","c","11","1","the",10,80,217,100,"ungram","match"
"1361","BockNoAdverbs","c","11","1","enemy",11,80,225,100,"ungram","match"
"1362","BockNoAdverbs","c","11","1","through",12,80,203,100,"ungram","match"
"1363","BockNoAdverbs","c","11","1","various",13,80,236,100,"ungram","match"
"1364","BockNoAdverbs","c","11","1","secret",14,80,236,100,"ungram","match"
"1365","BockNoAdverbs","c","11","1","methods.",15,80,219,100,"ungram","match"
"2080","BockNoAdverbs","a","17","1","The",1,123,214,100,"gram","match"
"2081","BockNoAdverbs","a","17","1","letter",2,123,234,100,"gram","match"
"2082","BockNoAdverbs","a","17","1","from",3,123,213,100,"gram","match"
"2083","BockNoAdverbs","a","17","1","the",4,123,222,100,"gram","match"
"2084","BockNoAdverbs","a","17","1","investigator",5,123,225,100,"gram","match"
"2085","BockNoAdverbs","a","17","1","was",6,123,212,100,"gram","match"
"2086","BockNoAdverbs","a","17","1","received",7,123,229,100,"gram","match"
"2087","BockNoAdverbs","a","17","1","in",8,123,232,100,"gram","match"
"2088","BockNoAdverbs","a","17","1","San",9,123,216,100,"gram","match"
"2089","BockNoAdverbs","a","17","1","Francisco",10,123,233,100,"gram","match"
"2090","BockNoAdverbs","a","17","1","in",11,123,228,100,"gram","match"
"2091","BockNoAdverbs","a","17","1","late",12,123,208,100,"gram","match"
"2092","BockNoAdverbs","a","17","1","March.",13,123,207,100,"gram","match"
"2104","BockNoAdverbs","b","22","1","The",1,125,264,100,"gram","mismatch"
"2105","BockNoAdverbs","b","22","1","path",2,125,213,100,"gram","mismatch"
"2106","BockNoAdverbs","b","22","1","to",3,125,214,100,"gram","mismatch"
"2107","BockNoAdverbs","b","22","1","the",4,125,197,100,"gram","mismatch"
"2108","BockNoAdverbs","b","22","1","monuments",5,125,210,100,"gram","mismatch"
"2109","BockNoAdverbs","b","22","1","was",6,125,237,100,"gram","mismatch"
"2110","BockNoAdverbs","b","22","1","lined",7,125,191,100,"gram","mismatch"
"2111","BockNoAdverbs","b","22","1","with",8,125,255,100,"gram","mismatch"
"2112","BockNoAdverbs","b","22","1","lovely",9,125,170,100,"gram","mismatch"
"2113","BockNoAdverbs","b","22","1","trees",10,125,217,100,"gram","mismatch"
"2114","BockNoAdverbs","b","22","1","and",11,125,217,100,"gram","mismatch"
"2115","BockNoAdverbs","b","22","1","flowers.",12,125,216,100,"gram","mismatch"
"2221","BockNoAdverbs","c","23","1","The",1,133,219,100,"ungram","match"
"2222","BockNoAdverbs","c","23","1","message",2,133,255,100,"ungram","match"
"2223","BockNoAdverbs","c","23","1","from",3,133,192,100,"ungram","match"
"2224","BockNoAdverbs","c","23","1","the",4,133,202,100,"ungram","match"
"2225","BockNoAdverbs","c","23","1","engineer",5,133,245,100,"ungram","match"
"2226","BockNoAdverbs","c","23","1","were",6,133,182,100,"ungram","match"
"2227","BockNoAdverbs","c","23","1","about",7,133,212,100,"ungram","match"
"2228","BockNoAdverbs","c","23","1","the",8,133,221,100,"ungram","match"
"2229","BockNoAdverbs","c","23","1","recent",9,133,205,100,"ungram","match"
"2230","BockNoAdverbs","c","23","1","weakening",10,133,221,100,"ungram","match"
"2231","BockNoAdverbs","c","23","1","to",11,133,212,100,"ungram","match"
"2232","BockNoAdverbs","c","23","1","the",12,133,221,100,"ungram","match"
"2233","BockNoAdverbs","c","23","1","building's",13,133,213,100,"ungram","match"
"2234","BockNoAdverbs","c","23","1","structural",14,133,221,100,"ungram","match"
"2235","BockNoAdverbs","c","23","1","supports.",15,133,228,100,"ungram","match"
"2317","BockNoAdverbs","a","5","1","The",1,139,226,100,"gram","match"
"2318","BockNoAdverbs","a","5","1","problem",2,139,225,100,"gram","match"
"2319","BockNoAdverbs","a","5","1","in",3,139,210,100,"gram","match"
"2320","BockNoAdverbs","a","5","1","the",4,139,213,100,"gram","match"
"2321","BockNoAdverbs","a","5","1","store",5,139,246,100,"gram","match"
"2322","BockNoAdverbs","a","5","1","was",6,139,240,100,"gram","match"
"2323","BockNoAdverbs","a","5","1","solved",7,139,277,100,"gram","match"
"2324","BockNoAdverbs","a","5","1","by",8,139,282,100,"gram","match"
"2325","BockNoAdverbs","a","5","1","firing",9,139,225,100,"gram","match"
"2326","BockNoAdverbs","a","5","1","the",10,139,217,100,"gram","match"
"2327","BockNoAdverbs","a","5","1","assistant",11,139,233,100,"gram","match"
"2328","BockNoAdverbs","a","5","1","manager.",12,139,221,100,"gram","match"
"2615","BockNoAdverbs","b","14","1","The",1,157,250,100,"gram","mismatch"
"2616","BockNoAdverbs","b","14","1","memo",2,157,155,100,"gram","mismatch"
"2617","BockNoAdverbs","b","14","1","from",3,157,201,100,"gram","mismatch"
"2618","BockNoAdverbs","b","14","1","the",4,157,205,100,"gram","mismatch"
"2619","BockNoAdverbs","b","14","1","contractors",5,157,176,100,"gram","mismatch"
"2620","BockNoAdverbs","b","14","1","was",6,157,172,100,"gram","mismatch"
"2621","BockNoAdverbs","b","14","1","about",7,157,201,100,"gram","mismatch"
"2622","BockNoAdverbs","b","14","1","the",8,157,214,100,"gram","mismatch"
"2623","BockNoAdverbs","b","14","1","delinquent",9,157,200,100,"gram","mismatch"
"2624","BockNoAdverbs","b","14","1","tax",10,157,188,100,"gram","mismatch"
"2625","BockNoAdverbs","b","14","1","return.",11,157,184,100,"gram","mismatch"
"2941","BockNoAdverbs","d","24","1","The",1,177,199,100,"ungram","mismatch"
"2942","BockNoAdverbs","d","24","1","gate",2,177,214,100,"ungram","mismatch"
"2943","BockNoAdverbs","d","24","1","to",3,177,188,100,"ungram","mismatch"
"2944","BockNoAdverbs","d","24","1","the",4,177,197,100,"ungram","mismatch"
"2945","BockNoAdverbs","d","24","1","pastures",5,177,196,100,"ungram","mismatch"
"2946","BockNoAdverbs","d","24","1","were",6,177,192,100,"ungram","mismatch"
"2947","BockNoAdverbs","d","24","1","gradually",7,177,193,100,"ungram","mismatch"
"2948","BockNoAdverbs","d","24","1","falling",8,177,217,100,"ungram","mismatch"
"2949","BockNoAdverbs","d","24","1","down",9,177,205,100,"ungram","mismatch"
"2950","BockNoAdverbs","d","24","1","due",10,177,209,100,"ungram","mismatch"
"2951","BockNoAdverbs","d","24","1","to",11,177,207,100,"ungram","mismatch"
"2952","BockNoAdverbs","d","24","1","disrepair.",12,177,166,100,"ungram","mismatch"
"3202","BockNoAdverbs","b","6","1","The",1,193,215,100,"gram","mismatch"
"3203","BockNoAdverbs","b","6","1","name",2,193,193,100,"gram","mismatch"
"3204","BockNoAdverbs","b","6","1","on",3,193,185,100,"gram","mismatch"
"3205","BockNoAdverbs","b","6","1","the",4,193,180,100,"gram","mismatch"
"3206","BockNoAdverbs","b","6","1","billboards",5,193,184,100,"gram","mismatch"
"3207","BockNoAdverbs","b","6","1","was",6,193,180,100,"gram","mismatch"
"3208","BockNoAdverbs","b","6","1","of",7,193,211,100,"gram","mismatch"
"3209","BockNoAdverbs","b","6","1","a",8,193,189,100,"gram","mismatch"
"3210","BockNoAdverbs","b","6","1","prominent",9,193,202,100,"gram","mismatch"
"3211","BockNoAdverbs","b","6","1","local",10,193,208,100,"gram","mismatch"
"3212","BockNoAdverbs","b","6","1","politician.",11,193,176,100,"gram","mismatch"
"3299","BockNoAdverbs","d","4","1","The",1,199,215,100,"ungram","mismatch"
"3300","BockNoAdverbs","d","4","1","label",2,199,190,100,"ungram","mismatch"
"3301","BockNoAdverbs","d","4","1","on",3,199,210,100,"ungram","mismatch"
"3302","BockNoAdverbs","d","4","1","the",4,199,189,100,"ungram","mismatch"
"3303","BockNoAdverbs","d","4","1","containers",5,199,193,100,"ungram","mismatch"
"3304","BockNoAdverbs","d","4","1","were",6,199,201,100,"ungram","mismatch"
"3305","BockNoAdverbs","d","4","1","a",7,199,202,100,"ungram","mismatch"
"3306","BockNoAdverbs","d","4","1","warning",8,199,225,100,"ungram","mismatch"
"3307","BockNoAdverbs","d","4","1","about",9,199,195,100,"ungram","mismatch"
"3308","BockNoAdverbs","d","4","1","the",10,199,225,100,"ungram","mismatch"
"3309","BockNoAdverbs","d","4","1","hazardous",11,199,204,100,"ungram","mismatch"
"3310","BockNoAdverbs","d","4","1","chemicals",12,199,203,100,"ungram","mismatch"
"3311","BockNoAdverbs","d","4","1","inside.",13,199,199,100,"ungram","mismatch"
"3357","BockNoAdverbs","d","16","1","The",1,203,218,0,"ungram","mismatch"
"3358","BockNoAdverbs","d","16","1","key",2,203,193,0,"ungram","mismatch"
"3359","BockNoAdverbs","d","16","1","to",3,203,188,0,"ungram","mismatch"
"3360","BockNoAdverbs","d","16","1","the",4,203,184,0,"ungram","mismatch"
"3361","BockNoAdverbs","d","16","1","cells",5,203,196,0,"ungram","mismatch"
"3362","BockNoAdverbs","d","16","1","were",6,203,183,0,"ungram","mismatch"
"3363","BockNoAdverbs","d","16","1","rusty",7,203,192,0,"ungram","mismatch"
"3364","BockNoAdverbs","d","16","1","from",8,203,228,0,"ungram","mismatch"
"3365","BockNoAdverbs","d","16","1","many",9,203,175,0,"ungram","mismatch"
"3366","BockNoAdverbs","d","16","1","years",10,203,217,0,"ungram","mismatch"
"3367","BockNoAdverbs","d","16","1","of",11,203,175,0,"ungram","mismatch"
"3368","BockNoAdverbs","d","16","1","disuse.",12,203,179,0,"ungram","mismatch"
"3422","BockNoAdverbs","d","20","1","The",1,207,210,100,"ungram","mismatch"
"3423","BockNoAdverbs","d","20","1","bridge",2,207,184,100,"ungram","mismatch"
"3424","BockNoAdverbs","d","20","1","to",3,207,189,100,"ungram","mismatch"
"3425","BockNoAdverbs","d","20","1","the",4,207,185,100,"ungram","mismatch"
"3426","BockNoAdverbs","d","20","1","islands",5,207,176,100,"ungram","mismatch"
"3427","BockNoAdverbs","d","20","1","were",6,207,188,100,"ungram","mismatch"
"3428","BockNoAdverbs","d","20","1","about",7,207,201,100,"ungram","mismatch"
"3429","BockNoAdverbs","d","20","1","ten",8,207,188,100,"ungram","mismatch"
"3430","BockNoAdverbs","d","20","1","miles",9,207,205,100,"ungram","mismatch"
"3431","BockNoAdverbs","d","20","1","off",10,207,197,100,"ungram","mismatch"
"3432","BockNoAdverbs","d","20","1","the",11,207,202,100,"ungram","mismatch"
"3433","BockNoAdverbs","d","20","1","main",12,207,184,100,"ungram","mismatch"
"3434","BockNoAdverbs","d","20","1","highway.",13,207,161,100,"ungram","mismatch"
"3600","BockNoAdverbs","b","2","1","The",1,217,247,100,"gram","mismatch"
"3601","BockNoAdverbs","b","2","1","picture",2,217,209,100,"gram","mismatch"
"3602","BockNoAdverbs","b","2","1","on",3,217,222,100,"gram","mismatch"
"3603","BockNoAdverbs","b","2","1","the",4,217,214,100,"gram","mismatch"
"3604","BockNoAdverbs","b","2","1","fliers",5,217,193,100,"gram","mismatch"
"3605","BockNoAdverbs","b","2","1","was",6,217,209,100,"gram","mismatch"
"3606","BockNoAdverbs","b","2","1","of",7,217,200,100,"gram","mismatch"
"3607","BockNoAdverbs","b","2","1","a",8,217,172,100,"gram","mismatch"
"3608","BockNoAdverbs","b","2","1","village",9,217,181,100,"gram","mismatch"
"3609","BockNoAdverbs","b","2","1","church",10,217,188,100,"gram","mismatch"
"3610","BockNoAdverbs","b","2","1","in",11,217,180,100,"gram","mismatch"
"3611","BockNoAdverbs","b","2","1","the",12,217,185,100,"gram","mismatch"
"3612","BockNoAdverbs","b","2","1","south",13,217,185,100,"gram","mismatch"
"3613","BockNoAdverbs","b","2","1","of",14,217,193,100,"gram","mismatch"
"3614","BockNoAdverbs","b","2","1","France.",15,217,161,100,"gram","mismatch"
"3658","BockNoAdverbs","b","10","1","The",1,221,213,0,"gram","mismatch"
"3659","BockNoAdverbs","b","10","1","advertisement",2,221,197,0,"gram","mismatch"
"3660","BockNoAdverbs","b","10","1","on",3,221,205,0,"gram","mismatch"
"3661","BockNoAdverbs","b","10","1","the",4,221,193,0,"gram","mismatch"
"3662","BockNoAdverbs","b","10","1","skyscrapers",5,221,193,0,"gram","mismatch"
"3663","BockNoAdverbs","b","10","1","was",6,221,193,0,"gram","mismatch"
"3664","BockNoAdverbs","b","10","1","hard",7,221,206,0,"gram","mismatch"
"3665","BockNoAdverbs","b","10","1","to",8,221,205,0,"gram","mismatch"
"3666","BockNoAdverbs","b","10","1","read",9,221,205,0,"gram","mismatch"
"3667","BockNoAdverbs","b","10","1","except",10,221,205,0,"gram","mismatch"
"3668","BockNoAdverbs","b","10","1","from",11,221,184,0,"gram","mismatch"
"3669","BockNoAdverbs","b","10","1","a",12,221,209,0,"gram","mismatch"
"3670","BockNoAdverbs","b","10","1","long",13,221,188,0,"gram","mismatch"
"3671","BockNoAdverbs","b","10","1","distance",14,221,193,0,"gram","mismatch"
"3672","BockNoAdverbs","b","10","1","away.",15,221,210,0,"gram","mismatch"
"4057","BockNoAdverbs","c","15","1","The",1,245,215,100,"ungram","match"
"4058","BockNoAdverbs","c","15","1","check",2,245,201,100,"ungram","match"
"4059","BockNoAdverbs","c","15","1","from",3,245,188,100,"ungram","match"
"4060","BockNoAdverbs","c","15","1","the",4,245,197,100,"ungram","match"
"4061","BockNoAdverbs","c","15","1","stockbroker",5,245,207,100,"ungram","match"
"4062","BockNoAdverbs","c","15","1","were",6,245,179,100,"ungram","match"
"4063","BockNoAdverbs","c","15","1","a",7,245,191,100,"ungram","match"
"4064","BockNoAdverbs","c","15","1","dividend",8,245,228,100,"ungram","match"
"4065","BockNoAdverbs","c","15","1","on",9,245,218,100,"ungram","match"
"4066","BockNoAdverbs","c","15","1","a",10,245,211,100,"ungram","match"
"4067","BockNoAdverbs","c","15","1","long-term",11,245,210,100,"ungram","match"
"4068","BockNoAdverbs","c","15","1","bond.",12,245,206,100,"ungram","match"
"4162","BockNoAdverbs","c","7","1","The",1,251,226,0,"ungram","match"
"4163","BockNoAdverbs","c","7","1","crime",2,251,193,0,"ungram","match"
"4164","BockNoAdverbs","c","7","1","in",3,251,214,0,"ungram","match"
"4165","BockNoAdverbs","c","7","1","the",4,251,197,0,"ungram","match"
"4166","BockNoAdverbs","c","7","1","suburb",5,251,205,0,"ungram","match"
"4167","BockNoAdverbs","c","7","1","were",6,251,196,0,"ungram","match"
"4168","BockNoAdverbs","c","7","1","a",7,251,213,0,"ungram","match"
"4169","BockNoAdverbs","c","7","1","reflection",8,251,204,0,"ungram","match"
"4170","BockNoAdverbs","c","7","1","of",9,251,217,0,"ungram","match"
"4171","BockNoAdverbs","c","7","1","the",10,251,214,0,"ungram","match"
"4172","BockNoAdverbs","c","7","1","violence",11,251,217,0,"ungram","match"
"4173","BockNoAdverbs","c","7","1","in",12,251,201,0,"ungram","match"
"4174","BockNoAdverbs","c","7","1","today's",13,251,189,0,"ungram","match"
"4175","BockNoAdverbs","c","7","1","society.",14,251,205,0,"ungram","match"
"4296","BockNoAdverbs","c","19","1","The",1,259,198,100,"ungram","match"
"4297","BockNoAdverbs","c","19","1","warning",2,259,197,100,"ungram","match"
"4298","BockNoAdverbs","c","19","1","from",3,259,185,100,"ungram","match"
"4299","BockNoAdverbs","c","19","1","the",4,259,194,100,"ungram","match"
"4300","BockNoAdverbs","c","19","1","expert",5,259,229,100,"ungram","match"
"4301","BockNoAdverbs","c","19","1","were",6,259,167,100,"ungram","match"
"4302","BockNoAdverbs","c","19","1","a",7,259,193,100,"ungram","match"
"4303","BockNoAdverbs","c","19","1","shock",8,259,213,100,"ungram","match"
"4304","BockNoAdverbs","c","19","1","to",9,259,184,100,"ungram","match"
"4305","BockNoAdverbs","c","19","1","the",10,259,214,100,"ungram","match"
"4306","BockNoAdverbs","c","19","1","residents",11,259,204,100,"ungram","match"
"4307","BockNoAdverbs","c","19","1","of",12,259,205,100,"ungram","match"
"4308","BockNoAdverbs","c","19","1","the",13,259,206,100,"ungram","match"
"4309","BockNoAdverbs","c","19","1","city.",14,259,173,100,"ungram","match"
"4368","BockNoAdverbs","a","21","1","The",1,264,189,100,"gram","match"
"4369","BockNoAdverbs","a","21","1","gift",2,264,189,100,"gram","match"
"4370","BockNoAdverbs","a","21","1","from",3,264,184,100,"gram","match"
"4371","BockNoAdverbs","a","21","1","the",4,264,171,100,"gram","match"
"4372","BockNoAdverbs","a","21","1","visitor",5,264,167,100,"gram","match"
"4373","BockNoAdverbs","a","21","1","was",6,264,168,100,"gram","match"
"4374","BockNoAdverbs","a","21","1","a",7,264,172,100,"gram","match"
"4375","BockNoAdverbs","a","21","1","beautiful",8,264,185,100,"gram","match"
"4376","BockNoAdverbs","a","21","1","clock",9,264,184,100,"gram","match"
"4377","BockNoAdverbs","a","21","1","from",10,264,184,100,"gram","match"
"4378","BockNoAdverbs","a","21","1","Germany.",11,264,168,100,"gram","match"
"4526","BockNoAdverbs","a","1","1","The",1,274,199,100,"gram","match"
"4527","BockNoAdverbs","a","1","1","slogan",2,274,197,100,"gram","match"
"4528","BockNoAdverbs","a","1","1","on",3,274,188,100,"gram","match"
"4529","BockNoAdverbs","a","1","1","the",4,274,191,100,"gram","match"
"4530","BockNoAdverbs","a","1","1","poster",5,274,181,100,"gram","match"
"4531","BockNoAdverbs","a","1","1","was",6,274,193,100,"gram","match"
"4532","BockNoAdverbs","a","1","1","designed",7,274,209,100,"gram","match"
"4533","BockNoAdverbs","a","1","1","to",8,274,245,100,"gram","match"
"4534","BockNoAdverbs","a","1","1","get",9,274,211,100,"gram","match"
"4535","BockNoAdverbs","a","1","1","attention.",10,274,205,100,"gram","match"
"4818","BockNoAdverbs","d","12","1","The",1,293,190,100,"ungram","mismatch"
"4819","BockNoAdverbs","d","12","1","flaw",2,293,178,100,"ungram","mismatch"
"4820","BockNoAdverbs","d","12","1","in",3,293,173,100,"ungram","mismatch"
"4821","BockNoAdverbs","d","12","1","the",4,293,178,100,"ungram","mismatch"
"4822","BockNoAdverbs","d","12","1","arguments",5,293,173,100,"ungram","mismatch"
"4823","BockNoAdverbs","d","12","1","were",6,293,189,100,"ungram","mismatch"
"4824","BockNoAdverbs","d","12","1","clear",7,293,169,100,"ungram","mismatch"
"4825","BockNoAdverbs","d","12","1","to",8,293,183,100,"ungram","mismatch"
"4826","BockNoAdverbs","d","12","1","everyone",9,293,190,100,"ungram","mismatch"
"4827","BockNoAdverbs","d","12","1","in",10,293,190,100,"ungram","mismatch"
"4828","BockNoAdverbs","d","12","1","the",11,293,177,100,"ungram","mismatch"
"4829","BockNoAdverbs","d","12","1","lecture",12,293,177,100,"ungram","mismatch"
"4830","BockNoAdverbs","d","12","1","hall",13,293,185,100,"ungram","mismatch"
"4831","BockNoAdverbs","d","12","1","after",14,293,185,100,"ungram","mismatch"
"4832","BockNoAdverbs","d","12","1","just",15,293,178,100,"ungram","mismatch"
"4833","BockNoAdverbs","d","12","1","five",16,293,186,100,"ungram","mismatch"
"4834","BockNoAdverbs","d","12","1","minutes.",17,293,177,100,"ungram","mismatch"
"5071","BockNoAdverbs","d","11","2","The",1,12,238,100,"ungram","mismatch"
"5072","BockNoAdverbs","d","11","2","traitor",2,12,234,100,"ungram","mismatch"
"5073","BockNoAdverbs","d","11","2","in",3,12,193,100,"ungram","mismatch"
"5074","BockNoAdverbs","d","11","2","the",4,12,205,100,"ungram","mismatch"
"5075","BockNoAdverbs","d","11","2","camps",5,12,231,100,"ungram","mismatch"
"5076","BockNoAdverbs","d","11","2","were",6,12,206,100,"ungram","mismatch"
"5077","BockNoAdverbs","d","11","2","passing",7,12,247,100,"ungram","mismatch"
"5078","BockNoAdverbs","d","11","2","information",8,12,202,100,"ungram","mismatch"
"5079","BockNoAdverbs","d","11","2","to",9,12,339,100,"ungram","mismatch"
"5080","BockNoAdverbs","d","11","2","the",10,12,240,100,"ungram","mismatch"
"5081","BockNoAdverbs","d","11","2","enemy",11,12,239,100,"ungram","mismatch"
"5082","BockNoAdverbs","d","11","2","through",12,12,257,100,"ungram","mismatch"
"5083","BockNoAdverbs","d","11","2","various",13,12,230,100,"ungram","mismatch"
"5084","BockNoAdverbs","d","11","2","secret",14,12,213,100,"ungram","mismatch"
"5085","BockNoAdverbs","d","11","2","methods.",15,12,209,100,"ungram","mismatch"
"5133","BockNoAdverbs","a","8","2","The",1,16,236,100,"gram","match"
"5134","BockNoAdverbs","a","8","2","defect",2,16,241,100,"gram","match"
"5135","BockNoAdverbs","a","8","2","in",3,16,227,100,"gram","match"
"5136","BockNoAdverbs","a","8","2","the",4,16,499,100,"gram","match"
"5137","BockNoAdverbs","a","8","2","appliance",5,16,337,100,"gram","match"
"5138","BockNoAdverbs","a","8","2","was",6,16,197,100,"gram","match"
"5139","BockNoAdverbs","a","8","2","unknown",7,16,247,100,"gram","match"
"5140","BockNoAdverbs","a","8","2","to",8,16,206,100,"gram","match"
"5141","BockNoAdverbs","a","8","2","consumers",9,16,223,100,"gram","match"
"5142","BockNoAdverbs","a","8","2","and",10,16,232,100,"gram","match"
"5143","BockNoAdverbs","a","8","2","government",11,16,221,100,"gram","match"
"5144","BockNoAdverbs","a","8","2","regulators.",12,16,266,100,"gram","match"
"5500","BockNoAdverbs","a","20","2","The",1,38,266,100,"gram","match"
"5501","BockNoAdverbs","a","20","2","bridge",2,38,247,100,"gram","match"
"5502","BockNoAdverbs","a","20","2","to",3,38,239,100,"gram","match"
"5503","BockNoAdverbs","a","20","2","the",4,38,214,100,"gram","match"
"5504","BockNoAdverbs","a","20","2","island",5,38,234,100,"gram","match"
"5505","BockNoAdverbs","a","20","2","was",6,38,227,100,"gram","match"
"5506","BockNoAdverbs","a","20","2","about",7,38,219,100,"gram","match"
"5507","BockNoAdverbs","a","20","2","ten",8,38,219,100,"gram","match"
"5508","BockNoAdverbs","a","20","2","miles",9,38,197,100,"gram","match"
"5509","BockNoAdverbs","a","20","2","off",10,38,214,100,"gram","match"
"5510","BockNoAdverbs","a","20","2","the",11,38,214,100,"gram","match"
"5511","BockNoAdverbs","a","20","2","main",12,38,205,100,"gram","match"
"5512","BockNoAdverbs","a","20","2","highway.",13,38,217,100,"gram","match"
